id	modified	language	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	recordedBy	eventDate	year	month	day	continent	country	countryCode	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	scientificNameAuthorship
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23398	2015-02-26 05:54:47.422138	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23398	MIG-D018-23398	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23432	2015-02-26 05:53:32.453176	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23432	MIG-D018-23432	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23434	2015-02-26 05:53:32.517096	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23434	MIG-D018-23434	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23442	2015-02-26 05:53:32.641926	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23442	MIG-D018-23442	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23443	2015-02-26 05:53:32.676514	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23443	MIG-D018-23443	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23446	2015-02-26 05:53:32.710413	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23446	MIG-D018-23446	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23447	2015-02-26 05:53:32.768823	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23447	MIG-D018-23447	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23450	2015-02-26 05:53:32.806406	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23450	MIG-D018-23450	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23454	2015-02-26 05:53:32.876897	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23454	MIG-D018-23454	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23455	2015-02-26 05:53:32.908692	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23455	MIG-D003p-23455	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1805	1805	36.96841	-3.41336	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23456	2015-02-26 05:53:32.941794	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23456	MIG-D003p-23456	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1805	1805	36.96841	-3.41336	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23457	2015-02-26 05:53:32.976422	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23457	MIG-D003p-23457	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1805	1805	36.96841	-3.41336	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23458	2015-02-26 05:53:33.009755	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23458	MIG-D003p-23458	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1805	1805	36.96841	-3.41336	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23459	2015-02-26 05:53:33.042784	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23459	MIG-D003p-23459	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1805	1805	36.96841	-3.41336	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23460	2015-02-26 05:53:33.075945	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23460	MIG-D003p-23460	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1805	1805	36.96841	-3.41336	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23461	2015-02-26 05:53:33.108796	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23461	MIG-D003p-23461	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1805	1805	36.96841	-3.41336	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23462	2015-02-26 05:53:33.141637	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23462	MIG-D003p-23462	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1805	1805	36.96841	-3.41336	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23463	2015-02-26 05:53:33.178015	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23463	MIG-D003p-23463	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1805	1805	36.96841	-3.41336	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23399	2015-02-26 05:54:47.461936	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23399	MIG-D018-23399	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23402	2015-02-26 05:54:47.498406	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23402	MIG-D018-23402	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23404	2015-02-26 05:54:47.536838	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23404	MIG-D018-23404	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23405	2015-02-26 05:54:47.573472	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23405	MIG-D018-23405	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23406	2015-02-26 05:54:47.613236	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23406	MIG-D018-23406	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23407	2015-02-26 05:54:47.648678	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23407	MIG-D018-23407	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23408	2015-02-26 05:54:47.688188	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23408	MIG-D018-23408	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23409	2015-02-26 05:54:47.721813	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23409	MIG-D018-23409	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23410	2015-02-26 05:54:47.763595	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23410	MIG-D018-23410	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23411	2015-02-26 05:54:47.799347	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23411	MIG-D018-23411	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23412	2015-02-26 05:54:47.838391	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23412	MIG-D018-23412	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23416	2015-02-26 05:54:47.913387	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23416	MIG-D018-23416	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23417	2015-02-26 05:54:47.954363	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23417	MIG-D018-23417	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23419	2015-02-26 05:54:47.989473	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23419	MIG-D018-23419	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23420	2015-02-26 05:54:48.028984	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23420	MIG-D018-23420	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23423	2015-02-26 05:54:48.063759	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23423	MIG-D018-23423	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23425	2015-02-26 05:54:48.103731	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23425	MIG-D018-23425	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23426	2015-02-26 05:54:48.139093	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23426	MIG-D018-23426	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23427	2015-02-26 05:54:48.179905	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23427	MIG-D018-23427	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23429	2015-02-26 05:54:48.214016	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23429	MIG-D018-23429	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23430	2015-02-26 05:54:48.255111	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23430	MIG-D018-23430	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23435	2015-02-26 05:54:48.289452	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23435	MIG-D018-23435	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23436	2015-02-26 05:54:48.328998	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23436	MIG-D018-23436	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23437	2015-02-26 05:54:48.36495	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23437	MIG-D018-23437	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23452	2015-02-26 05:54:48.72149	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23452	MIG-D018-23452	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D018-23453	2015-02-26 05:54:48.769701	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D018-23453	MIG-D018-23453	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1747	1747	36.96841	-3.40914	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23464	2015-02-26 05:54:48.805033	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23464	MIG-D003p-23464	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1805	1805	36.96841	-3.41336	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23469	2015-02-26 05:53:33.277295	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23469	MIG-D003p-23469	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1805	1805	36.96841	-3.41336	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23472	2015-02-26 05:53:33.342355	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23472	MIG-D003p-23472	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1805	1805	36.96841	-3.41336	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23473	2015-02-26 05:53:33.376887	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23473	MIG-D003p-23473	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1805	1805	36.96841	-3.41336	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23474	2015-02-26 05:53:33.408756	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003p-23474	MIG-D003p-23474	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1805	1805	36.96841	-3.41336	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
