id,dbh,h,eventDate,tr,loc,scientificName,sp
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26402,26,1400,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26403,8,450,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26404,8,400,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26405,4,200,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26406,43,1600,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26407,NA,160,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26408,NA,130,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26409,NA,140,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26410,NA,180,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26411,8,500,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26412,44,1600,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26413,6,250,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26414,2,120,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26415,6,400,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26416,8,650,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26417,8,700,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26418,7,600,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26419,6,600,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26420,5,350,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26421,6,400,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26422,6,450,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26423,34,1200,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26424,7,750,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26425,6,650,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26426,9,850,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26427,8,900,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26428,11,850,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26429,9,750,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26430,5,650,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26431,7,600,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26432,13,650,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26433,8,700,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26434,38,1600,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26435,9,850,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26436,8,500,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26437,5,450,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26438,6,450,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26439,9,650,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26440,8,600,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26441,5,350,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26442,4,250,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26443,5,450,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26444,NA,110,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26445,NA,120,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26446,NA,100,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A032-26447,NA,100,2013-10-04,A032,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26315,NA,150,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26316,1,130,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26317,2,170,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26318,22,800,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26319,6,350,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26320,14,600,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26321,2,150,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26322,5,350,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26323,21,600,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26324,2,180,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26326,24,850,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26327,2,120,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26328,NA,80,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26329,NA,100,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26330,NA,150,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26331,NA,160,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26332,NA,190,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26333,NA,200,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26334,8,300,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26335,7,350,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26336,3,250,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26337,1,100,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26338,2,140,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26339,9,450,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26340,7,350,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26341,26,1400,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26342,2,200,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26343,6,350,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26344,28,1350,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26345,9,600,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26346,3,210,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26347,8,550,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26348,8,700,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26349,11,850,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26350,1,130,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26351,3,190,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26352,8,550,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26353,9,600,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26354,6,450,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26355,8,500,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26356,6,500,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26357,9,550,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26358,37,1500,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26359,1,110,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26360,28,1400,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26361,3,300,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26362,3,220,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26363,3,200,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26364,6,350,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26365,2,150,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26366,3,250,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26367,3,200,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26368,7,400,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26369,6,450,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26370,4,190,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26371,5,400,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26372,30,1100,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26373,4,250,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26374,15,850,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26375,14,700,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26376,16,1500,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26377,10,1100,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26378,NA,110,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26379,NA,120,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26380,NA,120,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26381,NA,140,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26382,NA,120,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26383,NA,150,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26384,NA,150,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26385,NA,130,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A033-26386,NA,100,2013-10-04,A033,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26268,2,170,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26269,2,180,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26270,14,600,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26271,11,450,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26272,2,190,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26273,17,650,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26274,20,750,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26275,19,800,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26276,18,800,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26277,20,1100,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26278,23,1200,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26279,2,155,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26280,1,110,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26281,23,1200,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26282,27,1400,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26283,2,130,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26284,1,100,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26285,NA,140,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26286,NA,130,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26287,NA,150,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26288,NA,80,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26289,NA,60,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26290,17,850,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26291,20,1000,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26292,19,900,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26293,1,150,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26294,25,1400,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26295,29,1500,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26296,4,250,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26297,2,180,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26298,9,350,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26299,3,200,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26300,8,350,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26301,5,300,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26302,2,110,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26303,2,190,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26304,8,450,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26305,6,350,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26306,6,300,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26307,3,170,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26308,19,950,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26309,16,900,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26310,23,1400,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26311,NA,120,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26312,NA,100,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26313,NA,60,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A034-26314,NA,110,2013-10-04,A034,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26218,NA,170,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26219,NA,100,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26220,32,1700,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26221,28,1600,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26222,21,950,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26223,24,900,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26224,3,195,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26225,1,85,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26226,28,1100,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26227,32,1300,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26228,2,158,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26229,29,1400,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26230,28,1300,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26231,32,1300,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26232,1,150,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26233,1,155,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26234,2,160,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26235,1,140,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26236,1,150,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26237,2,165,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26238,4,195,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26239,4,210,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26240,4,250,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26241,1,80,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26242,36,1100,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26243,2,175,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26244,32,1100,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26245,3,220,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26246,22,900,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26247,18,800,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26248,19,900,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26249,2,140,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26250,1,120,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26251,1,100,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
