code,ws_plot,wb27_plot,wb2_plot,wr_plot,h_mean,h_min,h_max,dbh_mean,n_tree,id_plot,loc,type,size_m,size,ws,wb27,wb2,wr
B22,7812.887369265,1113.5420304370002,421.92614000000003,3276.4343612,12.286666666666667,5.9,17.1,37.412,15,53,CAN,circular,r=10,314.1593,248.69190150554195,35.44513978854041,13.430324679231207,104.29213336036845
B23,7603.420844691001,1062.3671937478,325.44594,3096.0775130999996,12.022222222222222,7.2,16,46.22555555555556,9,54,CAN,circular,r=10,314.1593,242.0243756810956,33.81619432395603,10.359264869765118,98.5511972142795
B24,7328.174962527001,1114.3201236366,340.80874,2701.9924074,12.664285714285715,8,17.9,33.38428571428572,14,55,CAN,circular,r=10,314.1593,233.26302810475454,35.46990726158991,10.848277927790138,86.00708008325714
B25,2937.792001833,451.50535485140006,228.8839,1331.7001412,9.127777777777778,5.2,14.6,18.683333333333334,18,56,CAN,circular,r=10,314.1593,93.51281346224671,14.371860226687547,7.2856000124777465,42.38932736353818
B27,1823.4986150520003,240.47933638160006,142.07292,923.6376721,10.116666666666667,7.6,12.7,31.381666666666668,6,58,CAN,circular,r=10,314.1593,58.04375726110926,7.654694175267136,4.522321000842568,29.400296986274164
B30,3103.9466454630006,479.73984110540005,297.75578,1520.1423237,9.863636363636363,4.4,13.9,19.959545454545456,22,61,CAN,circular,r=10,314.1593,98.80167944934308,15.270591738185058,9.477859799152851,48.38762766851085
C-3,5089.969024485459,848.5268398461064,530.0611621867698,2398.968,10.218073572679918,4.664723208119101,16.4,18.790697674418606,43,86,MON,cuadrado,20x20,400,127.24922561213647,21.213170996152662,13.251529054669245,59.9742
CAM1,8863.51041,1323.714178,276.5595,3048.0449999999996,15.816666666666666,14.5,17.8,59.166666666666664,6,87,CAM,circular,r=15,706.8583,125.39303011650286,18.726726106208275,3.9125168368257124,43.121018738833506
CAM2,11298.427982100002,1845.1364901800002,450.6301,3564.5252499999997,17.02777777777778,12.2,20.6,36.31666666666667,18,88,CAM,circular,r=16,804.2477,140.4844301339003,22.94239063636738,5.60312575342149,44.321236479756166
CAM3,9582.7860594,1480.09164052,422.14300000000003,3380.4728099999998,14.853333333333333,9,18.8,38.7,15,89,CAM,circular,r=10,314.1593,305.0295203548009,47.11277496862262,13.43722754666184,107.60377967483376
CAM4,4465.884609000001,643.8222522000001,217.8548,1786.75497,12.82857142857143,10.2,16.5,41.01428571428571,7,90,CAM,circular,r=10,314.1593,142.15350648540408,20.493496522305726,6.934532894617477,56.87417084262666
CAM5,6326.0549163000005,1093.60361654,436.1092,2378.1943899999997,12.94375,5.7,19,21.590625,32,91,CAM,circular,r=10,314.1593,201.3645598363633,34.81048043269769,13.881785450884312,75.70027021323259
CAN_CON_22,3195.2294714954223,487.912263618243,358.87531345736176,1657.97203,7.62174765046617,4.53017092735025,13.100137869652748,16.265625,32,94,CAN,circular,r=15,706.8583,45.2032532049977,6.902546997301199,5.077047457140445,23.4555077021802
CAN_CON_26,2062.5987845361924,394.89284101584013,451.57377655684394,1343.9997999999998,6.340097144396508,4.394345694623089,14.031006490192516,11.123809523809523,63,107,CAN,circular,r=15,706.8583,29.17980569141216,5.586591273185023,6.388462532827923,19.013708971090807
CAN_CON_33,2363.39731979701,445.89203324099094,566.8672315611979,1658.0163599999998,6.559646779192294,4.394345694623089,11.61264997467535,11.781081081081082,74,98,CAN,circular,r=15,706.8583,33.435234753514386,6.308082302223669,8.019531376531871,23.45613484343326
CAN_CON_34,3141.8069165119655,499.0953859271396,408.37238414111437,1702.9512499999998,8.348952300804347,4.597612343413959,13.014506859895278,16.769444444444446,36,97,CAN,circular,r=15,706.8583,44.44747860373098,7.060755825136942,5.777287812014294,24.091833540046142
CAN_RES_21,796.6666583406919,156.01062909881446,230.07879247836036,623.8989899999999,6.544135394879374,4.664723208119101,10.207182579828936,11.783333333333333,30,100,CAN,circular,r=15,706.8583,11.270528454439765,2.207099062129064,3.2549492943403275,8.826365765246017
CAN_RES_23,233.59947660260428,56.035733491029454,100.14725452641487,222.42506,5.634879982245104,4.394345694623089,6.9687437310985185,9.7625,16,93,CAN,circular,r=15,706.8583,3.304756789339593,0.7927435172088869,1.416793924983478,3.146671122062229
CAN_RES_24,4663.823873125221,724.26539900842,458.3075272813946,2257.8284299999996,8.514551905298958,4.929652483012236,13.7,17.65,38,92,CAN,circular,r=15,706.8583,65.9796153362735,10.246260092134731,6.483725624801953,31.941740374273028
CAN_RES_25,1572.8663073288833,271.0802374972731,382.67571127223084,1186.7212499999998,6.596057094663857,4.53017092735025,11.190124384945767,12.532608695652174,46,102,CAN,circular,r=15,706.8583,22.251507937713733,3.8350011239490733,5.413754231537365,16.7886724963122
CAN_RES_27,2643.2017134298308,425.28611110700655,412.0407959126802,1574.0539099999999,8.181159319179173,4.9949614960367725,11.855200482950309,16.128947368421052,38,103,CAN,circular,r=15,706.8583,37.393657447749156,6.016568117075326,5.829185225846258,22.268309079768883
CAN_RES_28,1315.2992805496353,276.617946139379,405.5313165271391,1046.58268,6.40817991219637,4.462411018903613,9.250094866137612,11.098245614035088,57,104,CAN,circular,r=15,706.8583,18.607679651630818,3.913343680612918,5.73709492450098,14.806117152475961
CAN_RES_29,1352.6945604046825,247.39894001458848,313.2391176649377,937.8082999999999,6.653188264768787,4.2,11.230830566981078,12.24102564102564,39,106,CAN,circular,r=15,706.8583,19.136714676826777,3.499979274694638,4.431427312446323,13.267274360363313
CAN_RES_30,2279.840155283653,386.5738556249232,441.9086687138248,1475.79575,7.188910640738541,4.53017092735025,11.21053831602895,13.814583333333333,48,105,CAN,circular,r=15,706.8583,32.253142606992846,5.4689016967746324,6.251729218060038,20.878240377173192
CAN_RES_31,2593.1749112127045,421.3783037936112,391.6113484762566,1491.53576,7.56002601692558,4.5,12.428714289469024,14.928205128205128,39,101,CAN,circular,r=15,706.8583,36.685922924194344,5.96128394889911,5.540167647126116,21.100915982736566
CAN_RES_35,3929.4639341291777,610.510867495996,413.32786095288066,1942.5834999999997,7.170075227366256,4.53017092735025,13.800020200116613,15.06,40,96,CAN,circular,r=15,706.8583,55.590546706874314,8.636962563727355,5.847393472678763,27.48193662011184
CAN_RES_37,774.3620021106003,144.7163870490824,191.80571540583153,543.0610899999999,6.015737648588461,3.6,11.128141913790593,11.196153846153846,26,95,CAN,circular,r=15,706.8583,10.954982096278707,2.047318211430529,2.713495977989245,7.6827433447410884
CAN_RES_38,600.9016012917463,117.0145007452557,200.8006554724079,516.5145699999999,5.801054938008997,3.6,10.043537811367582,10.860714285714286,28,99,CAN,circular,r=15,706.8583,8.501019246597886,1.6554166619427924,2.840748357519575,7.307186885971346
CANAR_HIGH,3021.380252028,597.7514610824,598.7982900000001,1731.5917333,4.095833333333333,1.1,13.6,7.081287878787879,132,83,CAN,circular,r=9,254.469,118.7327435572899,23.490148547854556,23.531286325642814,68.04725657349226
CANAR_LOW,1966.0268791350002,349.460237283,347.44478000000004,1233.1473583,5.3254237288135595,1.5,11.4,9.196779661016949,59,82,CAN,circular,r=10,314.1593,62.58057231267705,11.123663608971627,11.059509618209617,39.25229519864604
DIL1,9115.91083845,1419.88006601,445.41315000000003,3273.8677399999997,14.102777777777778,3.5,18.9,34.544444444444444,18,113,DIL,circular,r=9,254.469,358.2326663935489,55.79776184957697,17.50363109062401,128.65487505354287
DIL2,3008.5383922200003,482.32272567600006,196.50495,1161.8421099999998,12.451818181818181,3.2,15.82,26.063636363636363,11,114,DIL,circular,r=9,254.469,118.22809034577887,18.95408578946748,7.7221567263595965,45.65751073804667
DIL3,4335.4643340600005,725.3767259480001,259.98595,1562.0590699999998,14.392666666666667,4.8,16.35,26.433333333333334,15,115,DIL,circular,r=9,254.469,170.3729858670408,28.505504637028483,10.216802439589891,61.38504375778581
DIL4,6975.7356465,1137.5737997,295.76395,2263.05937,14.809285714285714,8.18,19.1,30.864285714285714,14,116,DIL,circular,r=9,254.469,274.1290941725711,44.7038263874971,11.622789023417392,88.93261536768722
DIL5,6039.32985585,974.72190293,236.85565,1905.5650899999998,15.816666666666666,8.95,20.2,37.144444444444446,9,117,DIL,circular,r=9,254.469,237.33067115640804,38.30415111192326,9.307839068806024,74.88397761613398
DUR1,3018.0062925,449.98334650000004,162.9065,1185.14825,13.483333333333334,8.4,17.8,36.916666666666664,6,108,DUR,circular,r=9,254.469,118.60015532343823,17.683228467907686,6.401821046964463,46.57338418432108
DUR2,5588.1645825222,896.3034815367602,457.84573000000006,2388.8536243,9.808529411764706,2.2,16.1,19.856176470588235,34,109,DUR,circular,r=9,254.469,219.60099589821158,35.222501818954775,17.99220062168673,93.87601728697798
DUR3,4747.7031957,781.6087730600001,330.5327,1829.2502799999997,11.495454545454546,3.1,16.8,22.427272727272726,22,110,DUR,circular,r=9,254.469,186.57294977777255,30.715284496736345,12.989114587631498,71.88499502886403
DUR4,2877.6801801600004,440.0741273280001,144.47945,1070.56521,12.918333333333333,4.01,15.3,33.21666666666667,6,111,DUR,circular,r=9,254.469,113.08568745741134,17.293820753333417,5.677683725719048,42.07055515603079
DUR5,3194.9141544000004,552.82265152,310.8783,1402.03063,10.307407407407407,2.1,16.9,17.92962962962963,27,112,DUR,circular,r=9,254.469,125.5521951357533,21.724557864415704,12.216745458189408,55.09632332425561
P007,3116.8814248728004,407.7488408542401,364.55812000000003,1785.2439175999998,3.1044444444444443,0.11,11,9.056296296296296,54,6,CAN,rectangular,30x10,300,103.89604749576002,13.59162802847467,12.151937333333334,59.50813058666667
P022,8649.148295115001,1274.306576567,322.99372,3181.6507865999997,7.248888888888889,0.28,18,23.574444444444445,18,17,CAN,rectangular,30x10,300,288.30494317050005,42.476885885566666,10.766457333333333,106.05502621999999
P023,2320.8955552611,350.60821506838005,437.497,1503.9818650999998,3.235,0.07,11,7.40297619047619,84,14,CAN,rectangular,30x10,300,77.36318517537,11.686940502279334,14.583233333333334,50.13272883666666
P024,2138.9396414661,309.81032195738004,201.00039,1022.89902,3.012058823529412,0.12,15,8.075882352941177,34,8,CAN,rectangular,30x10,300,71.29798804887001,10.327010731912667,6.700013,34.096634
P026,2392.4223095220004,427.59387430760006,482.11523,1526.4667989999998,4.394333333333333,0.13,14,8.142888888888889,90,15,CAN,rectangular,30x10,300,79.74741031740001,14.25312914358667,16.070507666666664,50.882226633333325
P027,7538.651554360501,1021.0288551609001,451.41094000000004,3395.2356437999997,1.9744303797468354,0.08,18,7.3415189873417726,79,7,CAN,rectangular,30x10,300,251.28838514535005,34.034295172030006,15.047031333333335,113.17452145999998
P028,1789.8720123357002,178.88152654506004,339.93601,1417.8977527,4.513214285714286,0.33,12,15.75607142857143,28,1,CAN,rectangular,30x10,300,59.662400411190006,5.962717551502002,11.331200333333333,47.26325842333333
P030,4289.369004,552.0159032,409.68735,2360.93,7.876956521739131,1.23,12,23.73913043478261,23,12,CAN,rectangular,30x10,300,142.9789668,18.400530106666668,13.656244999999998,78.69766666666666
P031,1338.17538375,137.69600835000003,384.8927,1277.0257499999998,3.5783673469387756,1.25,10,10.520408163265307,49,2,CAN,rectangular,30x10,300,44.605846125,4.589866945000001,12.829756666666666,42.567524999999996
P033,2334.2196430800004,329.18723006400006,295.7155,1282.2586204999998,4.7325,0.57,13,12.6359375,32,11,CAN,rectangular,30x10,300,77.80732143600001,10.972907668800001,9.857183333333333,42.74195401666666
P034,9307.7229811662,1358.6538098319602,461.48892,3640.6094153,2.8397014925373134,0.06,17,9.077462686567165,67,9,CAN,rectangular,30x10,300,310.25743270554,45.288460327732004,15.382964,121.35364717666666
P035,4306.96197,586.722026,321.0445,2093.091,9.886666666666667,4,14,28.733333333333334,15,13,CAN,rectangular,30x10,300,143.565399,19.55740086666667,10.701483333333334,69.7697
P037,3622.8076115913004,528.31567061154,237.57215,1533.7106069999998,4.173703703703704,0.12,16,11.866666666666667,27,5,CAN,rectangular,30x10,300,120.76025371971002,17.610522353718,7.919071666666667,51.123686899999996
P038,3298.8499537113,453.08692350754006,224.90943,1486.8589021,1.2277272727272728,0.1,14,4.403181818181818,66,10,CAN,rectangular,30x10,300,109.96166512370999,15.102897450251335,7.496980999999999,49.56196340333333
PAM1,2791.1232207,385.92593806,195.5468,1278.76892,7.309090909090909,1.9,15.4,23.418181818181818,11,122,POQ,circular,r=9,254.469,109.68421382172288,15.16593133387564,7.684503809894329,50.25244410910563
PAM2,3007.6442532,446.77363656,309.0967,1518.8716399999998,9.605,3.9,12.9,21.97,20,123,POQ,circular,r=9,254.469,118.1929529019252,17.557094835127266,12.146733000876335,59.68788496830654
PAM3,4425.744714300001,704.2530049400001,318.9143,1798.30937,10.086363636363636,1.7,16.1,21.14090909090909,22,124,POQ,circular,r=9,254.469,173.92078069627348,27.675394839449996,12.532540309428654,70.66909407432732
PAM4,2473.8521949,453.35043642000005,252.32170000000002,1060.30639,9.773076923076923,3.5,15.8,15.65,26,125,POQ,circular,r=9,254.469,97.21625010905062,17.81554674321823,9.915616440509453,41.66740899677367
POR1,925.5131775000001,146.9631395,165.56345,601.07047,7.634375,2.9,10.5,15.30625,16,118,TRE,circular,r=9,254.469,36.3703703594544,5.7752865574981636,6.506232586287524,23.620577359128227
POR2,1606.6906569000002,250.58637602000002,118.6082,695.0658,12.2,10.1,13.6,24.914285714285715,7,119,TRE,circular,r=9,254.469,63.138954328425086,9.847422515905672,4.661007824135749,27.31436049184773
POR3,1741.4911434600003,298.128436468,216.57540000000003,834.51368,7.065,1.8,16.6,13.55,24,120,TRE,circular,r=9,254.469,68.43627881824506,11.715707471951397,8.510875587989108,32.79431600705784
POR4,1322.972290611,208.50522248380003,178.71203,734.4205582999999,8.084375,2.05,12.2,16.444375,16,121,TRE,circular,r=9,254.469,51.989526842601656,8.193737645206294,7.022939139934531,28.860904797833918
