Prop.Mean.1,Prop.Mean.2,Prop.sd.1,Prop.sd.2,Prop.2.5%,Prop.97.5%,Sim.Mean,Sim.sd,Sim.Median,Sim.MAD,Sim.2.5%,Sim.97.5%
1.3,1.3,NaN,NaN,NaN,NaN,Inf,NaN,1.3,0,1.3,Inf
1.3000000001863758,1.3000000002149208,1.0318159432882406e-10,1.1079967277725878e-10,1.2999999999976246,1.300000000432217,1.3000000002170737,1.3008992294945342e-10,1.300000000186289,9.933973883491375e-11,1.3000000000628287,1.3000000005511636
1.3000543827980666,1.3000563755976513,1.4740392613211794e-5,1.5007733255340002e-5,1.3000269429800575,1.300085808215245,1.3000564032833632,1.5577910278753467e-5,1.3000543837486687,1.463437444549469e-5,1.3000319421187563,1.3000924799352618
1.303607051100836,1.303663157935246,6.380415885972214e-4,6.429722568953213e-4,1.3024021842599665,1.3049241316105256,1.3036629436013987,6.533761766082146e-4,1.3036064509276688,6.365860965573397e-4,1.3025487313843673,1.305102540662853
1.3293763387823405,1.3296212824602491,0.0038139321969131597,0.0038297298871695887,1.32211055626738,1.3371320086531182,1.3296234509088147,0.003860339845547444,1.3293787269747062,0.003804693426650383,1.322779705438433,1.337883602319407
1.403396274745756,1.4039208131916632,0.01050669389286757,0.010533133568729126,1.3832636168570909,1.4245780095262355,1.4039140111929462,0.010597367946558694,1.4033763781900577,0.010519017465676654,1.3846886141358061,1.42617643790284
1.5392450941587257,1.540044201822719,0.01981526352565508,0.01984802614199201,1.5011189788400656,1.5789694248053723,1.5400340718517644,0.01989606436881502,1.5392348081278056,0.019789188816932833,1.5033473146390777,1.5813110854571777
1.7355966952989679,1.7366071154512988,0.030238185097747356,0.030272827971842605,1.677237152378426,1.7959770785241715,1.7365863254933849,0.030387958526482368,1.7355611054028055,0.03027232345185674,1.6799624971756628,1.7989932238678132
1.982756317998012,1.9838986407049166,0.04054101305797888,0.0405744479197528,1.904325517343647,2.063471764066186,1.9839519470090206,0.040608536856960066,1.982803451090573,0.04043422697848162,1.9076254226059193,2.0667667862958057
2.268441272800912,2.269642807747855,0.04995665112987538,0.04998716795524583,2.171609802097349,2.367675813398361,2.269660623897366,0.05002385832888322,2.268391894881162,0.04999189591800208,2.1752778875616023,2.371264528609707
2.580912133558834,2.582115076725945,0.05810672143640646,0.05813360149224422,2.4681055835561017,2.6961245698957885,2.582100069660022,0.05814412356338217,2.5809325147246476,0.058077229489798404,2.471767960507171,2.699535461811715
2.9102165622143072,2.911378715023312,0.06487125363413788,0.0648943884485651,2.784110213731939,3.0386472163146854,2.9113982798290663,0.06494984451102055,2.910202923804612,0.06495733462609214,2.787666018606113,3.0420659037915234
3.248446179869979,3.249538762034537,0.07028145963009211,0.07030107581527639,3.1116668632143045,3.3874106608547696,3.249598313830007,0.07038967462087967,3.2484794049198946,0.0703178164113576,3.1149065659944104,3.390640739174778
3.589567453338489,3.590572214338108,0.07444713392829909,0.07446361808958822,3.4445368898430417,3.7366075388331743,3.590589882779347,0.07443657981308952,3.589420977188643,0.07437211677034765,3.447771020761663,3.7393041661432873
3.9291125711270434,3.930019100584188,0.0775120227053037,0.07752581820378993,3.7779783012167045,4.082059899951671,3.9300834500570527,0.07758638055065181,3.9291407328897545,0.07754210404747891,3.7809333778154186,4.08483638134405
4.263858656957236,4.264662176338584,0.07962819226976252,0.07963974222911696,4.108475626483592,4.420848726193576,4.264654488502357,0.07968026280142941,4.263825387378114,0.07956046998916122,4.110815490640362,4.4234764855239925
4.591544701133454,4.592244359763438,0.08094230384915035,0.08095202220018163,4.433484214422228,4.751004505104647,4.592088266885679,0.08094285006316773,4.591237692478637,0.08078306641367226,4.43591329085319,4.753245474633579
4.910639360022828,4.911236966235361,0.08158899059929008,0.08159724940910187,4.751211424889429,5.0712625075812925,4.911230413771233,0.08163755989932978,4.910595459856596,0.0815332651989958,4.753439222545616,5.073208442386733
5.220157703388558,5.220656801097564,0.08168830397622005,0.0816954298440333,5.060438711873325,5.380874890321803,5.220619624733196,0.0817567992193332,5.219976809017924,0.08179371297490098,5.062150438561769,5.383039745611279
5.519519762748152,5.519924970527059,0.08134538901643418,0.08135166424126175,5.360381061830693,5.679468879223426,5.520046094770707,0.08142533613901651,5.519396072185028,0.08141024999767657,5.362253721364808,5.681455911524627
5.808442793634947,5.80875933832901,0.08065130189119948,0.08065696792042164,5.650577842650467,5.966940834007554,5.808936910054287,0.0806574863795923,5.808401050142638,0.08063645702735912,5.652593208544449,5.968599536076094
6.08685990021645,6.087093292468182,0.07968434381742127,0.07968960557054366,5.930808952451599,6.243377632484766,6.087124915820098,0.07973030237145678,6.0866190537642275,0.07958041598702571,5.932438079860831,6.244886732093349
6.354858911468386,6.355014723681433,0.0785115610827299,0.07851659138613475,6.201030856183542,6.508998591179323,6.35490268063004,0.0785295713024434,6.354484729077344,0.078522329283847,6.202222017606106,6.510472279824607
6.612636654283901,6.612720371948649,0.07719022323558777,0.07719516697766736,6.461328033673177,6.764112710224121,6.612614572380862,0.07725416347150667,6.612129713492874,0.07726162408982042,6.462468481664964,6.7651240333763685
6.860464862459123,6.860481787658709,0.07576918552913973,0.07577416335931834,6.71187626971024,7.009087305607178,6.860559485018453,0.07581277778053523,6.8600985532654635,0.07581174887090206,6.713396552191989,7.010347667371146
7.098664849463793,7.098620041237889,0.07429009516901178,0.07429520668452255,6.952914999031253,7.244325083444525,7.098586448836025,0.0743022778682767,7.0982142537114985,0.07418893743259905,6.954171989506587,7.245361769451966
7.327588769814095,7.327487010347189,0.07278843053674357,0.07279375696695899,7.184726556415241,7.470247464279137,7.3275366007981795,0.0728487348781586,7.327339819861501,0.07277702640108902,7.18551744433069,7.471166221477495
7.547605829097142,7.547451607813572,0.07129437837720798,0.07129998481012725,7.407620685204989,7.687282530422154,7.547471702806892,0.07138019829734507,7.547120476318295,0.07128350930779093,7.408556846066355,7.688250254220911
7.75909220891225,7.758889718812776,0.06983356192763912,0.06983949914042469,7.621923047286364,7.895856390339189,7.758816424435328,0.06979645799422353,7.758453942996615,0.0697751439106655,7.62296549622782,7.8966249928218115
7.962423779236067,7.96217692143512,0.06842763665578334,0.06843394261875531,7.827966775954638,8.096387066915602,7.9621704933988235,0.06852173797679463,7.9619387943046664,0.0684697189367356,7.828700478325772,8.09722714744021
8.157970900793927,8.157683294386201,0.06709477170874205,0.067101472834160375,8.026086339915846,8.289280248856556,8.157643487881922,0.06705718498933927,8.157451172760522,0.06700674134061986,8.027069026265266,8.289897130400433
8.34609479263309,8.345769787859583,0.06585003548625033,0.06585714769155399,8.216613158351134,8.474926417368032,8.345803908793373,0.06583880482447453,8.345558874960957,0.06577885808005761,8.217532758571965,8.475823908195848
8.52714506959185,8.52678576288026,0.0647057035111053,0.06471323316179237,8.39987253671205,8.653698989048472,8.526827513740326,0.064783784063407,8.526589241772463,0.06480576332715601,8.400696200464683,8.654555975338782
8.701458151592592,8.701067401481417,0.06367150619152599,0.06367945098167511,8.576181591117109,8.825953211845725,8.700898659339165,0.06370043235407116,8.700743970847439,0.06375778456597812,8.576872050752291,8.826409810868569
8.869356319796537,8.868936763063724,0.06275483316211294,0.06276318298063138,8.745847903993077,8.99202562213437,8.86888268033373,0.06279441635975998,8.868601531298662,0.06272097166266513,8.746514571825037,8.99263653157788
9.031147249722196,9.030701317262164,0.06196090955687835,0.06196964737508091,8.909168711199738,9.152233923324589,9.030767439482275,0.06206168502263895,9.030476673608993,0.06204450037754159,8.90994167548374,9.153145410094805
9.18712389297925,9.186653825131101,0.06129295770272871,0.061302060504405904,9.066430466024288,9.306877184237914,9.186628814807754,0.06135500422902539,9.186379383117336,0.06135902017107275,9.066949275606284,9.3073966480377
9.33756461068052,9.337072471823097,0.060752355279434296,0.06076179503926519,9.217908661587794,9.4562362820584,9.337086137974156,0.0607825532516375,9.33688347667994,0.06072448736660873,9.218364222450107,9.456847141541996
9.482733485383086,9.482221177692077,0.06033879803813033,0.06034854273965023,9.36386782275321,9.600574532630944,9.482231242800086,0.06029907299765085,9.482134127860808,0.06026668688838274,9.3645712079289,9.601019161730333
9.622880756454919,9.622350032772683,0.06005047189687783,0.06006048656887741,9.504561603061074,9.740138462484293,9.622338357398126,0.06015078099461877,9.622160612521167,0.0600912553161912,9.505086030701117,9.740691449153168
9.758243337470963,9.757695813277953,0.05988423593364665,0.05989448367529487,9.640232942370139,9.875158684185768,9.757635990204317,0.05999028517869154,9.757449751044724,0.060002358459514016,9.640726047609718,9.875935697207233
9.889045384666376,9.888482549168685,0.059835814814319745,0.05984625777535663,9.7711142571321,10.005850841205271,9.888454239227064,0.05981756249672927,9.888314927381922,0.059877827307084394,9.771760033806535,10.006196441612275
10.015498893407026,10.014922119771436,0.05989999683655682,0.059910597119727085,9.897427647765705,10.132416591777167,10.014886785982998,0.05989765403357731,10.014763509010947,0.05980327133170169,9.89781536893311,10.13289898632269
10.137804305675083,10.137214860453366,0.060070832252283886,0.060081552710145425,10.019385116595938,10.255044604310793,10.13720133663532,0.06008831707338455,10.137052625864921,0.059970072639210524,10.0196517354991,10.255262899680286
10.256151116161938,10.255550167952121,0.06034182592543722,0.06035263083156328,10.137188795596906,10.373911540307336,10.255511184983973,0.060382304538238826,10.255429328048248,0.060371339719297985,10.137489387093222,10.374298463938887
