"","PROVINCIA","ESTADILLO","NUMORDEN","ESPECIE","FRACCAB","ALTUMED"
"1592",18,737,2,"103","15","15"
"1593",18,737,3,"129","2","2"
"1594",18,738,1,"114","10","7"
"1595",18,738,2,"103","5","5"
"1596",18,738,3,"129","2","2"
"1597",18,740,1,"129","20","3"
"1598",18,740,2,"116","10","5"
"1599",18,740,3,"104","2","4"
"1600",18,741,1,"104","5","3"
"1601",18,741,2,"116","5","3"
"1602",18,742,1,"129","5","2"
"1603",18,742,2,"116","5","5"
"1604",18,742,3,"103","2","7"
"1605",18,742,4,"119","1","7"
"1606",18,743,1,"129","5","2"
"1607",18,743,2,"116","1","5"
"1608",18,744,1,"114","30","10"
"1609",18,744,2,"103","30","20"
"1610",18,744,3,"129","10","3"
"1611",18,745,1,"103","20","15"
"1612",18,745,2,"129","15","3"
"1613",18,749,1,"104","1","3"
"1614",18,750,1,"103","25","10"
"1615",18,751,1,"114","15","15"
"1616",18,751,2,"103","10","15"
"1617",18,751,3,"122","5","4"
"1618",18,754,1,"103","35","20"
"1619",18,754,2,"129","5","3"
"1620",18,755,1,"104","15","4"
"1621",18,755,2,"122","10","10"
"1622",18,755,3,"116","5","5"
"1623",18,757,1,"114","15","15"
"1624",18,757,2,"101","2","15"
"1625",18,757,3,"119","2","20"
"1626",18,757,4,"129","2","3"
"1627",18,758,1,"129","20","3"
"1628",18,758,2,"103","5","5"
"1629",18,759,1,"103","10","15"
"1630",18,759,2,"129","10","3"
"1631",18,760,1,"103","30","20"
"1632",18,760,2,"114","15","8"
"1633",18,760,3,"129","5","3"
"1634",18,762,1,"103","25","20"
"1635",18,762,2,"129","10","3"
"1636",18,763,1,"103","25","20"
"1637",18,763,2,"129","10","3"
"1638",18,764,1,"114","15","10"
"1639",18,764,2,"129","10","2"
"1640",18,764,3,"125","5","4"
"1641",18,764,4,"127","5","3"
"1642",18,766,1,"104","2","4"
"1643",18,766,2,"114","2","10"
"1644",18,767,1,"114","15","10"
"1645",18,767,2,"129","10","2"
"1646",18,770,1,"101","10","5"
"1647",18,770,2,"104","10","4"
"1648",18,770,3,"105","4","12"
"1649",18,770,4,"122","2","8"
"1650",18,770,5,"111","2","4"
"1651",18,770,6,"129","2","2"
"1652",18,771,1,"101","4","5"
"1653",18,771,2,"103","2","10"
"1654",18,771,3,"111","2","10"
"1655",18,771,4,"122","2","5"
"1656",18,771,5,"104","2","5"
"1657",18,771,6,"114","2","10"
"1658",18,771,7,"105","2","10"
"1659",18,771,8,"128","1","3"
"1660",18,772,1,"105","5","10"
"1661",18,772,2,"129","4","2"
"1662",18,772,3,"101","3","5"
"1663",18,772,4,"111","3","5"
"1664",18,772,5,"104","2","4"
"1665",18,772,6,"122","2","5"
"1666",18,775,1,"127","2","3"
"1667",18,775,2,"119","1","3"
"1668",18,775,3,"129","1","3"
"1669",18,776,1,"129","4","4"
"1670",18,776,2,"103","1","4"
"1671",18,776,3,"119","1","5"
"1672",18,777,1,"119","2","5"
"1673",18,777,2,"122","2","5"
"1674",18,780,1,"104","10","5"
"1675",18,780,2,"101","5","5"
"1676",18,787,1,"101","10","7"
"1677",18,787,2,"103","10","10"
"1678",18,787,3,"129","2","2"
"1679",18,790,1,"104","2","2"
"1680",18,790,2,"129","1","1"
"1681",18,792,1,"101","5","5"
"1682",18,792,2,"104","5","5"
"1683",18,792,3,"103","3","5"
"1684",18,792,4,"119","3","10"
"1685",18,793,1,"104","3","4"
"1686",18,793,2,"101","3","4"
"1687",18,793,3,"129","2","2"
"1688",18,794,1,"129","3","3"
"1689",18,795,1,"111","30","30"
"1690",18,795,2,"101","5","5"
"1691",18,795,3,"114","4","10"
"1692",18,795,4,"119","4","20"
"1693",18,795,5,"129","2","2"
"1694",18,797,1,"104","4","4"
"1695",18,797,2,"129","2","2"
"1696",18,798,1,"122","1","15"
"1697",18,798,2,"104","1","5"
"1698",18,799,1,"105","5","10"
"1699",18,799,2,"104","4","7"
"1700",18,799,3,"101","4","5"
"1701",18,799,4,"122","2","5"
"1702",18,799,5,"129","2","3"
"1703",18,799,6,"103","2","10"
"1704",18,801,1,"101","5","5"
"1705",18,801,2,"122","4","10"
"1706",18,801,3,"129","2","2"
"1707",18,813,1,"103","2","4"
"1708",18,813,2,"129","2","2"
"1709",18,813,3,"116","1","15"
"1710",18,813,4,"122","1","15"
"1711",18,813,5,"119","1","17"
"1712",18,814,1,"104","7","3"
"1713",18,814,2,"103","2","5"
"1714",18,814,3,"116","1","6"
"1715",18,814,4,"128","1","2"
"1716",18,814,5,"124","1","3"
"1717",18,816,1,"104","8","3"
"1718",18,816,2,"107","8","2"
"1719",18,816,3,"101","3","10"
"1720",18,818,1,"114","7","4"
"1721",18,818,2,"103","5","4"
"1722",18,818,3,"105","3","15"
"1723",18,818,4,"122","1","6"
"1724",18,818,5,"101","1","4"
"1725",18,818,6,"129","1","2"
"1726",18,820,1,"114","12","6"
"1727",18,820,2,"103","10","5"
"1728",18,820,3,"122","7","6"
"1729",18,820,4,"129","7","2"
"1730",18,824,1,"101","5","3"
"1731",18,824,2,"129","2","2"
"1732",18,825,1,"101","25","5"
"1733",18,825,2,"103","20","6"
"1734",18,825,3,"114","5","4"
"1735",18,839,1,"103","5","8"
"1736",18,839,2,"129","2","2"
"1737",18,842,1,"114","50","7"
"1738",18,842,2,"101","10","6"
"1739",18,842,3,"103","3","10"
"1740",18,842,4,"129","2","2"
"1741",18,843,1,"103","1","5"
"1742",18,845,1,"104","70","3"
"1743",18,845,2,"129","15","1"
"1744",18,845,3,"122","5","2"
"1745",18,846,1,"104","60","6"
"1746",18,846,2,"128","20","3"
"1747",18,846,3,"129","15","3"
"1748",18,848,1,"116","30","13"
"1749",18,848,2,"103","15","3"
"1750",18,848,3,"119","15","20"
"1751",18,851,1,"129","15","2"
"1752",18,851,2,"103","5","5"
"1753",18,852,1,"103","15","10"
"1754",18,852,2,"119","5","8"
"1755",18,853,1,"103","60","4"
"1756",18,855,1,"119","3","7"
"1757",18,855,2,"105","2","1"
"1758",18,858,1,"114","40","10"
"1759",18,858,2,"103","30","7"
"1760",18,858,3,"101","15","7"
"1761",18,858,4,"129","10","2"
"1762",18,859,1,"114","25","10"
"1763",18,859,2,"103","15","10"
"1764",18,859,3,"101","15","10"
"1765",18,860,1,"114","25","3"
"1766",18,860,2,"103","10","4"
"1767",18,863,1,"114","15","10"
"1768",18,863,2,"101","10","5"
"1769",18,863,3,"103","10","6"
"1770",18,863,4,"129","10","3"
"1771",18,864,1,"103","20","5"
"1772",18,864,2,"101","15","4"
"1773",18,865,1,"114","10","3"
"1774",18,865,2,"129","5","3"
"1775",18,866,1,"114","40","12"
"1776",18,866,2,"103","20","7"
"1777",18,866,3,"129","10","3"
"1778",18,867,1,"103","5","12"
"1779",18,868,1,"114","10","2"
"1780",18,868,2,"103","5","2"
"1781",18,869,1,"105","10","1"
"1782",18,869,2,"103","2","4"
"1783",18,873,1,"103","50","8"
"1784",18,873,2,"129","25","2"
"1785",18,875,1,"103","40","2"
"1786",18,875,2,"116","15","12"
"1787",18,875,3,"129","10","2"
"1788",18,877,1,"103","20","10"
"1789",18,877,2,"129","10","3"
"1790",18,877,3,"122","10","10"
"1791",18,877,4,"117","5","3"
"1792",18,878,1,"129","10","3"
"1793",18,878,2,"103","10","4"
"1794",18,878,3,"116","5","3"
"1795",18,879,1,"103","10","12"
"1796",18,879,2,"129","5","2"
"1797",18,879,3,"116","5","15"
"1798",18,879,4,"122","5","5"
"1799",18,880,1,"103","40","10"
"1800",18,880,2,"114","40","10"
"1801",18,880,3,"122","10","6"
"1802",18,880,4,"129","10","3"
"1803",18,880,5,"116","5","10"
"1804",18,883,1,"114","10","3"
"1805",18,883,2,"103","5","3"
"1806",18,883,3,"129","3","2"
"1807",18,885,1,"103","15","3"
"1808",18,885,2,"114","15","3"
"1809",18,885,3,"117","10","2"
"1810",18,887,1,"103","5","3"
"1811",18,888,1,"114","15","5"
"1812",18,888,2,"103","10","4"
"1813",18,889,1,"116","15","10"
"1814",18,889,2,"103","10","15"
"1815",18,889,3,"119","5","10"
"1816",18,891,1,"103","25","12"
"1817",18,891,2,"119","5","12"
"1818",18,891,3,"109","3","6"
"1819",18,891,4,"122","2","4"
"1820",18,892,1,"119","2","15"
"1821",18,893,1,"103","15","15"
"1822",18,893,2,"119","15","10"
"1823",18,893,3,"129","5","3"
"1824",18,893,4,"116","5","12"
"1825",18,896,1,"103","25","13"
"1826",18,896,2,"129","15","3"
"1827",18,897,1,"129","25","3"
"1828",18,897,2,"117","25","4"
"1829",18,897,3,"104","5","4"
"1830",18,898,1,"114","10","3"
"1831",18,898,2,"103","10","3"
"1832",18,899,1,"103","10","2"
"1833",18,899,2,"114","10","2"
"1834",18,900,1,"114","10","4"
"1835",18,900,2,"103","10","3"
"1836",18,902,1,"103","15","5"
"1837",18,902,2,"129","5","2"
"1838",18,906,1,"114","20","10"
"1839",18,906,2,"103","20","10"
"1840",18,906,3,"101","15","8"
"1841",18,906,4,"129","10","2"
"1842",18,907,1,"114","20","7"
"1843",18,907,2,"103","20","3"
"1844",18,907,3,"101","5","4"
"1845",18,909,1,"114","10","2"
"1846",18,909,2,"129","10","2"
"1847",18,909,3,"103","5","3"
"1848",18,910,1,"129","15","2"
"1849",18,911,1,"114","20","4"
"1850",18,911,2,"103","20","3"
"1851",18,912,1,"103","15","3"
"1852",18,912,2,"114","5","3"
"1853",18,913,1,"103","10","3"
"1854",18,913,2,"114","5","3"
"1855",18,914,1,"103","20","10"
"1856",18,914,2,"129","10","2"
"1857",18,914,3,"104","5","5"
"1858",18,916,1,"103","60","7"
"1859",18,916,2,"114","30","10"
"1860",18,916,3,"104","20","4"
"1861",18,916,4,"101","15","13"
"1862",18,916,5,"105","5","2"
"1863",18,916,6,"129","5","2"
"1864",18,916,7,"119","5","11"
"1865",18,918,1,"114","30","10"
"1866",18,918,2,"103","30","6"
"1867",18,918,3,"101","5","7"
"1868",18,920,1,"129","60","4"
"1869",18,920,2,"128","2","1"
"1870",18,920,3,"116","2","1"
"1871",18,921,1,"129","30","4"
"1872",18,921,2,"103","10","3"
"1873",18,922,1,"103","40","4"
"1874",18,922,2,"114","30","13"
"1875",18,922,3,"101","15","6"
"1876",18,922,4,"129","15","3"
"1877",18,922,5,"117","2","1"
"1878",18,923,1,"103","10","3"
"1879",18,923,2,"116","2","10"
"1880",18,924,1,"114","10","3"
"1881",18,924,2,"103","10","3"
"1882",18,933,1,"101","30","10"
"1883",18,933,2,"103","15","10"
"1884",18,933,3,"129","10","2"
"1885",18,933,4,"122","5","7"
"1886",18,933,5,"114","5","4"
"1887",18,934,1,"114","30","10"
"1888",18,934,2,"103","15","12"
"1889",18,934,3,"101","15","10"
"1890",18,934,4,"129","10","2"
"1891",18,935,1,"101","25","6"
"1892",18,935,2,"103","15","5"
"1893",18,935,3,"107","10","1"
"1894",18,935,4,"119","10","10"
"1895",18,935,5,"129","10","3"
"1896",18,936,1,"103","25","10"
"1897",18,936,2,"101","20","10"
"1898",18,936,3,"129","10","3"
"1899",18,937,1,"114","50","7"
"1900",18,937,2,"103","25","7"
"1901",18,937,3,"101","15","8"
"1902",18,954,1,"129","15","3"
"1903",18,954,2,"116","2","5"
"1904",18,962,1,"103","3","5"
"1905",18,971,1,"103","40","3"
"1906",18,971,2,"129","10","2"
"1907",18,971,3,"116","10","10"
"1908",18,973,1,"103","25","12"
"1909",18,977,1,"114","2","3"
"1910",18,977,2,"129","1","1"
"1911",18,977,3,"122","1","5"
"1912",18,985,1,"103","20","5"
"1913",18,985,2,"114","10","5"
"1914",18,985,3,"101","5","5"
"1915",18,985,4,"129","5","2"
"1916",18,985,5,"104","1","3"
"1917",18,988,1,"119","5","15"
"1918",18,994,1,"129","5","1"
"1919",18,994,2,"103","3","20"
"1920",18,997,1,"103","40","6"
"1921",18,997,2,"129","15","2"
"1922",18,997,3,"116","15","7"
"1923",18,997,4,"101","15","10"
"1924",18,997,5,"128","5","2"
"1925",18,1001,1,"103","35","12"
"1926",18,1001,2,"129","5","1"
"1927",18,1006,1,"103","60","5"
"1928",18,1006,2,"116","25","10"
"1929",18,1006,3,"129","15","1"
"1930",18,1006,4,"119","5","7"
"1931",18,1015,1,"104","15","4"
"1932",18,1015,2,"103","7","7"
"1933",18,1015,3,"128","3","4"
"1934",18,1016,1,"129","70","1"
"1935",18,1016,2,"116","5","5"
"1936",18,1016,3,"128","3","4"
"1937",18,1018,1,"104","10","3"
"1938",18,1018,2,"116","3","2"
"1939",18,1018,3,"119","1","2"
"1940",18,1019,1,"103","5","13"
"1941",18,1019,2,"125","5","3"
"1942",18,1021,1,"129","30","2"
"1943",18,1021,2,"128","6","4"
"1944",18,1021,3,"119","5","7"
"1945",18,1021,4,"103","5","4"
"1946",18,1022,1,"116","30","11"
"1947",18,1022,2,"129","15","1"
"1948",18,1022,3,"128","5","4"
"1949",18,1029,1,"129","40","2"
"1950",18,1029,2,"119","9","11"
"1951",18,1031,1,"129","40","3"
"1952",18,1031,2,"103","5","5"
"1953",18,1032,1,"129","30","2"
"1954",18,1033,1,"129","15","1"
"1955",18,1035,1,"129","20","1"
"1956",18,1035,2,"117","15","3"
"1957",18,1036,1,"117","40","3"
"1958",18,1036,2,"129","10","1"
"1959",18,1036,3,"101","5","12"
"1960",18,1038,1,"129","40","2"
"1961",18,1038,2,"128","5","4"
"1962",18,1038,3,"119","4","6"
"1963",18,1039,1,"125","2","2"
"1964",18,1042,1,"129","10","1"
"1965",18,1044,1,"129","20","2"
"1966",18,1045,1,"105","25","7"
"1967",18,1045,2,"104","15","5"
"1968",18,1045,3,"129","5","1"
"1969",18,1046,1,"104","10","2"
"1970",18,1046,2,"103","5","10"
"1971",18,1047,1,"104","5","2"
"1972",18,1048,1,"103","5","5"
"1973",18,1049,1,"105","40","9"
"1974",18,1049,2,"129","5","1"
"1975",18,1049,3,"117","2","2"
"1976",18,1050,1,"129","5","1"
"1977",18,1051,1,"103","10","5"
"1978",18,1051,2,"129","5","1"
"1979",18,1053,1,"129","15","2"
"1980",18,1053,2,"104","10","5"
"1981",18,1054,1,"103","20","4"
"1982",18,1054,2,"104","15","4"
"1983",18,1054,3,"129","10","3"
"1984",18,1055,1,"103","10","2"
"1985",18,1055,2,"129","5","4"
"1986",18,1060,1,"103","20","5"
"1987",18,1060,2,"101","10","1"
"1988",18,1060,3,"129","10","1"
"1989",18,1061,1,"103","10","5"
"1990",18,1061,2,"129","5","1"
"1991",18,1062,1,"103","10","5"
"1992",18,1062,2,"129","5","1"
"1993",18,1063,1,"103","20","1"
"1994",18,1063,2,"129","5","1"
"1995",18,1065,1,"129","5","1"
"1996",18,1065,2,"103","5","1"
"1997",18,1065,3,"104","5","1"
"1998",18,1066,1,"129","10","1"
"1999",18,1066,2,"103","10","1"
"2000",18,1068,1,"129","15","1"
"2001",18,1068,2,"104","10","2"
"2002",18,1068,3,"103","10","14"
"2003",18,1068,4,"101","5","1"
"2004",18,1070,1,"129","5","1"
"2005",18,1070,2,"128","5","1"
"2006",18,1071,1,"104","10","3"
"2007",18,1071,2,"129","5","1"
"2008",18,1072,1,"104","20","3"
"2009",18,1073,1,"103","20","15"
"2010",18,1073,2,"129","10","2"
"2011",18,1074,1,"129","2","2"
"2012",18,1075,1,"129","1","2"
"2013",18,1075,2,"101","1","3"
"2014",18,1077,1,"116","15","5"
"2015",18,1077,2,"104","10","3"
"2016",18,1078,1,"116","2","5"
"2017",18,1078,2,"129","2","2"
"2018",18,1078,3,"119","1","3"
"2019",18,1079,1,"103","20","4"
"2020",18,1079,2,"129","10","3"
"2021",18,1079,3,"146","5","10"
"2022",18,1079,4,"122","1","10"
"2023",18,1080,1,"122","15","2"
"2024",18,1080,2,"103","5","15"
"2025",18,1080,3,"129","5","3"
"2026",18,1082,1,"103","10","15"
"2027",18,1082,2,"119","1","10"
"2028",18,1082,3,"129","1","2"
"2029",18,1083,1,"103","5","10"
"2030",18,1083,2,"129","3","2"
"2031",18,1083,3,"101","1","3"
"2032",18,1084,1,"114","20","5"
"2033",18,1084,2,"103","15","10"
"2034",18,1084,3,"129","10","2"
"2035",18,1087,1,"103","5","3"
"2036",18,1087,2,"129","5","2"
"2037",18,1088,1,"129","20","3"
"2038",18,1088,2,"103","5","10"
"2039",18,1089,1,"114","30","10"
"2040",18,1089,2,"103","15","20"
"2041",18,1089,3,"129","10","3"
"2042",18,1090,1,"129","10","2"
"2043",18,1095,1,"129","5","2"
"2044",18,1095,2,"103","1","4"
"2045",18,1096,1,"103","10","10"
"2046",18,1096,2,"129","5","3"
"2047",18,1098,1,"103","10","4"
"2048",18,1098,2,"129","3","2"
"2049",18,1099,1,"103","10","20"
"2050",18,1099,2,"129","5","3"
"2051",18,1099,3,"101","2","4"
"2052",18,1104,1,"129","10","3"
"2053",18,1104,2,"116","5","4"
"2054",18,1105,1,"101","15","10"
"2055",18,1105,2,"129","10","2"
"2056",18,1105,3,"119","5","10"
"2057",18,1105,4,"116","2","3"
"2058",18,1105,5,"122","2","5"
"2059",18,1106,1,"129","15","2"
"2060",18,1107,1,"129","5","2"
"2061",18,1112,1,"101","5","3"
"2062",18,1112,2,"129","2","2"
"2063",18,1113,1,"101","30","8"
"2064",18,1113,2,"129","5","2"
"2065",18,1114,1,"101","10","5"
"2066",18,1114,2,"129","8","2"
"2067",18,1114,3,"119","2","5"
"2068",18,1115,1,"101","60","15"
"2069",18,1115,2,"129","1","2"
"2070",18,1116,1,"129","10","3"
"2071",18,1116,2,"103","2","15"
"2072",18,1116,3,"119","1","2"
"2073",18,1117,1,"129","10","2"
"2074",18,1118,1,"103","20","10"
"2075",18,1118,2,"129","5","2"
"2076",18,1119,1,"103","10","5"
"2077",18,1119,2,"119","5","20"
"2078",18,1119,3,"129","2","3"
"2079",18,1121,1,"101","75","15"
"2080",18,1121,2,"129","10","2"
"2081",18,1122,1,"101","70","10"
"2082",18,1122,2,"129","10","2"
"2083",18,1123,1,"101","60","15"
"2084",18,1124,1,"104","20","3"
"2085",18,1124,2,"129","15","2"
"2086",18,1124,3,"101","5","10"
"2087",18,1125,1,"129","10","3"
"2088",18,1125,2,"101","5","10"
"2089",18,1125,3,"119","1","3"
"2090",18,1126,1,"103","40","8"
"2091",18,1126,2,"129","3","2"
"2092",18,1127,1,"129","5","2"
"2093",18,1127,2,"103","2","5"
"2094",18,1127,3,"119","1","2"
"2095",18,1129,1,"104","10","3"
"2096",18,1129,2,"129","8","2"
"2097",18,1130,1,"129","2","3"
"2098",18,1132,1,"103","10","15"
"2099",18,1132,2,"116","5","10"
"2100",18,1132,3,"119","5","20"
"2101",18,1132,4,"129","5","2"
"2102",18,1134,1,"101","75","12"
"2103",18,1135,1,"101","30","15"
"2104",18,1138,1,"103","5","5"
"2105",18,1138,2,"129","5","3"
"2106",18,1139,1,"119","5","20"
"2107",18,1139,2,"116","5","6"
"2108",18,1139,3,"101","2","5"
"2109",18,1139,4,"104","2","3"
"2110",18,1139,5,"129","1","2"
"2111",18,1140,1,"129","20","2"
"2112",18,1140,2,"104","15","3"
"2113",18,1140,3,"116","1","15"
"2114",18,1141,1,"104","15","7"
"2115",18,1141,2,"101","5","5"
"2116",18,1141,3,"129","4","3"
"2117",18,1141,4,"128","1","1"
"2118",18,1142,1,"103","15","30"
"2119",18,1142,2,"101","3","7"
"2120",18,1143,1,"105","30","15"
"2121",18,1143,2,"101","5","10"
"2122",18,1143,3,"113","3","10"
"2123",18,1143,4,"111","3","10"
"2124",18,1143,5,"122","3","10"
"2125",18,1143,6,"103","2","10"
"2126",18,1144,1,"101","10","5"
"2127",18,1144,2,"105","3","5"
"2128",18,1144,3,"111","2","5"
"2129",18,1144,4,"129","2","2"
"2130",18,1145,1,"101","5","5"
"2131",18,1145,2,"111","4","5"
"2132",18,1145,3,"125","4","5"
"2133",18,1145,4,"122","2","5"
"2134",18,1145,5,"129","1","2"
"2135",18,1146,1,"105","30","15"
"2136",18,1146,2,"111","5","10"
"2137",18,1146,3,"101","5","5"
"2138",18,1146,4,"125","3","5"
"2139",18,1146,5,"113","3","10"
"2140",18,1146,6,"128","2","2"
"2141",18,1146,7,"103","2","10"
"2142",18,1146,8,"129","2","2"
"2143",18,1146,9,"122","2","2"
"2144",18,1148,1,"104","4","5"
"2145",18,1148,2,"101","3","4"
"2146",18,1148,3,"103","3","12"
"2147",18,1148,4,"129","3","2"
"2148",18,1149,1,"104","5","5"
"2149",18,1149,2,"122","3","7"
"2150",18,1149,3,"103","2","10"
"2151",18,1149,4,"129","2","2"
"2152",18,1153,1,"105","5","5"
"2153",18,1153,2,"104","3","5"
"2154",18,1154,1,"104","3","5"
"2155",18,1154,2,"119","1","2"
"2156",18,1155,1,"104","10","5"
"2157",18,1155,2,"119","1","5"
"2158",18,1155,3,"129","1","2"
"2159",18,1156,1,"119","1","7"
"2160",18,1156,2,"129","1","2"
"2161",18,1158,1,"105","20","20"
"2162",18,1158,2,"111","15","20"
"2163",18,1158,3,"114","5","5"
"2164",18,1158,4,"113","3","20"
"2165",18,1158,5,"122","2","5"
"2166",18,1161,1,"105","60","15"
"2167",18,1161,2,"103","2","10"
"2168",18,1161,3,"104","2","4"
"2169",18,1161,4,"114","2","5"
"2170",18,1161,5,"101","2","5"
"2171",18,1161,6,"122","1","7"
"2172",18,1162,1,"103","5","5"
"2173",18,1163,1,"103","5","5"
"2174",18,1163,2,"129","2","2"
"2175",18,1165,1,"129","2","2"
"2176",18,1169,1,"129","3","1"
"2177",18,1171,1,"129","1","1"
"2178",18,1171,2,"101","1","1"
"2179",18,1173,1,"114","5","4"
"2180",18,1173,2,"101","1","2"
"2181",18,1176,1,"129","10","1"
"2182",18,1177,1,"103","10","5"
"2183",18,1177,2,"129","5","1"
"2184",18,1178,1,"125","8","6"
"2185",18,1178,2,"101","2","4"
"2186",18,1178,3,"129","2","2"
"2187",18,1180,1,"129","20","1"
"2188",18,1181,1,"129","10","1"
"2189",18,1181,2,"103","5","2"
"2190",18,1182,1,"129","10","1"
"2191",18,1182,2,"103","5","3"
"2192",18,1184,1,"129","10","1"
"2193",18,1184,2,"119","2","4"
"2194",18,1186,1,"114","20","3"
"2195",18,1186,2,"101","15","2"
"2196",18,1186,3,"103","10","2"
"2197",18,1186,4,"117","5","4"
"2198",18,1187,1,"114","25","12"
"2199",18,1187,2,"103","15","3"
"2200",18,1187,3,"101","5","4"
"2201",18,1187,4,"122","2","5"
"2202",18,1188,1,"119","1","2"
"2203",18,1189,1,"114","25","6"
"2204",18,1189,2,"101","20","5"
"2205",18,1189,3,"103","10","4"
"2206",18,1189,4,"129","5","1"
"2207",18,1191,1,"114","15","6"
"2208",18,1191,2,"103","10","4"
"2209",18,1191,3,"129","5","1"
"2210",18,1192,1,"114","15","6"
"2211",18,1192,2,"103","3","5"
"2212",18,1192,3,"101","2","2"
"2213",18,1192,4,"122","2","10"
"2214",18,1195,1,"107","20","1"
"2215",18,1195,2,"103","5","3"
"2216",18,1195,3,"104","3","1"
"2217",18,1196,1,"114","10","6"
"2218",18,1196,2,"104","2","3"
"2219",18,1197,1,"103","10","7"
"2220",18,1197,2,"114","5","6"
"2221",18,1200,1,"103","5","3"
"2222",18,1200,2,"101","3","2"
"2223",18,1201,1,"103","15","4"
"2224",18,1201,2,"114","3","5"
"2225",18,1201,3,"129","2","1"
"2226",18,1202,1,"107","5","1"
"2227",18,1202,2,"104","2","1"
"2228",18,1202,3,"101","1","4"
"2229",18,1203,1,"114","20","6"
"2230",18,1203,2,"103","10","3"
"2231",18,1203,3,"101","3","3"
"2232",18,1203,4,"105","3","5"
"2233",18,1203,5,"125","1","3"
"2234",18,1204,1,"114","10","4"
"2235",18,1204,2,"101","5","3"
"2236",18,1204,3,"103","2","2"
"2237",18,1205,1,"114","10","3"
"2238",18,1205,2,"103","5","2"
"2239",18,1205,3,"101","3","2"
"2240",18,1206,1,"114","20","4"
"2241",18,1206,2,"103","15","3"
"2242",18,1206,3,"101","5","2"
"2243",18,1208,1,"103","20","4"
"2244",18,1208,2,"101","10","3"
"2245",18,1208,3,"105","5","5"
"2246",18,1211,1,"114","18","6"
"2247",18,1211,2,"101","4","5"
"2248",18,1211,3,"103","1","3"
"2249",18,1211,4,"129","1","2"
"2250",18,1214,1,"114","15","6"
"2251",18,1214,2,"101","4","5"
"2252",18,1214,3,"103","1","4"
"2253",18,1214,4,"129","1","2"
"2254",18,1215,1,"101","12","6"
"2255",18,1215,2,"103","2","5"
"2256",18,1215,3,"104","2","5"
"2257",18,1215,4,"129","1","2"
"2258",18,1216,1,"103","15","4"
"2259",18,1219,1,"104","60","5"
"2260",18,1219,2,"129","5","1"
"2261",18,1220,1,"104","5","1"
"2262",18,1221,1,"101","15","5"
"2263",18,1221,2,"103","5","10"
"2264",18,1222,1,"103","10","9"
"2265",18,1222,2,"118","10","11"
"2266",18,1223,1,"129","15","1"
"2267",18,1224,1,"116","5","10"
"2268",18,1224,2,"104","3","2"
"2269",18,1224,3,"129","2","1"
"2270",18,1225,1,"103","55","5"
"2271",18,1225,2,"114","15","6"
"2272",18,1225,3,"101","5","5"
"2273",18,1226,1,"103","65","11"
"2274",18,1226,2,"129","5","1"
"2275",18,1226,3,"118","1","1"
"2276",18,1228,1,"103","50","4"
"2277",18,1228,2,"129","5","2"
"2278",18,1229,1,"119","5","13"
"2279",18,1229,2,"103","5","4"
"2280",18,1231,1,"119","15","24"
"2281",18,1231,2,"116","10","19"
"2282",18,1232,1,"119","5","5"
"2283",18,1232,2,"103","3","18"
"2284",18,1233,1,"103","20","18"
"2285",18,1233,2,"119","2","12"
"2286",18,1236,1,"104","15","6"
"2287",18,1236,2,"116","5","15"
"2288",18,1237,1,"103","15","14"
"2289",18,1237,2,"116","5","13"
"2290",18,1237,3,"119","5","15"
"2291",18,1238,1,"116","40","21"
"2292",18,1238,2,"104","10","2"
"2293",18,1238,3,"129","2","1"
"2294",18,1239,1,"116","35","6"
"2295",18,1239,2,"104","25","4"
"2296",18,1239,3,"103","25","5"
"2297",18,1239,4,"119","3","8"
"2298",18,1240,1,"103","80","12"
"2299",18,1240,2,"116","10","18"
"2300",18,1240,3,"119","3","21"
"2301",18,1241,1,"103","10","13"
"2302",18,1241,2,"119","5","11"
"2303",18,1242,1,"103","10","12"
"2304",18,1242,2,"119","1","18"
"2305",18,1244,1,"103","25","4"
"2306",18,1244,2,"114","2","7"
"2307",18,1245,1,"103","3","4"
"2308",18,1246,1,"103","25","5"
"2309",18,1246,2,"101","15","6"
"2310",18,1246,3,"114","10","5"
"2311",18,1247,1,"104","10","2"
"2312",18,1247,2,"116","5","5"
"2313",18,1249,1,"114","20","9"
"2314",18,1249,2,"122","15","5"
"2315",18,1249,3,"103","10","4"
"2316",18,1252,1,"119","1","6"
"2317",18,1252,2,"103","1","19"
"2318",18,1253,1,"119","2","5"
"2319",18,1254,1,"116","40","10"
"2320",18,1254,2,"104","25","3"
"2321",18,1254,3,"119","5","1"
"2322",18,1255,1,"114","25","7"
"2323",18,1255,2,"101","20","6"
"2324",18,1255,3,"122","15","5"
"2325",18,1255,4,"103","5","5"
"2326",18,1255,5,"116","3","4"
"2327",18,1255,6,"129","3","2"
"2328",18,1256,1,"129","15","2"
"2329",18,1256,2,"103","5","3"
"2330",18,1256,3,"116","3","5"
"2331",18,1260,1,"104","30","2"
"2332",18,1260,2,"116","10","4"
"2333",18,1263,1,"103","15","11"
"2334",18,1263,2,"119","10","20"
"2335",18,1263,3,"129","5","2"
"2336",18,1263,4,"116","2","7"
"2337",18,1264,1,"103","35","9"
"2338",18,1264,2,"116","20","9"
"2339",18,1264,3,"119","10","16"
"2340",18,1265,1,"119","5","24"
"2341",18,1268,1,"114","20","5"
"2342",18,1268,2,"104","10","4"
