"","PROVINCIA","ESTADILLO","NUMORDEN","ESPECIE","FRACCAB","ALTUMED"
"810",18,995,1,"103","25","3"
"811",18,995,2,"116","10","3"
"812",18,998,1,"103","50","8"
"813",18,998,2,"129","5","2"
"814",18,1000,1,"101","50","13"
"815",18,1000,2,"104","20","10"
"816",18,1456,1,"114","10","5"
"817",18,1456,2,"104","10","5"
"818",18,1456,3,"117","4","5"
"819",18,1456,4,"122","3","7"
"820",18,1456,5,"128","2","2"
"821",18,1457,1,"114","5","5"
"822",18,1457,2,"104","5","5"
"823",18,1457,3,"103","5","15"
"824",18,1457,4,"102","3","5"
"825",18,1457,5,"101","2","5"
"826",18,1457,6,"122","2","6"
"827",18,1461,1,"114","20","7"
"828",18,1461,2,"104","20","7"
"829",18,1461,3,"117","20","7"
"830",18,1461,4,"122","2","7"
"831",18,1461,5,"128","2","2"
"832",18,1464,1,"104","10","4"
"833",18,1464,2,"116","10","10"
"834",18,1464,3,"118","4","20"
"835",18,1466,1,"104","5","5"
"836",18,1466,2,"117","3","5"
"837",18,1466,3,"114","3","7"
"838",18,1467,1,"114","15","7"
"839",18,1467,2,"104","15","7"
"840",18,1467,3,"117","3","5"
"841",18,1467,4,"128","3","4"
"842",18,1467,5,"129","2","2"
"843",18,1470,1,"104","7","5"
"844",18,1470,2,"117","7","5"
"845",18,1470,3,"114","5","5"
"846",18,1470,4,"128","2","2"
"847",18,1474,1,"103","40","25"
"848",18,1474,2,"104","40","25"
"849",18,1475,1,"104","5","3"
"850",18,1475,2,"129","2","2"
"851",18,1475,3,"128","2","2"
"852",18,1475,4,"119","1","6"
"853",18,1477,1,"104","40","20"
"854",18,1477,2,"114","10","15"
"855",18,1477,3,"117","4","5"
"856",18,1477,4,"129","2","3"
"857",18,1477,5,"128","2","3"
"858",18,1482,1,"104","30","7"
"859",18,1482,2,"114","5","7"
"860",18,1484,1,"114","40","6"
"861",18,1484,2,"101","10","4"
"862",18,1484,3,"103","3","5"
"863",18,1484,4,"129","1","2"
"864",18,1486,1,"103","2","3"
"865",18,1486,2,"129","2","2"
"866",18,1486,3,"104","1","5"
"867",18,1486,4,"128","1","2"
"868",18,1486,5,"101","1","3"
"869",18,1,1,"122","10","6"
"870",18,1,2,"128","5","3"
"871",18,1,3,"129","5","3"
"872",18,1,4,"104","5","5"
"873",18,10,1,"103","10","2"
"874",18,10,2,"104","10","5"
"875",18,10,3,"116","5","6"
"876",18,11,1,"104","20","10"
"877",18,11,2,"116","10","8"
"878",18,11,3,"119","5","9"
"879",18,14,1,"103","10","2"
"880",18,14,2,"104","5","4"
"881",18,14,3,"119","2","5"
"882",18,15,1,"116","20","10"
"883",18,15,2,"103","10","3"
"884",18,15,3,"104","5","5"
"885",18,17,1,"104","30","15"
"886",18,17,2,"116","20","8"
"887",18,17,3,"119","10","9"
"888",18,21,1,"104","20","10"
"889",18,21,2,"116","5","7"
"890",18,21,3,"103","5","3"
"891",18,21,4,"122","2","4"
"892",18,24,1,"103","20","3"
"893",18,24,2,"116","10","10"
"894",18,24,3,"104","5","4"
"895",18,25,1,"103","20","3"
"896",18,25,2,"104","20","7"
"897",18,25,3,"116","20","10"
"898",18,25,4,"119","10","10"
"899",18,26,1,"104","30","10"
"900",18,26,2,"116","20","15"
"901",18,26,3,"119","10","10"
"902",18,26,4,"122","5","8"
"903",18,27,1,"104","5","3"
"904",18,27,2,"128","2","2"
"905",18,27,3,"116","2","6"
"906",18,27,4,"122","2","5"
"907",18,33,1,"129","20","3"
"908",18,33,2,"116","10","8"
"909",18,33,3,"104","10","6"
"910",18,33,4,"119","5","10"
"911",18,35,1,"129","20","3"
"912",18,35,2,"101","10","6"
"913",18,35,3,"103","5","7"
"914",18,35,4,"119","5","8"
"915",18,35,5,"104","5","5"
"916",18,46,1,"114","20","10"
"917",18,46,2,"101","10","7"
"918",18,46,3,"103","10","6"
"919",18,46,4,"129","5","2"
"920",18,47,1,"114","20","10"
"921",18,47,2,"101","10","8"
"922",18,47,3,"129","5","2"
"923",18,47,4,"103","5","4"
"924",18,48,1,"114","30","10"
"925",18,48,2,"129","10","3"
"926",18,48,3,"103","10","5"
"927",18,48,4,"101","5","8"
"928",18,49,1,"114","30","9"
"929",18,49,2,"103","10","5"
"930",18,49,3,"129","10","3"
"931",18,49,4,"101","5","4"
"932",18,55,1,"114","30","10"
"933",18,55,2,"103","10","5"
"934",18,55,3,"129","10","3"
"935",18,60,1,"129","20","3"
"936",18,60,2,"126","10","3"
"937",18,60,3,"119","5","7"
"938",18,60,4,"116","5","6"
"939",18,70,1,"114","30","10"
"940",18,70,2,"129","20","3"
"941",18,70,3,"103","10","5"
"942",18,70,4,"116","5","6"
"943",18,71,1,"103","10","3"
"944",18,71,2,"129","10","2"
"945",18,71,3,"104","5","4"
"946",18,71,4,"119","2","7"
"947",18,73,1,"129","10","3"
"948",18,73,2,"103","10","4"
"949",18,73,3,"122","5","7"
"950",18,73,4,"104","5","4"
"951",18,73,5,"116","2","5"
"952",18,75,1,"103","30","6"
"953",18,75,2,"129","10","2"
"954",18,75,3,"104","5","7"
"955",18,75,4,"122","5","6"
"956",18,75,5,"119","5","10"
"957",18,75,6,"116","5","8"
"958",18,77,1,"103","10","4"
"959",18,77,2,"129","10","2"
"960",18,77,3,"116","5","4"
"961",18,78,1,"129","10","3"
"962",18,78,2,"103","10","4"
"963",18,78,3,"122","5","6"
"964",18,78,4,"116","5","4"
"965",18,80,1,"103","10","3"
"966",18,80,2,"129","5","2"
"967",18,82,1,"103","10","4"
"968",18,82,2,"104","10","4"
"969",18,82,3,"116","5","10"
"970",18,82,4,"119","5","10"
"971",18,85,1,"129","5","2"
"972",18,85,2,"104","5","3"
"973",18,85,3,"116","5","10"
"974",18,85,4,"119","1","10"
"975",18,87,1,"114","10","10"
"976",18,87,2,"104","10","10"
"977",18,87,3,"119","5","5"
"978",18,95,1,"114","10","8"
"979",18,95,2,"103","2","2"
"980",18,96,1,"114","50","7"
"981",18,96,2,"101","2","5"
"982",18,96,3,"103","1","5"
"983",18,96,4,"129","1","1"
"984",18,97,1,"104","5","2"
"985",18,97,2,"116","3","8"
"986",18,97,3,"119","1","5"
"987",18,100,1,"103","2","2"
"988",18,100,2,"129","2","1"
"989",18,104,1,"114","10","10"
"990",18,104,2,"103","10","10"
"991",18,104,3,"129","2","3"
"992",18,112,1,"114","20","10"
"993",18,112,2,"103","5","10"
"994",18,114,1,"114","5","10"
"995",18,114,2,"116","2","5"
"996",18,114,3,"103","2","5"
"997",18,114,4,"129","2","1"
"998",18,120,1,"114","30","10"
"999",18,120,2,"129","5","3"
"1000",18,123,1,"114","20","10"
"1001",18,123,2,"103","5","5"
"1002",18,123,3,"129","2","3"
"1003",18,125,1,"114","40","10"
"1004",18,125,2,"103","2","2"
"1005",18,125,3,"129","2","1"
"1006",18,136,1,"114","20","10"
"1007",18,136,2,"103","10","10"
"1008",18,136,3,"129","5","3"
"1009",18,145,1,"114","30","10"
"1010",18,145,2,"129","10","2"
"1011",18,145,3,"103","2","5"
"1012",18,145,4,"104","2","5"
"1013",18,148,1,"116","5","10"
"1014",18,148,2,"129","5","2"
"1015",18,148,3,"122","2","2"
"1016",18,154,1,"103","5","5"
"1017",18,154,2,"114","1","2"
"1018",18,154,3,"129","1","2"
"1019",18,161,1,"103","20","10"
"1020",18,161,2,"114","10","15"
"1021",18,161,3,"119","5","10"
"1022",18,161,4,"116","5","5"
"1023",18,161,5,"129","5","4"
"1024",18,163,1,"103","5","4"
"1025",18,163,2,"129","5","3"
"1026",18,169,1,"114","10","10"
"1027",18,169,2,"103","10","15"
"1028",18,169,3,"119","5","10"
"1029",18,169,4,"116","5","5"
"1030",18,177,1,"129","5","3"
"1031",18,177,2,"116","1","4"
"1032",18,178,1,"103","5","10"
"1033",18,178,2,"119","5","10"
"1034",18,178,3,"116","2","5"
"1035",18,189,1,"103","5","5"
"1036",18,209,1,"114","40","10"
"1037",18,209,2,"129","5","3"
"1038",18,221,1,"114","15","6"
"1039",18,221,2,"103","5","7"
"1040",18,221,3,"129","5","1"
"1041",18,221,4,"116","2","2"
"1042",18,229,1,"114","10","5"
"1043",18,229,2,"103","5","3"
"1044",18,229,3,"129","3","1"
"1045",18,233,1,"129","5","1"
"1046",18,233,2,"103","1","3"
"1047",18,234,1,"103","20","10"
"1048",18,234,2,"116","1","1"
"1049",18,234,3,"129","1","1"
"1050",18,237,1,"103","2","2"
"1051",18,237,2,"116","1","2"
"1052",18,237,3,"129","1","1"
"1053",18,238,1,"103","2","5"
"1054",18,238,2,"104","1","1"
"1055",18,238,3,"129","1","1"
"1056",18,238,4,"119","1","5"
"1057",18,238,5,"116","1","10"
"1058",18,242,1,"116","5","4"
"1059",18,242,2,"122","3","4"
"1060",18,242,3,"129","2","2"
"1061",18,242,4,"103","2","4"
"1062",18,243,1,"103","5","3"
"1063",18,243,2,"129","2","1"
"1064",18,243,3,"105","2","5"
"1065",18,243,4,"101","1","2"
"1066",18,249,1,"114","5","5"
"1067",18,249,2,"101","1","1"
"1068",18,249,3,"103","1","2"
"1069",18,251,1,"114","5","6"
"1070",18,251,2,"103","3","5"
"1071",18,251,3,"129","2","1"
"1072",18,253,1,"114","2","5"
"1073",18,253,2,"103","1","2"
"1074",18,254,1,"114","10","7"
"1075",18,254,2,"101","2","5"
"1076",18,254,3,"103","1","3"
"1077",18,254,4,"129","1","1"
"1078",18,255,1,"129","2","1"
"1079",18,255,2,"104","1","1"
"1080",18,255,3,"103","1","1"
"1081",18,255,4,"122","1","1"
"1082",18,302,1,"114","15","4"
"1083",18,309,1,"114","3","7"
"1084",18,309,2,"122","1","15"
"1085",18,309,3,"119","1","4"
"1086",18,309,4,"103","1","2"
"1087",18,309,5,"129","1","1"
"1088",18,309,6,"105","1","1"
"1089",18,311,1,"114","20","8"
"1090",18,311,2,"103","1","2"
"1091",18,318,1,"105","15","7"
"1092",18,318,2,"114","10","6"
"1093",18,318,3,"122","3","7"
"1094",18,327,1,"114","15","7"
"1095",18,327,2,"122","2","8"
"1096",18,327,3,"129","2","1"
"1097",18,331,1,"114","3","3"
"1098",18,331,2,"103","1","2"
"1099",18,411,1,"117","20","7"
"1100",18,411,2,"114","15","9"
"1101",18,411,3,"101","8","9"
"1102",18,411,4,"111","7","11"
"1103",18,411,5,"103","6","5"
"1104",18,411,6,"105","3","4"
"1105",18,429,1,"103","5","5"
"1106",18,429,2,"129","5","3"
"1107",18,429,3,"101","2","5"
"1108",18,435,1,"114","10","5"
"1109",18,435,2,"101","8","5"
"1110",18,435,3,"104","3","2"
"1111",18,435,4,"129","2","2"
"1112",18,447,1,"104","9","3"
"1113",18,447,2,"117","5","10"
"1114",18,447,3,"129","5","2"
"1115",18,447,4,"125","3","3"
"1116",18,504,1,"103","15","10"
"1117",18,504,2,"114","10","10"
"1118",18,504,3,"129","5","2"
"1119",18,504,4,"101","3","4"
"1120",18,504,5,"105","1","3"
"1121",18,505,1,"103","10","5"
"1122",18,505,2,"129","5","2"
"1123",18,505,3,"125","3","3"
"1124",18,505,4,"105","2","12"
"1125",18,506,1,"114","10","10"
"1126",18,506,2,"129","5","2"
"1127",18,506,3,"104","2","3"
"1128",18,508,1,"114","15","10"
"1129",18,508,2,"101","8","2"
"1130",18,508,3,"129","5","2"
"1131",18,511,1,"103","20","7"
"1132",18,511,2,"129","10","2"
"1133",18,511,3,"114","3","10"
"1134",18,511,4,"101","2","5"
"1135",18,513,1,"129","5","2"
"1136",18,513,2,"104","2","4"
"1137",18,513,3,"101","2","10"
"1138",18,513,4,"105","1","10"
"1139",18,514,1,"101","15","10"
"1140",18,514,2,"114","8","5"
"1141",18,514,3,"104","8","7"
"1142",18,514,4,"129","8","2"
"1143",18,517,1,"104","15","5"
"1144",18,517,2,"129","3","1"
"1145",18,518,1,"104","5","5"
"1146",18,518,2,"129","2","2"
"1147",18,519,1,"103","20","6"
"1148",18,519,2,"129","15","2"
"1149",18,519,3,"119","10","18"
"1150",18,519,4,"105","10","7"
"1151",18,522,1,"104","40","3"
"1152",18,522,2,"103","35","3"
"1153",18,522,3,"129","15","1"
"1154",18,524,1,"114","40","9"
"1155",18,524,2,"103","15","6"
"1156",18,524,3,"129","5","2"
"1157",18,525,1,"103","25","3"
"1158",18,525,2,"119","25","14"
"1159",18,525,3,"129","15","2"
"1160",18,526,1,"104","30","7"
"1161",18,526,2,"103","25","5"
"1162",18,526,3,"129","10","2"
"1163",18,526,4,"105","10","8"
"1164",18,529,1,"114","55","10"
"1165",18,529,2,"103","20","7"
"1166",18,529,3,"105","15","3"
"1167",18,529,4,"129","5","2"
"1168",18,530,1,"105","50","4"
"1169",18,530,2,"129","10","2"
"1170",18,534,1,"103","30","3"
"1171",18,534,2,"129","10","2"
"1172",18,535,1,"129","20","2"
"1173",18,535,2,"105","15","6"
"1174",18,535,3,"103","5","4"
"1175",18,536,1,"114","40","11"
"1176",18,536,2,"104","30","7"
"1177",18,536,3,"103","25","6"
"1178",18,536,4,"129","5","2"
"1179",18,538,1,"129","40","2"
"1180",18,538,2,"103","20","10"
"1181",18,538,3,"104","10","8"
"1182",18,539,1,"129","40","2"
"1183",18,539,2,"122","10","15"
"1184",18,539,3,"105","10","10"
"1185",18,540,1,"122","15","10"
"1186",18,540,2,"105","10","7"
"1187",18,540,3,"129","5","2"
"1188",18,541,1,"129","40","2"
"1189",18,541,2,"103","5","8"
"1190",18,542,1,"129","20","2"
"1191",18,543,1,"114","20","12"
"1192",18,543,2,"129","10","2"
"1193",18,546,1,"129","20","2"
"1194",18,546,2,"122","5","6"
"1195",18,547,1,"103","15","4"
"1196",18,547,2,"122","10","1"
"1197",18,547,3,"129","10","2"
"1198",18,547,4,"114","5","4"
"1199",18,548,1,"129","20","2"
"1200",18,548,2,"105","15","4"
"1201",18,548,3,"103","5","3"
"1202",18,549,1,"129","30","2"
"1203",18,550,1,"105","20","11"
"1204",18,550,2,"129","10","2"
"1205",18,550,3,"122","10","2"
"1206",18,553,1,"104","30","4"
"1207",18,553,2,"103","15","4"
"1208",18,553,3,"129","5","2"
"1209",18,553,4,"128","5","3"
"1210",18,553,5,"113","5","7"
"1211",18,553,6,"122","5","4"
"1212",18,554,1,"114","50","10"
"1213",18,554,2,"101","40","10"
"1214",18,554,3,"129","20","2"
"1215",18,554,4,"103","5","2"
"1216",18,556,1,"105","30","14"
"1217",18,556,2,"103","20","8"
"1218",18,556,3,"129","10","2"
"1219",18,557,1,"104","40","4"
"1220",18,557,2,"101","20","6"
"1221",18,557,3,"103","10","7"
"1222",18,557,4,"129","10","2"
"1223",18,557,5,"128","5","2"
"1224",18,558,1,"129","80","2"
"1225",18,558,2,"103","5","4"
"1226",18,559,1,"105","30","7"
"1227",18,559,2,"129","15","2"
"1228",18,559,3,"103","15","4"
"1229",18,560,1,"103","40","5"
"1230",18,560,2,"129","15","3"
"1231",18,560,3,"119","10","6"
"1232",18,564,1,"129","40","2"
"1233",18,564,2,"103","10","7"
"1234",18,564,3,"122","5","15"
"1235",18,565,1,"129","70","2"
"1236",18,565,2,"103","15","6"
"1237",18,567,1,"129","20","2"
"1238",18,568,1,"129","15","2"
"1239",18,568,2,"124","10","5"
"1240",18,569,1,"104","20","11"
"1241",18,569,2,"103","10","7"
"1242",18,570,1,"105","30","16"
"1243",18,570,2,"103","20","8"
"1244",18,570,3,"114","15","12"
"1245",18,570,4,"122","10","10"
"1246",18,570,5,"129","10","2"
"1247",18,570,6,"101","5","7"
"1248",18,570,7,"104","5","6"
"1249",18,572,1,"114","60","8"
"1250",18,572,2,"103","15","4"
"1251",18,572,3,"129","10","2"
"1252",18,573,1,"114","15","6"
"1253",18,573,2,"105","10","3"
"1254",18,573,3,"129","10","2"
"1255",18,573,4,"103","5","4"
"1256",18,575,1,"114","30","7"
"1257",18,575,2,"101","15","7"
"1258",18,575,3,"103","5","4"
"1259",18,575,4,"111","5","4"
"1260",18,577,1,"114","20","11"
"1261",18,577,2,"103","10","6"
"1262",18,577,3,"129","10","2"
"1263",18,577,4,"128","5","3"
"1264",18,580,1,"103","8","30"
"1265",18,580,2,"114","10","25"
"1266",18,580,3,"129","2","10"
"1267",18,580,4,"104","4","5"
"1268",18,584,1,"114","70","7"
"1269",18,584,2,"101","25","6"
"1270",18,584,3,"105","20","8"
"1271",18,584,4,"103","10","3"
"1272",18,584,5,"129","5","2"
"1273",18,585,1,"114","70","10"
"1274",18,585,2,"103","20","3"
"1275",18,585,3,"105","10","2"
"1276",18,585,4,"129","5","2"
"1277",18,586,1,"129","20","2"
"1278",18,587,1,"103","30","18"
"1279",18,587,2,"129","25","2"
"1280",18,588,1,"114","80","11"
"1281",18,588,2,"103","15","7"
"1282",18,588,3,"101","10","5"
"1283",18,588,4,"129","10","2"
"1284",18,589,1,"114","8","40"
"1285",18,590,1,"104","30","10"
"1286",18,590,2,"114","25","12"
"1287",18,590,3,"129","15","2"
"1288",18,590,4,"103","5","4"
"1289",18,591,1,"114","40","5"
"1290",18,591,2,"129","20","2"
"1291",18,591,3,"101","5","2"
"1292",18,591,4,"103","5","7"
"1293",18,592,1,"122","20","7"
"1294",18,592,2,"129","15","2"
"1295",18,594,1,"114","70","10"
"1296",18,594,2,"103","20","9"
"1297",18,594,3,"101","15","12"
"1298",18,595,1,"114","80","12"
"1299",18,595,2,"103","30","12"
"1300",18,596,1,"114","70","6"
"1301",18,596,2,"103","20","4"
"1302",18,596,3,"104","15","3"
"1303",18,596,4,"129","5","2"
"1304",18,597,1,"114","50","9"
"1305",18,597,2,"103","30","7"
"1306",18,598,1,"114","40","12"
"1307",18,598,2,"103","20","8"
"1308",18,598,3,"105","10","13"
"1309",18,598,4,"101","10","10"
"1310",18,599,1,"114","20","7"
"1311",18,599,2,"103","15","5"
"1312",18,599,3,"101","10","6"
"1313",18,600,1,"114","30","10"
"1314",18,600,2,"129","25","2"
"1315",18,600,3,"103","10","3"
"1316",18,603,1,"103","60","16"
"1317",18,603,2,"114","20","15"
"1318",18,604,1,"114","70","12"
"1319",18,604,2,"101","10","10"
"1320",18,604,3,"129","10","2"
"1321",18,605,1,"114","60","11"
"1322",18,605,2,"103","20","8"
"1323",18,605,3,"129","15","3"
"1324",18,605,4,"122","10","11"
"1325",18,605,5,"101","5","5"
"1326",18,606,1,"114","60","10"
"1327",18,606,2,"101","20","7"
"1328",18,606,3,"129","10","2"
"1329",18,606,4,"104","10","4"
"1330",18,607,1,"114","40","7"
"1331",18,607,2,"101","20","7"
"1332",18,607,3,"104","10","2"
"1333",18,607,4,"103","10","4"
"1334",18,607,5,"129","5","1"
"1335",18,609,1,"129","40","1"
"1336",18,609,2,"104","20","3"
"1337",18,610,1,"105","30","12"
"1338",18,610,2,"129","15","2"
"1339",18,610,3,"122","5","3"
"1340",18,610,4,"103","5","18"
"1341",18,610,5,"114","5","11"
"1342",18,610,6,"101","5","10"
"1343",18,612,1,"114","40","4"
"1344",18,612,2,"104","20","3"
"1345",18,612,3,"103","15","3"
"1346",18,612,4,"101","10","3"
"1347",18,612,5,"129","5","2"
"1348",18,613,1,"114","60","7"
"1349",18,613,2,"103","25","3"
"1350",18,613,3,"101","15","5"
"1351",18,613,4,"129","5","2"
"1352",18,613,5,"105","5","1"
"1353",18,614,1,"114","60","6"
"1354",18,614,2,"103","30","6"
"1355",18,614,3,"129","5","2"
"1356",18,615,1,"114","40","11"
"1357",18,615,2,"101","20","7"
"1358",18,615,3,"104","10","3"
"1359",18,615,4,"129","10","1"
"1360",18,616,1,"103","60","10"
"1361",18,616,2,"114","30","11"
"1362",18,616,3,"101","25","12"
"1363",18,616,4,"105","10","7"
"1364",18,616,5,"129","5","2"
"1365",18,617,1,"103","30","5"
"1366",18,617,2,"114","20","4"
"1367",18,617,3,"129","5","2"
"1368",18,617,4,"128","5","2"
"1369",18,618,1,"114","70","12"
"1370",18,618,2,"103","20","9"
"1371",18,618,3,"129","15","2"
"1372",18,618,4,"104","15","7"
"1373",18,618,5,"101","10","11"
"1374",18,619,1,"114","70","11"
"1375",18,619,2,"103","40","8"
"1376",18,619,3,"129","20","2"
"1377",18,619,4,"101","10","7"
"1378",18,620,1,"114","40","12"
"1379",18,620,2,"103","15","5"
"1380",18,621,1,"114","80","15"
"1381",18,621,2,"103","70","13"
"1382",18,622,1,"103","30","9"
"1383",18,622,2,"114","15","10"
"1384",18,622,3,"116","5","12"
"1385",18,622,4,"129","5","2"
"1386",18,623,1,"119","20","12"
"1387",18,625,1,"114","30","8"
"1388",18,625,2,"103","20","4"
"1389",18,625,3,"129","10","2"
"1390",18,632,1,"114","20","6"
"1391",18,632,2,"105","15","8"
"1392",18,632,3,"117","3","4"
"1393",18,632,4,"125","2","3"
"1394",18,635,1,"114","40","7"
"1395",18,635,2,"105","15","14"
"1396",18,635,3,"117","15","6"
"1397",18,635,4,"101","10","7"
"1398",18,635,5,"103","5","6"
"1399",18,635,6,"125","5","5"
"1400",18,640,1,"114","30","7"
"1401",18,640,2,"117","7","5"
"1402",18,640,3,"125","3","2"
"1403",18,641,1,"114","40","7"
"1404",18,641,2,"105","15","9"
"1405",18,641,3,"103","3","5"
"1406",18,641,4,"101","1","1"
"1407",18,642,1,"129","20","1"
"1408",18,642,2,"103","10","4"
"1409",18,643,1,"114","45","8"
"1410",18,643,2,"105","20","9"
"1411",18,643,3,"117","10","6"
"1412",18,644,1,"114","15","7"
"1413",18,644,2,"104","8","6"
"1414",18,644,3,"123","7","11"
"1415",18,644,4,"129","5","1"
"1416",18,644,5,"122","2","6"
"1417",18,646,1,"114","15","6"
"1418",18,646,2,"129","10","3"
"1419",18,649,1,"117","15","7"
"1420",18,649,2,"129","10","2"
"1421",18,649,3,"101","5","9"
"1422",18,650,1,"114","30","8"
"1423",18,650,2,"101","10","8"
"1424",18,651,1,"114","30","7"
"1425",18,651,2,"101","8","1"
"1426",18,651,3,"104","5","6"
"1427",18,653,1,"114","20","8"
"1428",18,653,2,"116","5","8"
"1429",18,653,3,"129","5","1"
"1430",18,653,4,"117","2","10"
"1431",18,653,5,"104","1","10"
"1432",18,654,1,"114","30","8"
"1433",18,654,2,"129","10","1"
"1434",18,654,3,"117","5","9"
"1435",18,654,4,"104","1","5"
"1436",18,655,1,"114","15","7"
"1437",18,655,2,"129","5","1"
"1438",18,655,3,"104","3","9"
"1439",18,655,4,"107","3","1"
"1440",18,655,5,"116","1","1"
"1441",18,656,1,"104","25","4"
"1442",18,656,2,"116","15","13"
"1443",18,657,1,"114","20","5"
"1444",18,657,2,"129","10","2"
"1445",18,657,3,"116","2","5"
"1446",18,659,1,"116","25","8"
"1447",18,659,2,"129","10","3"
"1448",18,659,3,"104","10","3"
"1449",18,659,4,"103","8","5"
"1450",18,659,5,"119","1","5"
"1451",18,660,1,"116","20","10"
"1452",18,660,2,"129","10","2"
"1453",18,660,3,"104","5","3"
"1454",18,660,4,"119","2","3"
"1455",18,661,1,"104","50","3"
"1456",18,661,2,"116","20","7"
"1457",18,661,3,"129","5","1"
"1458",18,662,1,"129","40","3"
"1459",18,662,2,"116","5","7"
"1460",18,662,3,"104","3","2"
"1461",18,663,1,"116","30","12"
"1462",18,663,2,"103","20","8"
"1463",18,663,3,"119","10","14"
"1464",18,664,1,"104","25","2"
"1465",18,664,2,"129","20","1"
"1466",18,664,3,"116","15","14"
"1467",18,664,4,"119","5","17"
"1468",18,667,1,"103","20","5"
"1469",18,667,2,"116","10","14"
"1470",18,667,3,"119","3","5"
"1471",18,670,1,"116","15","5"
"1472",18,670,2,"119","5","13"
"1473",18,672,1,"116","20","9"
"1474",18,672,2,"119","5","9"
"1475",18,673,1,"116","25","9"
"1476",18,673,2,"104","15","2"
"1477",18,674,1,"116","10","7"
"1478",18,674,2,"104","3","4"
"1479",18,679,1,"103","15","6"
"1480",18,679,2,"104","10","4"
"1481",18,679,3,"119","4","3"
"1482",18,679,4,"116","3","4"
"1483",18,680,1,"129","10","3"
"1484",18,680,2,"119","3","4"
"1485",18,682,1,"129","10","2"
"1486",18,682,2,"104","4","3"
"1487",18,683,1,"114","20","10"
"1488",18,683,2,"129","10","2"
"1489",18,683,3,"105","8","4"
"1490",18,683,4,"117","2","2"
"1491",18,685,1,"117","15","7"
"1492",18,685,2,"129","15","2"
"1493",18,685,3,"114","10","5"
"1494",18,685,4,"104","5","2"
"1495",18,685,5,"101","4","7"
"1496",18,686,1,"114","40","6"
"1497",18,689,1,"114","10","10"
"1498",18,689,2,"129","5","2"
"1499",18,691,1,"114","35","7"
"1500",18,691,2,"117","10","6"
"1501",18,692,1,"114","40","5"
"1502",18,692,2,"101","6","5"
"1503",18,692,3,"117","4","6"
"1504",18,693,1,"114","40","6"
"1505",18,693,2,"129","5","2"
"1506",18,693,3,"101","2","6"
"1507",18,695,1,"105","10","10"
"1508",18,695,2,"129","10","2"
"1509",18,695,3,"114","5","5"
"1510",18,695,4,"104","3","5"
"1511",18,696,1,"114","40","3"
"1512",18,696,2,"101","10","5"
"1513",18,696,3,"117","5","7"
"1514",18,696,4,"104","4","5"
"1515",18,697,1,"114","40","6"
"1516",18,697,2,"101","30","7"
"1517",18,697,3,"129","5","3"
"1518",18,698,1,"117","40","7"
"1519",18,698,2,"101","15","5"
"1520",18,698,3,"114","5","6"
"1521",18,698,4,"103","4","3"
"1522",18,698,5,"129","3","3"
"1523",18,699,1,"114","30","5"
"1524",18,701,1,"114","30","7"
"1525",18,701,2,"101","25","7"
"1526",18,702,1,"101","55","6"
"1527",18,702,2,"114","25","6"
"1528",18,702,3,"104","5","11"
"1529",18,703,1,"101","40","7"
"1530",18,703,2,"114","10","7"
"1531",18,703,3,"117","5","5"
"1532",18,704,1,"114","40","6"
"1533",18,704,2,"103","10","8"
"1534",18,707,1,"116","30","11"
"1535",18,707,2,"129","15","2"
"1536",18,707,3,"122","5","10"
"1537",18,707,4,"114","5","8"
"1538",18,707,5,"103","5","6"
"1539",18,708,1,"103","35","19"
"1540",18,708,2,"114","18","10"
"1541",18,708,3,"129","7","1"
"1542",18,708,4,"101","5","7"
"1543",18,709,1,"114","5","7"
"1544",18,709,2,"101","5","7"
"1545",18,709,3,"107","5","1"
"1546",18,710,1,"114","40","6"
"1547",18,710,2,"129","10","2"
"1548",18,710,3,"103","5","8"
"1549",18,711,1,"114","20","10"
"1550",18,711,2,"129","5","3"
"1551",18,711,3,"104","1","2"
"1552",18,713,1,"103","15","5"
"1553",18,713,2,"129","5","2"
"1554",18,713,3,"119","2","10"
"1555",18,714,1,"104","20","3"
"1556",18,714,2,"129","5","3"
"1557",18,714,3,"116","1","3"
"1558",18,715,1,"129","10","2"
"1559",18,715,2,"114","5","5"
"1560",18,715,3,"116","1","8"
"1561",18,716,1,"129","20","3"
"1562",18,716,2,"116","4","10"
"1563",18,718,1,"109","25","3"
"1564",18,718,2,"122","10","10"
"1565",18,718,3,"116","2","5"
"1566",18,718,4,"119","2","5"
"1567",18,718,5,"129","1","2"
"1568",18,719,1,"101","50","15"
"1569",18,719,2,"104","5","3"
"1570",18,719,3,"116","1","3"
"1571",18,719,4,"129","1","2"
"1572",18,722,1,"129","10","2"
"1573",18,722,2,"104","5","3"
"1574",18,725,1,"103","20","20"
"1575",18,725,2,"129","15","3"
"1576",18,729,1,"114","30","10"
"1577",18,729,2,"103","10","5"
"1578",18,729,3,"129","5","2"
"1579",18,730,1,"129","10","2"
"1580",18,730,2,"103","5","3"
"1581",18,730,3,"114","5","5"
"1582",18,731,1,"122","10","6"
"1583",18,731,2,"119","10","12"
"1584",18,731,3,"116","5","5"
"1585",18,731,4,"129","5","1"
"1586",18,734,1,"119","5","5"
"1587",18,734,2,"129","3","3"
"1588",18,734,3,"116","2","10"
"1589",18,734,4,"103","2","15"
"1590",18,735,1,"129","20","3"
"1591",18,737,1,"114","30","5"
