"","PROVINCIA","ESTADILLO","TIPO","ST","ESPECIE","PAE","FORMA","DN","DS","CRE","HT","VCC","VSC","IAVC","VLE"
"819",18,209,4,4,24,0,3,168.5,134.5,14,6,51.365298,35.40411,2.101787,0
"820",18,221,1,6,25,0,2,137,124,8,6,49.283014,38.956285,1.581465,0
"821",18,221,2,6,25,0,2,159,132,10,6,65.11761,46.666648,2.241433,0
"822",18,221,3,7,25,0,3,154.5,114.5,12,5.5,50.458163,31.285334,2.116283,0
"823",18,221,4,7,25,0,3,147.5,112.5,8,5.5,47.021798,30.288717,1.406762,0
"824",18,229,1,3,24,0,2,280,228,12,8.5,226.364654,168.962537,4.927509,0
"825",18,229,4,3,24,0,2,241,183,16,7,144.397331,97.467424,4.78245,0
"826",18,229,2,3,24,0,2,211,155,11,7.5,117.331131,72.522038,3.084987,0
"827",18,229,3,3,24,0,2,262.5,226.5,17,6.5,152.205789,120.929297,4.923596,0
"828",18,233,1,4,24,0,3,141,128,30,6,42.251764,33.851783,3.989531,0
"829",18,233,2,12,45,0,4,150.5,140.5,0,3.5,26.965954,23.501492,0,0
"830",18,233,3,12,45,0,4,174,160,0,4.5,33.134642,28.017137,0,0
"831",18,233,4,4,24,0,3,132,108,28,4.5,33.299458,23.669385,3.136381,0
"832",18,234,1,6,25,0,2,237,195,10,8,176.991554,126.674287,4.164227,0
"833",18,234,2,6,25,0,2,229,196,9,8,153.376482,115.065294,3.369944,0
"834",18,234,3,6,25,0,5,161,134,6,6.5,56.617394,40.698679,1.181744,0
"835",18,234,4,3,24,0,2,136,109,28,7.5,52.382259,36.29037,4.813477,0
"836",18,237,1,6,25,0,2,230,178,12,12,230.272257,152.551057,6.63937,0
"837",18,237,2,6,25,0,2,238,187,11,11.5,247.468017,167.177993,6.354702,0
"838",18,237,3,6,25,0,2,142,108,12,7,52.902392,33.950692,2.399078,0
"839",18,237,4,6,25,0,2,189.5,156.5,15,8.5,118.258526,84.217526,5.047951,0
"840",18,238,1,3,24,0,2,423.5,344.5,13,16,780.921009,587.305049,12.288243,0
"841",18,238,2,3,24,0,2,474,411,18,16.5,923.862922,752.189767,17.885669,0
"842",18,238,3,3,24,0,2,399.5,310.5,23,19.5,749.35979,530.87957,21.668383,0
"843",18,238,4,6,25,0,2,289,248,10,12,384.129044,294.711942,7.462135,0
"844",18,242,1,3,24,0,2,166,127,17,8,72.746656,47.473987,3.614135,0
"845",18,242,2,3,24,0,2,197.5,149.5,18,7.5,106.275455,68.387322,4.740363,0
"846",18,242,3,3,24,0,2,147.5,113.5,26,7.5,59.149357,38.893729,4.768179,0
"847",18,242,4,3,24,0,2,207.5,164.5,20,9.5,138.137659,94.390587,6.48964,0
"848",18,243,1,6,25,0,2,193,168,13,8,127.457533,96.531018,4.679692,0
"849",18,243,2,6,25,0,2,244,227,12,9.5,209.256059,171.998158,5.702596,0
"850",18,243,3,6,25,0,2,304.5,263.5,9,10.5,373.321399,289.24224,6.222701,0
"851",18,243,4,6,25,0,2,315,270,10,10.5,401.311579,307.47721,7.170729,0
"852",18,249,1,4,24,0,3,150.5,117.5,12,7,49.568058,33.213042,1.951485,0
"853",18,249,2,3,24,0,2,255,202,9,7,150.861521,107.716753,2.719978,0
"854",18,249,3,3,24,0,2,249,195,24,7,157.418772,110.723622,7.395457,0
"855",18,249,4,5,24,0,5,358.5,277.5,15,8,260.475581,183.527166,5.539872,0
"856",18,251,1,3,24,0,2,484,395,16,15,824.471358,622.655433,13.946614,0
"857",18,251,2,3,24,0,2,415,332,20,10,571.761195,420.81624,13.938962,0
"858",18,251,3,3,24,0,2,156,112,22,7,75.30618,45.106877,4.996968,0
"859",18,251,4,3,24,0,2,211.5,176.5,21,10,155.663306,113.337226,7.51633,0
"860",18,253,1,5,24,0,5,249,188,11,7,126.892393,84.992976,2.844391,0
"861",18,253,2,3,24,0,2,309.5,240.5,26,10,336.171645,236.062677,13.898071,0
"862",18,253,3,3,24,0,2,315,225,15,9,328.62395,205.50973,7.919603,0
"863",18,253,4,6,25,0,2,197.5,134.5,3,5.5,89.893254,49.569519,0.779955,0
"864",18,254,1,5,24,0,5,190,146,8,6.5,75.23889,49.383424,1.609987,0
"865",18,254,2,5,24,0,5,279.5,225.5,6,7.5,161.258109,118.948349,1.786902,0
"866",18,254,3,3,24,0,2,216,174,8,9.5,166.317271,115.961095,3.142573,0
"867",18,254,4,3,24,0,2,247,168,9,8.5,176.258852,101.912942,3.277974,0
"868",18,255,1,5,24,0,5,546.5,454.5,15,7.5,543.781048,420.6171,7.669758,0
"869",18,255,2,3,24,0,2,267.5,199.5,11,9,223.360245,147.119831,4.67135,0
"870",18,255,3,5,24,0,5,337.5,262.5,13,8,233.47682,165.563569,4.582874,0
"871",18,255,4,3,24,0,2,333,234,22,9,318.417913,196.114959,10.497175,0
"872",18,302,1,5,24,0,5,289,228,15,5.5,149.581302,107.165269,3.916306,0
"873",18,302,2,4,24,0,3,195,136,14,5.5,67.576727,38.871423,2.410306,0
"874",18,302,3,5,24,0,5,289.5,250.5,12,6,155.875786,125.426788,3.285266,0
"875",18,302,4,5,24,0,5,154,123,11,4.5,43.767603,30.190286,1.553563,0
"876",18,309,1,3,24,0,2,437.5,368.5,31,13,755.096602,593.402187,26.600001,0
"877",18,309,2,3,24,0,2,284.5,233.5,12,12,302.191817,227.836675,6.477401,0
"878",18,309,4,3,24,0,2,417.5,324.5,16,12,548.937888,388.90789,10.721993,0
"879",18,309,3,3,24,0,2,230.5,185.5,24,12,209.915771,152.97888,10.58896,0
"880",18,311,1,3,24,0,2,267,222,31,9,251.302491,190.85161,14.003024,0
"881",18,311,2,3,24,0,2,217,166,8,6.5,114.470567,74.692051,2.153238,0
"882",18,311,3,5,24,0,5,193,141,11,5.5,71.94821,44.139372,2.060498,0
"883",18,311,4,4,24,0,3,143,113,16,5.5,44.528087,30.301334,2.399031,0
"884",18,318,1,3,24,0,2,167.5,131.5,15,8.5,91.693692,61.879367,4.0237,0
"885",18,318,2,3,24,0,2,282.5,199.5,11,11.5,279.04366,171.69897,5.535195,0
"886",18,318,3,3,24,0,2,249,197,13,10,221.993265,158.246638,5.845052,0
"887",18,318,4,3,24,0,2,263.5,210.5,11,11,239.774684,173.086055,5.088355,0
"888",18,327,1,3,24,0,2,216,187,15,8,130.430208,99.15232,4.507998,0
"889",18,327,2,3,24,0,2,228.5,186.5,14,8.5,166.98828,123.902871,5.124167,0
"890",18,327,3,4,24,0,3,127,101,12,4.5,28.626398,19.639093,1.320334,0
"891",18,327,4,5,24,0,5,187.5,150.5,13,6,70.924917,49.228816,2.447632,0
"892",18,331,1,3,24,0,2,187.5,154.5,5,8,96.903343,69.479567,1.328677,0
"893",18,331,2,5,24,0,5,218,168,7,6.5,96.532107,63.598812,1.587241,0
"894",18,331,3,4,24,0,3,192,143,9,5,64.449376,40.584846,1.529782,0
"895",18,331,4,3,24,0,2,203.5,156.5,9,8,114.535897,75.255667,2.570182,0
"896",18,411,1,4,24,0,3,160,139,16,5.5,56.488202,43.112769,2.745538,0
"897",18,411,2,4,24,0,3,167.5,140.5,10,5.5,59.621886,43.677765,1.784876,0
"898",18,411,3,5,24,0,5,235,193,9,6,106.800664,79.868598,2.084711,0
"899",18,411,4,3,24,0,2,241,186,16,7.5,154.804843,106.798664,5.127148,0
"900",18,429,1,4,24,0,3,155,129,10,7,46.923446,34.053382,1.512418,0
"901",18,429,2,4,24,0,3,130.5,117.5,18,7.5,39.653907,31.491761,2.579881,0
"902",18,429,3,3,24,0,2,199.5,162.5,11,9,117.452428,83.027425,3.258705,0
"903",18,429,4,3,24,0,2,137.5,118.5,16,8,60.915242,46.066224,3.401177,0
"904",18,435,1,3,24,0,2,251.5,193.5,16,6.5,136.530986,93.800651,4.342363,0
"905",18,435,2,3,24,0,2,296,241,10,6.5,267.535326,199.662826,4.622424,0
"906",18,435,3,5,24,0,5,224,162,13,3.5,77.334126,46.790544,2.253396,0
"907",18,435,4,5,24,0,5,154.5,132.5,12,4,41.813333,31.441859,1.606126,0
"908",18,447,1,4,24,0,3,251,178,11,5.5,124.679204,76.549814,2.773253,0
"909",18,447,2,3,24,0,2,226,153,19,7.5,150.34842,86.341381,6.220182,0
"910",18,447,3,4,24,0,3,155,126,15,5,47.48485,33.483941,2.239131,0
"911",18,447,4,3,24,0,2,225,166,21,7,140.035082,90.875163,6.38564,0
"912",18,504,1,5,24,0,5,277,236,36,7,153.933356,121.571525,9.496495,0
"913",18,504,2,3,24,0,2,210.5,176.5,14,8,151.714777,111.091491,5.033299,0
"914",18,504,3,3,24,0,2,184.5,148.5,12,7,113.946427,79.363097,3.701044,0
"915",18,504,4,5,24,0,5,162.5,138.5,20,7.5,60.333094,45.041362,3.544159,0
"916",18,505,1,3,24,0,2,259,214,19,7.5,184.371873,138.92855,6.711295,0
"917",18,505,2,3,24,0,2,287,238,29,10,300.260926,229.349665,14.734297,0
"918",18,505,3,3,24,0,2,178,142,17,8,80.757525,55.621943,3.761897,0
"919",18,505,4,8,26,0,2,290,237,17,7.5,239.293747,171.448646,6.640742,0
"920",18,506,1,5,24,0,5,135,117,12,3,28.867379,21.971711,1.258023,0
"921",18,506,2,5,24,0,5,154,115,22,3.5,39.208401,24.777521,2.631617,0
"922",18,506,3,5,24,0,5,210.5,185.5,12,3,64.584708,50.092946,1.849999,0
"923",18,506,4,5,24,0,5,232.5,198.5,14,3,77.337447,60.669816,2.334217,0
"924",18,508,1,5,24,0,5,151.5,120.5,24,4,40.353132,27.688783,2.966104,0
"925",18,508,2,5,24,0,5,342,304,20,7,225.573426,189.122741,6.620873,0
"926",18,508,4,5,24,0,5,141.5,103.5,14,3.5,33.630463,20.665744,1.61858,0
"927",18,508,3,5,24,0,5,327,276,16,7,207.958931,163.847927,5.144462,0
"928",18,511,1,3,24,0,2,292,223,26,7.5,258.251811,177.176452,11.272396,0
"929",18,511,2,11,45,0,5,319.5,294.5,0,3.5,131.711394,111.905703,0,0
"930",18,511,3,11,45,0,5,173,155,0,5.5,53.380944,42.850653,0,0
"931",18,511,4,11,45,0,5,132,114,0,3,21.262354,15.858905,0,0
"932",18,513,1,3,24,0,2,206,166,12,7,109.614593,76.458373,3.205393,0
"933",18,513,2,5,24,0,5,258,205,16,7.5,139.477713,99.984366,4.329642,0
"934",18,513,3,4,24,0,3,154.5,130.5,20,6.5,49.678485,36.695711,3.053903,0
"935",18,513,4,5,24,0,5,258,203,16,6,126.498779,89.526781,3.926752,0
"936",18,514,1,3,24,0,2,237.5,196.5,16,9,158.812496,119.870683,5.333383,0
"937",18,514,2,4,24,0,3,154.5,116.5,12,6,45.751481,29.290107,1.757397,0
"938",18,514,3,5,24,0,5,157,138,19,6.5,53.240821,41.176173,3.080258,0
"939",18,514,4,5,24,0,5,281.5,232.5,12,6,148.155089,112.594504,3.208414,0
"940",18,517,1,12,45,0,4,250,226,0,10,71.638261,58.543933,0,0
"941",18,517,2,12,45,0,4,233,218,0,8,112.01365,98.055531,0,0
"942",18,517,3,12,45,0,4,454.5,431.5,0,9.5,390.472836,351.952984,0,0
"943",18,517,4,12,45,0,4,345,319,0,7.5,128.384926,109.763314,0,0
"944",18,518,1,12,45,0,4,150,136,0,5.5,26.758769,21.996897,0,0
"945",18,518,2,12,45,0,4,156.5,141.5,0,5.5,36.389805,29.748421,0,0
"946",18,518,3,11,45,0,5,197,182,0,6,72.76294,62.104141,0,0
"947",18,518,4,12,45,0,4,298,271,0,6,93.544713,77.361575,0,0
"948",18,522,3,11,45,0,5,88,72,0,4.5,12.543632,8.396977,0,0
"949",18,522,1,11,45,0,5,153,143,0,5,39.491418,34.497843,0,0
"950",18,522,2,11,45,0,5,149,133,0,5.5,39.894183,31.786325,0,0
"951",18,522,4,11,45,0,5,102,92,0,4.5,16.728323,13.609047,0,0
"952",18,524,1,12,45,0,4,199.5,173.5,0,5,42.884573,32.435026,0,0
"953",18,524,2,11,45,0,5,147.5,130.5,0,5,36.770444,28.782987,0,0
"954",18,524,3,12,45,0,4,150,124,0,5.5,29.825348,20.38198,0,0
"955",18,525,1,12,45,0,4,227,195,0,6,54.627479,40.311473,0,0
"956",18,526,1,11,45,0,5,127,113,0,5,27.4645,21.743084,0,0
"957",18,526,2,11,45,0,5,126,112,0,5,27.044378,21.368397,0,0
"958",18,526,3,11,45,0,5,129,116,0,4,24.499721,19.810603,0,0
"959",18,526,4,11,45,0,5,160,144,0,4,37.285946,30.201616,0,0
"960",18,534,1,11,45,0,5,193.5,174.5,0,5,62.428418,50.770478,0,0
"961",18,534,2,11,45,0,5,135,119,0,5.5,32.911464,25.572524,0,0
"962",18,534,3,11,45,0,5,128.5,113.5,0,5.5,29.892171,23.320772,0,0
"963",18,534,4,12,45,0,4,242.5,214.5,0,7,83.67727,65.469438,0,0
"964",18,535,1,11,45,0,5,126,114,0,5.5,28.768612,23.549816,0,0
"965",18,535,2,11,45,0,5,129,110,0,6,31.867723,23.171651,0,0
"966",18,535,3,12,45,0,4,199.5,180.5,0,6,71.066289,58.174445,0,0
"967",18,535,4,12,45,0,4,165.5,148.5,0,6,42.097798,33.89349,0,0
"968",18,536,1,11,45,0,5,137,113,0,4,27.549664,18.742696,0,0
"969",18,536,2,11,45,0,5,79,68,0,3,7.813849,5.789335,0,0
"970",18,536,3,11,45,0,5,128,111,0,4,24.13074,18.146658,0,0
"971",18,538,1,11,45,0,5,138.5,124.5,0,4.5,30.3745,24.544167,0,0
"972",18,538,2,12,45,0,4,175.5,153.5,0,4.5,44.254715,33.854941,0,0
"973",18,541,1,11,45,0,5,75.5,65.5,0,3,7.153008,5.383657,0,0
"974",18,541,2,11,45,0,5,86,76,0,4,11.111768,8.677876,0,0
"975",18,542,1,11,45,0,5,126,111,0,5,27.044378,20.988522,0,0
"976",18,542,2,11,45,0,5,126.5,111.5,0,5,27.254045,21.173841,0,0
"977",18,542,3,11,45,0,5,86.5,71.5,0,4,11.238093,7.678431,0,0
"978",18,547,1,11,45,0,5,157,138,0,4.5,38.787019,29.967138,0,0
"979",18,547,2,12,45,0,4,207,190,0,4.5,46.232854,38.950875,0,0
"980",18,547,3,11,45,0,5,80.5,71.5,0,3,8.105768,6.394616,0,0
"981",18,547,4,11,45,0,5,124,109,0,3.5,20.800676,16.072635,0,0
"982",18,550,1,11,45,0,5,133.5,119.5,0,3,21.736051,17.416221,0,0
"983",18,554,1,3,24,0,2,158.5,108.5,11,9,75.7749,42.448312,2.617408,0
"984",18,554,2,5,24,0,5,224.5,171.5,8,7.5,108.39409,70.598676,1.972658,0
"985",18,554,3,4,24,0,3,195,148,7,7,79.222823,51.158767,1.452112,0
"986",18,554,4,4,24,0,3,181.5,133.5,10,7.5,71.733334,44.415236,1.988802,0
"987",18,556,1,11,45,0,5,83,77,0,4,10.368441,8.923572,0,0
"988",18,556,2,11,45,0,5,76.5,70.5,0,3.5,8.11045,6.888114,0,0
"989",18,556,3,11,45,0,5,96.5,87.5,0,4,13.910395,11.436706,0,0
"990",18,556,4,11,45,0,5,81.5,73.5,0,4,10.006185,8.138193,0,0
"991",18,559,1,11,45,0,5,79,69,0,4.5,10.163772,7.75352,0,0
"992",18,559,2,11,45,0,5,97.5,80.5,0,5,16.402628,11.181394,0,0
"993",18,559,4,11,45,0,5,76,67,0,4.5,9.424723,7.32472,0,0
"994",18,559,3,11,45,0,5,131,121,0,4.5,27.249661,23.248196,0,0
"995",18,564,1,3,24,0,2,268.5,233.5,36,8,157.882398,126.610495,10.015622,0
"996",18,564,4,3,24,0,2,217,182,20,8.5,111.744886,81.850775,5.036442,0
"997",18,564,2,3,24,0,2,211.5,175.5,41,8.5,119.370336,86.31916,10.431293,0
"998",18,564,3,4,24,0,3,126,106,29,7,33.150988,24.370804,3.337249,0
"999",18,565,1,3,24,0,2,184.5,144.5,27,9.5,107.14907,72.087449,7.346576,0
"1000",18,565,2,3,24,0,2,271,224,24,11,256.84147,193.627961,11.154539,0
"1001",18,565,3,3,24,0,2,238.5,204.5,26,11,217.576931,171.57079,11.447152,0
"1002",18,565,4,3,24,0,2,157,133,25,10.5,80.264855,59.494043,5.92637,0
"1003",18,569,1,3,24,0,2,233.5,207.5,10,11.5,186.534491,153.397365,4.057682,0
"1004",18,569,2,5,24,0,5,128.5,103.5,18,6,35.75376,24.924349,2.358294,0
"1005",18,569,3,3,24,0,2,315,254,20,13,381.984803,281.560487,12.126082,0
"1006",18,569,4,3,24,0,2,217,171,37,12,186.721684,126.614317,14.628337,0
"1007",18,570,1,11,45,0,5,154.5,129.5,0,4.5,37.591757,26.410413,0,0
"1008",18,570,2,11,45,0,5,142,129,0,4,29.544284,24.382386,0,0
"1009",18,570,3,12,45,0,4,165,148,0,4,34.111101,27.444244,0,0
"1010",18,570,4,11,45,0,5,150,125,0,4,32.876771,22.831091,0,0
"1011",18,573,1,12,45,0,4,184.5,158.5,0,4.5,58.175276,42.934286,0,0
"1012",18,573,2,5,24,0,5,326.5,266.5,24,5,178.982738,135.19577,6.52751,0
"1013",18,577,1,11,45,0,5,254.5,231.5,0,7,132.496763,109.630573,0,0
"1014",18,577,4,5,24,0,5,155,124,23,4,42.05896,29.071153,2.919248,0
"1015",18,577,2,5,24,0,5,265,214,21,5,122.603771,89.744476,4.799103,0
"1016",18,577,3,5,24,0,5,265.5,222.5,19,4,111.575643,85.567046,3.967507,0
"1017",18,586,1,11,45,0,5,104,92,0,4,16.096306,12.596074,0,0
"1018",18,586,2,11,45,0,5,79,68,0,4,9.416381,6.976662,0,0
"1019",18,589,1,12,45,0,4,209.5,175.5,0,6,67.212096,47.166497,0,0
"1020",18,589,2,11,45,0,5,205.5,174.5,0,6,79.010382,56.970676,0,0
"1021",18,589,3,11,45,0,5,209.5,185.5,0,6.5,86.407639,67.744168,0,0
"1022",18,590,1,11,45,0,5,131,118,0,4.5,27.249661,22.109684,0,0
"1023",18,590,2,11,45,0,5,130,116,0,5.5,30.576367,24.345301,0,0
"1024",18,590,3,11,45,0,5,178,157,0,4.5,49.545143,38.54432,0,0
"1025",18,591,1,11,45,0,5,77.5,64.5,0,3.5,8.318471,5.761818,0,0
"1026",18,594,1,3,24,0,2,132.5,107.5,13,7,48.784357,34.317302,2.329799,0
"1027",18,594,2,4,24,0,3,138.5,103.5,16,6,41.549935,26.28266,2.3047,0
"1028",18,594,3,4,24,0,3,132,100,14,6,36.482541,23.501428,1.871744,0
"1029",18,594,4,3,24,0,2,155.5,133.5,19,7,68.815238,51.810269,4.016012,0
"1030",18,595,1,3,24,0,2,163.5,137.5,16,7.5,76.603914,56.291826,3.649638,0
"1031",18,595,2,3,24,0,2,146,115,14,7.5,58.2513,39.477438,2.723612,0
"1032",18,595,3,4,24,0,3,157,120,15,7.5,55.589208,36.231721,2.590388,0
"1033",18,595,4,4,24,0,3,129.5,104.5,12,7.5,40.117819,28.031762,1.817214,0
"1034",18,596,1,5,24,0,5,370.5,304.5,37,7.5,268.794195,204.823672,13.048152,0
"1035",18,597,1,4,24,0,3,170,131,8,6,59.573742,39.245729,1.419399,0
"1036",18,597,3,4,24,0,3,138.5,113.5,14,5,37.651079,26.81529,1.848236,0
"1037",18,597,4,5,24,0,5,139.5,116.5,17,5,38.311383,27.918714,2.230492,0
"1038",18,597,2,4,24,0,3,185,148,7,5.5,73.850639,51.045562,1.424719,0
"1039",18,598,1,4,24,0,3,218.5,185.5,13,6,82.648093,61.417054,2.466096,0
"1040",18,598,2,4,24,0,3,129.5,97.5,8,5,30.336797,19.382219,0.938246,0
"1041",18,598,3,4,24,0,3,126,99,7,6,30.812328,20.815389,0.861086,0
"1042",18,598,4,4,24,0,3,137,112,20,5.5,35.65251,25.316665,2.43923,0
"1043",18,599,1,5,24,0,5,504.5,405.5,23,6,426.627516,315.923175,9.85847,0
"1044",18,603,1,4,24,0,3,85,75,30,4.5,11.641372,9.042026,1.615255,0
"1045",18,603,2,4,24,0,3,75.5,70.5,20,4,9.435423,7.78467,1.061504,0
"1046",18,603,3,4,24,0,3,124,105,34,4.5,30.397351,22.519887,3.511619,0
"1047",18,604,1,3,24,0,2,245,207,29,10,193.982953,150.259752,11.000041,0
"1048",18,604,2,3,24,0,2,239.5,201.5,22,10.5,185.716293,143.114253,8.344441,0
"1049",18,604,3,5,24,0,5,426,342,13,5,289.892801,214.339979,4.535477,0
"1050",18,604,4,4,24,0,3,128,103,24,5.5,28.43761,19.80078,2.416179,0
"1051",18,605,1,5,24,0,5,293,234,9,8,180.686909,131.536955,2.845036,0
"1052",18,605,2,3,24,0,2,300.5,245.5,23,8.5,285.767731,214.199238,10.826501,0
