"","PROVINCIA","ESTADILLO","TIPO","ST","ESPECIE","PAE","FORMA","DN","DS","CRE","HT","VCC","VSC","IAVC","VLE"
"1809",18,1132,3,7,25,0,3,137,114,26,5,36.815972,26.457775,3.396783,0
"1810",18,1132,4,7,25,0,3,150.5,125.5,38,6,48.155697,34.695187,5.560244,0
"1811",18,1134,1,6,25,0,5,511.5,450.5,9,6.5,515.715331,411.748687,5.172126,0
"1812",18,1134,2,1,21,0,2,180.5,149.5,17,6,70.39245,53.685784,3.42107,0
"1813",18,1134,3,6,25,0,2,247,214,38,5.5,113.728154,86.530581,8.802687,0
"1814",18,1134,4,6,25,0,2,507.5,411.5,15,9,872.243191,630.328728,14.53897,0
"1815",18,1135,4,7,25,0,3,81.5,66.5,2,4,9.332946,6.549493,0.12974,0
"1816",18,1135,1,6,25,0,2,148,118,24,6,50.710943,34.579734,4.104783,0
"1817",18,1135,2,7,25,0,3,132.5,107.5,30,6,38.572465,26.879858,4.097597,0
"1818",18,1135,3,7,25,0,3,126.5,99.5,20,4.5,28.502124,19.104985,2.258019,0
"1819",18,1138,1,1,21,0,2,201.5,173.5,24,10.5,149.114293,119.281364,8.964636,0
"1820",18,1138,2,1,21,0,2,195,170,20,8.5,121.816438,98.898379,6.399618,0
"1821",18,1138,3,1,21,0,2,131,120,14,10,65.87096,56.597976,3.592102,0
"1822",18,1138,4,1,21,0,2,170,148,20,8,83.280114,67.501256,4.951812,0
"1823",18,1139,1,6,25,0,2,175,144,26,6.5,77.112394,54.673768,5.792733,0
"1824",18,1139,2,7,25,0,3,128.5,105.5,18,5.5,36.341498,25.696392,2.594589,0
"1825",18,1139,3,2,21,0,3,156.5,144.5,36,6.5,55.525402,48.126231,5.825064,0
"1826",18,1139,4,7,25,0,3,143,123,24,5.5,44.377014,33.155643,3.6977,0
"1827",18,1140,1,7,25,0,3,125,106,30,5.5,31.687481,23.287899,3.520911,0
"1828",18,1140,3,2,21,0,3,92,79,36,4,11.658152,9.295145,1.777784,0
"1829",18,1140,4,7,25,0,3,92,75,28,5,14.654195,10.272397,1.936229,0
"1830",18,1140,2,2,21,0,3,129.5,114.5,44,6,37.248467,30.744957,5.192863,0
"1831",18,1141,1,12,45,0,4,284,261,0,6.5,132.423986,111.843562,0,0
"1832",18,1141,2,12,45,0,4,273.5,255.5,0,6.5,89.169741,77.818822,0,0
"1833",18,1143,1,11,45,0,5,136,113,0,4.5,29.314531,20.23774,0,0
"1834",18,1144,1,12,45,0,4,291,266,0,7,127.003109,106.118633,0,0
"1835",18,1144,2,12,45,0,4,227,201,0,5.5,78.795555,61.779177,0,0
"1836",18,1144,3,12,45,0,4,161,137,0,5,30.192218,21.861724,0,0
"1837",18,1144,4,12,45,0,4,289.5,257.5,0,6.5,87.550032,69.264968,0,0
"1838",18,1145,1,11,45,0,5,117.5,99.5,0,3,16.945954,12.151684,0,0
"1839",18,1145,2,11,45,0,5,76.5,65.5,0,3,7.338917,5.380117,0,0
"1840",18,1145,3,11,45,0,5,76.5,60.5,0,3,7.338917,4.590076,0,0
"1841",18,1145,4,11,45,0,5,126,105,0,4,23.400965,16.25067,0,0
"1842",18,1148,1,11,45,0,5,143,128,0,6,38.958872,31.214346,0,0
"1843",18,1148,2,11,45,0,5,125.5,108.5,0,5,26.835501,20.057728,0,0
"1844",18,1148,4,12,45,0,4,169,157,0,5.5,42.096439,36.33049,0,0
"1845",18,1148,3,12,45,0,4,167,144,0,4.5,40.023877,29.758511,0,0
"1846",18,1151,1,12,45,0,4,299.5,267.5,0,6.5,147.902938,117.986066,0,0
"1847",18,1151,2,12,45,0,4,314.5,302.5,0,6,107.99046,99.906754,0,0
"1848",18,1151,3,12,45,0,4,249,226,0,6,105.934631,87.268225,0,0
"1849",18,1151,4,11,45,0,5,139,128,0,3.5,25.988668,22.038111,0,0
"1850",18,1152,1,12,45,0,4,195.5,171.5,0,4.5,59.123696,45.498418,0,0
"1851",18,1152,2,12,45,0,4,252.5,219.5,0,5.5,126.321212,95.46025,0,0
"1852",18,1153,1,11,45,0,5,117,98,0,3.5,18.572381,13.030108,0,0
"1853",18,1154,1,12,45,0,4,230.5,209.5,0,7.5,118.121657,97.578857,0,0
"1854",18,1154,2,10,43,0,4,237.5,214.5,33,9,98.726984,80.531027,5.634987,0
"1855",18,1154,3,12,45,0,4,238,217,0,8.5,73.251363,60.894948,0,0
"1856",18,1154,4,12,45,0,4,366.5,330.5,0,8,209.121212,170.05643,0,0
"1857",18,1155,1,11,45,0,5,125.5,106.5,0,5,26.835501,19.325088,0,0
"1858",18,1155,4,12,45,0,4,183.5,169.5,0,5,36.250621,30.930199,0,0
"1859",18,1155,2,12,45,0,4,202.5,182.5,0,5.5,66.6234,54.113108,0,0
"1860",18,1155,3,12,45,0,4,160.5,137.5,0,5.5,28.452744,20.882355,0,0
"1861",18,1156,1,12,45,0,4,170.5,144.5,0,6,44.954417,32.28935,0,0
"1862",18,1156,4,11,45,0,5,136.5,112.5,0,6,35.580313,24.168489,0,0
"1863",18,1156,2,10,43,0,4,155,127,8,5,37.74794,25.341791,0.843811,0
"1864",18,1156,3,10,43,0,5,140.5,109.5,8,5.5,34.624413,21.030907,0.851176,0
"1865",18,1158,1,3,24,0,2,129.5,100.5,15,8,53.008411,35.243753,2.947372,0
"1866",18,1158,2,3,24,0,2,156.5,121.5,25,9,78.10641,51.956374,5.78305,0
"1867",18,1158,3,4,24,0,3,135.5,118.5,25,5,36.228925,27.859858,3.036391,0
"1868",18,1158,4,3,24,0,2,190.5,159.5,26,10,128.88019,94.208331,8.306499,0
"1869",18,1161,1,3,24,0,2,276,222,31,8,233.412001,171.496911,12.619625,0
"1870",18,1161,2,3,24,0,2,331.5,250.5,38,8,257.093852,175.335348,14.160265,0
"1871",18,1161,3,3,24,0,2,300,244,22,8,257.830694,192.161866,9.382153,0
"1872",18,1161,4,3,24,0,2,263,198,30,8,194.406958,129.706537,10.659807,0
"1873",18,1171,1,11,45,0,5,109.5,94.5,0,4,17.797899,13.255744,0,0
"1874",18,1173,1,3,24,0,2,198.5,169.5,9,11.5,136.101928,101.828779,3.128403,0
"1875",18,1173,2,3,24,0,2,229.5,185.5,11,14,229.821049,168.421353,5.573403,0
"1876",18,1173,3,3,24,0,2,196.5,164.5,16,15,178.576784,130.512914,7.170217,0
"1877",18,1173,4,3,24,0,2,277,226,11,13.5,320.711285,239.984132,6.484243,0
"1878",18,1177,1,4,24,0,3,126.5,113.5,20,6,32.189971,25.467231,2.362002,0
"1879",18,1177,4,9,26,0,3,181,145,14,5,65.807224,45.565025,2.377912,0
"1880",18,1177,2,9,26,0,3,155.5,118.5,28,6,53.387678,34.660615,4.16595,0
"1881",18,1177,3,8,26,0,2,243.5,203.5,23,7,153.795178,110.024274,6.703969,0
"1882",18,1180,1,3,24,0,2,300,275,22,10.5,276.948896,238.143996,10.077842,0
"1883",18,1180,2,3,24,0,2,243.5,196.5,20,9.5,204.387931,149.475264,8.273648,0
"1884",18,1180,3,3,24,0,2,312.5,243.5,29,10.5,355.919282,250.845783,16.143989,0
"1885",18,1180,4,3,24,0,2,345.5,292.5,38,10,419.767026,331.968808,22.264451,0
"1886",18,1181,1,4,24,0,3,131,110,14,6.5,36.608909,26.852851,1.891363,0
"1887",18,1181,2,3,24,0,2,246,205,18,8,158.459319,120.678509,5.754083,0
"1888",18,1181,3,4,24,0,3,164.5,134.5,20,6.5,56.291806,39.979198,3.270429,0
"1889",18,1181,4,4,24,0,3,156.5,140.5,16,6.5,46.014847,36.428223,2.282512,0
"1890",18,1182,1,4,24,0,3,127.5,110.5,14,4.5,30.724099,23.384908,1.627148,0
"1891",18,1182,2,4,24,0,3,176,150,20,7,68.735348,51.311558,3.755929,0
"1892",18,1182,3,4,24,0,3,137.5,113.5,22,5,35.13988,25.249449,2.605405,0
"1893",18,1182,4,9,26,0,3,135,91,20,4.5,33.581141,18.400572,2.207833,0
"1894",18,1184,1,8,26,0,2,258,209,14,8.5,209.250733,144.170825,5.391904,0
"1895",18,1184,2,8,26,0,2,304,248,15,8,275.495995,196.952223,6.47741,0
"1896",18,1184,3,8,26,0,2,232.5,176.5,16,8,149.775115,95.020069,4.844411,0
"1897",18,1184,4,8,26,0,2,302,246,18,7.5,240.782825,171.816223,6.789295,0
"1898",18,1187,1,8,26,0,2,432.5,343.5,11,11.5,818.048534,575.756749,10.080797,0
"1899",18,1187,2,8,26,0,2,339,257,10,7.5,337.347158,221.394781,4.80797,0
"1900",18,1187,3,8,26,0,2,504.5,389.5,11,12.5,1154.528058,789.986129,12.227477,0
"1901",18,1187,4,8,26,0,2,362,252,13,8,429.765473,250.722966,7.423575,0
"1902",18,1188,1,8,26,0,2,170,154,22,6.5,77.183134,61.6989,4.494205,0
"1903",18,1188,2,8,26,0,2,128,105,18,7,47.120669,33.600669,2.957043,0
"1904",18,1188,3,3,24,0,2,166,149,28,9,96.454731,76.343578,7.486483,0
"1905",18,1188,4,3,24,0,2,252.5,216.5,28,7,154.831844,122.090168,8.274003,0
"1906",18,1189,1,4,24,0,3,130,103,12,4.5,31.151177,21.270038,1.406016,0
"1907",18,1189,2,4,24,0,3,132,94,14,4.5,32.656173,19.340643,1.675432,0
"1908",18,1189,3,4,24,0,3,144,112,12,5,38.863569,25.913311,1.594663,0
"1909",18,1189,4,4,24,0,3,128.5,97.5,10,3.5,29.117316,18.795543,1.120494,0
"1910",18,1196,1,4,24,0,3,144,119,18,4,35.641384,25.645067,2.123165,0
"1911",18,1196,4,4,24,0,3,79.5,63.5,14,4,10.331945,7.127292,0.832194,0
"1912",18,1196,2,4,24,0,3,129.5,105.5,14,4.5,29.624587,20.946,1.546748,0
"1913",18,1196,3,4,24,0,3,129,104,24,4.5,28.745693,20.062397,2.426311,0
"1914",18,1197,1,9,26,0,3,95,68,2,2.5,13.267081,7.913662,0.13574,0
"1915",18,1197,2,4,24,0,3,197,157,9,6,79.400982,54.618467,1.838504,0
"1916",18,1197,3,5,24,0,5,149,128,14,4,39.154104,29.500185,1.796544,0
"1917",18,1200,1,4,24,0,3,168,137,14,5.5,57.422798,40.650164,2.356192,0
"1918",18,1200,2,4,24,0,3,194.5,161.5,16,6,80.749613,58.438269,3.273474,0
"1919",18,1200,3,4,24,0,3,193,165,18,6,76.588152,57.381468,3.490045,0
"1920",18,1200,4,4,24,0,3,153,124,20,6,50.911061,35.766027,3.157169,0
"1921",18,1201,1,6,25,0,2,229,193,18,6.5,136.771136,100.763399,5.800312,0
"1922",18,1201,2,6,25,0,2,190.5,162.5,19,8,102.21133,75.636063,5.394584,0
"1923",18,1201,3,6,25,0,2,279,228,19,8,235.735851,170.464302,8.744758,0
"1924",18,1201,4,6,25,0,2,223.5,188.5,14,8.5,172.566872,126.016134,5.917414,0
"1925",18,1203,1,11,45,0,5,191.5,164.5,0,4.5,57.136179,42.16047,0,0
"1926",18,1203,2,12,45,0,4,209.5,185.5,0,5,80.655103,63.234141,0,0
"1927",18,1203,3,11,45,0,5,163,148,0,5,44.680731,36.835663,0,0
"1928",18,1203,4,12,45,0,4,199,178,0,5,48.772957,39.022307,0,0
"1929",18,1204,1,4,24,0,3,161.5,129.5,14,5.5,48.513377,33.630407,2.065351,0
"1930",18,1204,3,3,24,0,2,207.5,160.5,13,7.5,104.17207,68.963445,3.265216,0
"1931",18,1204,4,4,24,0,3,169,130,10,7.5,63.27503,41.58814,1.878188,0
"1932",18,1204,2,4,24,0,3,158.5,121.5,12,4.5,46.80375,30.622518,1.755102,0
"1933",18,1206,1,4,24,0,3,85,65,14,3,11.573178,7.547983,0.879961,0
"1934",18,1206,2,4,24,0,3,153.5,132.5,12,4.5,43.417461,32.894122,1.677951,0
"1935",18,1208,1,11,45,0,5,88.5,81.5,0,4.5,12.682984,10.755983,0,0
"1936",18,1208,2,11,45,0,5,89.5,85.5,0,4,12.010639,10.961053,0,0
"1937",18,1208,3,11,45,0,5,83,79,0,4.5,11.191398,10.138702,0,0
"1938",18,1211,1,9,26,0,3,179,133,20,5,63.527268,39.875988,3.235077,0
"1939",18,1211,2,8,26,0,2,322,268,22,7,277.540943,203.351871,8.915593,0
"1940",18,1211,3,8,26,0,2,267,205,18,6.5,186.850861,120.30574,5.926412,0
"1941",18,1211,4,9,26,0,3,141,105,10,3,33.342328,20.992021,1.10977,0
"1942",18,1213,1,12,45,0,4,569,546,0,8,350.289211,322.54292,0,0
"1943",18,1213,2,12,45,0,4,591,547,0,8.5,351.592131,301.188813,0,0
"1944",18,1213,3,12,45,0,4,487,451,0,8,310.994577,266.715329,0,0
"1945",18,1214,1,4,24,0,3,150,122,26,5,41.755592,29.463241,3.317851,0
"1946",18,1214,2,3,24,0,2,160.5,134.5,24,6.5,62.79283,45.948324,4.387965,0
"1947",18,1214,3,4,24,0,3,160.5,132.5,28,6,55.380304,39.798344,4.424886,0
"1948",18,1214,4,4,24,0,3,140,116,24,4.5,37.627705,27.161104,2.961583,0
"1949",18,1215,1,9,26,0,3,193,120,14,5,74.030408,36.009818,2.517321,0
"1950",18,1215,2,9,26,0,3,130,75,20,4,27.420279,11.892626,1.86424,0
"1951",18,1215,3,8,26,0,2,262,197,26,6.5,176.050823,110.291894,8.034845,0
"1952",18,1216,1,9,26,0,3,206.5,163.5,31,4,75.946548,51.811374,5.05232,0
"1953",18,1216,2,9,26,0,3,153,105,30,4,38.80247,21.815219,3.257502,0
"1954",18,1216,3,9,26,0,3,176.5,149.5,30,5,60.007108,44.471857,4.453589,0
"1955",18,1216,4,8,26,0,2,198,157,27,6,85.118972,58.177236,5.195998,0
"1956",18,1219,1,1,21,0,2,154,106,24,7,61.826285,36.663983,4.705478,0
"1957",18,1219,2,1,21,0,2,150,103,26,7.5,62.437152,36.897896,5.201786,0
"1958",18,1219,3,2,21,0,3,135,111,26,6,40.217911,30.391589,3.657697,0
"1959",18,1219,4,2,21,0,3,133,110,28,7,38.177815,29.064437,3.732958,0
"1960",18,1220,1,1,21,0,2,138,123,4,11,80.004453,66.652382,1.266241,0
"1961",18,1220,2,8,26,0,2,193,160,10,9.5,128.991825,93.171659,3.179214,0
"1962",18,1220,3,8,26,0,2,172,135,12,9.5,95.324337,64.309432,3.123693,0
"1963",18,1220,4,1,21,0,2,154.5,140.5,10,12,109.724924,93.518467,3.760355,0
"1964",18,1221,1,11,45,0,5,169,149,0,5,47.943917,37.267704,0,0
"1965",18,1221,2,3,24,0,2,285,239,16,7.5,237.644177,184.068602,6.708151,0
"1966",18,1221,3,3,24,0,2,315,282,11,7.5,231.126202,193.527916,4.124188,0
"1967",18,1221,4,11,45,0,5,233,215,0,5.5,95.398248,81.227947,0,0
"1968",18,1222,1,10,43,0,2,279.5,267.5,10,10.5,249.638691,228.662973,3.904583,0
"1969",18,1222,2,10,43,0,5,240,229,7,7,117.248169,106.746723,1.500785,0
"1970",18,1222,3,11,45,0,5,174.5,165.5,0,6.5,60.498468,54.418869,0,0
"1971",18,1222,4,10,43,0,2,204.5,182.5,12,8.5,117.496042,93.575542,2.973622,0
"1972",18,1223,1,1,21,0,2,257.5,204.5,19,8.5,192.614689,141.629922,7.466081,0
"1973",18,1223,2,1,21,0,2,174,146,12,12.5,140.339366,108.77831,5.105784,0
"1974",18,1223,3,6,25,0,2,179,151,10,9.5,116.746826,85.274653,3.592337,0
"1975",18,1223,4,6,25,0,2,128.5,94.5,20,7,45.093782,27.670278,3.525059,0
"1976",18,1224,1,8,26,0,2,193,142,33,8,115.885639,71.781432,8.645463,0
"1977",18,1224,2,8,26,0,2,326,255,26,8.5,357.616241,244.581251,13.301523,0
"1978",18,1224,3,7,25,0,3,143.5,118.5,22,6.5,44.865466,31.947394,3.462292,0
"1979",18,1224,4,8,26,0,2,263,199,30,8,207.67674,131.188039,10.778663,0
"1980",18,1225,1,11,45,0,5,158,144,0,5.5,44.727814,37.152538,0,0
"1981",18,1225,4,11,45,0,5,116,98,0,3.5,18.264099,13.035702,0,0
"1982",18,1225,2,11,45,0,5,145.5,131.5,0,5,35.804472,29.245752,0,0
"1983",18,1225,3,11,45,0,5,157,141,0,5.5,44.177453,35.63195,0,0
"1984",18,1228,1,2,21,0,3,130,110,24,5.5,28.709119,22.484062,2.521305,0
"1985",18,1228,2,2,21,0,3,158.5,145.5,34,7,57.639308,49.641529,5.721278,0
"1986",18,1228,3,2,21,0,3,136,117,14,6,32.815598,26.222838,1.729727,0
"1987",18,1228,4,2,21,0,3,153,134,24,6.5,49.570366,40.463662,3.793857,0
"1988",18,1229,1,8,26,0,2,169.5,129.5,20,9.5,93.150095,60.679646,4.98674,0
"1989",18,1229,2,8,26,0,2,284,224,21,10.5,307.796674,210.870653,10.658332,0
"1990",18,1229,3,8,26,0,2,184,142,12,10,119.054455,78.583016,3.658645,0
"1991",18,1229,4,6,25,0,2,142.5,123.5,16,9,66.753017,50.306063,3.920486,0
"1992",18,1232,1,10,43,0,2,279.5,253.5,25,14,348.248944,286.471954,13.189263,0
"1993",18,1232,2,10,43,0,2,265.5,232.5,8,13,303.981994,233.11205,4.017483,0
"1994",18,1232,3,10,43,0,5,196.5,163.5,16,9,94.001217,65.079451,3.256586,0
"1995",18,1232,4,10,43,0,5,174.5,154.5,12,8.5,71.542476,56.082849,2.109188,0
"1996",18,1236,1,1,21,0,2,173,148,30,7.5,89.246032,70.83586,7.438079,0
"1997",18,1236,2,1,21,0,2,151.5,127.5,24,6,50.940816,39.630339,3.931802,0
"1998",18,1236,3,2,21,0,3,135,114,24,6.5,36.301429,28.359613,3.089318,0
"1999",18,1236,4,1,21,0,2,127.5,110.5,18,9,52.532149,42.351029,3.67013,0
"2000",18,1237,1,1,21,0,2,230,206,21,15.5,298.026635,254.458771,14.07702,0
"2001",18,1237,2,1,21,0,2,172.5,138.5,24,14,139.388248,102.175488,9.614833,0
"2002",18,1237,3,1,21,0,2,129,105,12,10.5,59.762471,44.584516,2.871624,0
"2003",18,1237,4,1,21,0,2,276.5,242.5,24,11,267.328807,226.798908,12.0516,0
"2004",18,1238,1,1,21,0,2,251.5,227.5,46,10.5,238.01535,205.551272,20.741759,0
"2005",18,1240,1,2,21,0,3,126.5,113.5,62,5.5,35.127609,29.488077,6.057449,0
"2006",18,1240,4,2,21,0,3,125.5,106.5,56,5,30.653124,24.091744,5.038753,0
"2007",18,1240,2,2,21,0,3,137,115,60,6,38.21225,29.633321,6.217994,0
"2008",18,1240,3,2,21,0,3,144,119,52,5.5,39.357925,29.931928,5.709318,0
"2009",18,1242,1,11,45,0,2,314.5,292.5,0,10.5,306.887725,265.454419,0,0
"2010",18,1242,2,10,43,0,2,268,231,8,12.5,293.307941,217.910518,3.840883,0
"2011",18,1242,3,10,43,0,2,235.5,207.5,9,10,231.860628,180.003681,3.868135,0
"2012",18,1242,4,10,43,0,4,273,233,11,10.5,137.976719,100.506086,2.423979,0
"2013",18,1244,1,8,26,0,2,220.5,167.5,10,8,147.921067,95.63154,3.205565,0
"2014",18,1244,2,8,26,0,2,213,160,7,9,164.856109,105.005711,2.611511,0
"2015",18,1244,3,8,26,0,2,379.5,293.5,10,10.5,548.497015,372.889288,6.99835,0
"2016",18,1244,4,8,26,0,2,256.5,210.5,12,11,263.56677,184.491602,5.886159,0
"2017",18,1245,1,8,26,0,2,263,216,19,8.5,249.776334,175.000965,8.460538,0
"2018",18,1245,2,8,26,0,2,288.5,216.5,20,7.5,237.346171,152.316221,7.730626,0
"2019",18,1247,1,11,45,0,5,127.5,117.5,0,6.5,32.808634,27.864003,0,0
"2020",18,1247,2,11,45,0,5,174,166,0,6.5,60.160899,54.756036,0,0
"2021",18,1247,3,11,45,0,5,129.5,118.5,0,6,32.109027,26.885883,0,0
"2022",18,1247,4,12,45,0,4,171,154,0,6.5,34.39897,27.899387,0,0
"2023",18,1249,1,9,26,0,3,159,118,28,5,54.114292,33.91339,4.142006,0
"2024",18,1249,2,8,26,0,2,229,183,41,7.5,155.686913,105.474352,12.088722,0
"2025",18,1249,3,6,25,0,2,164,138,36,8,83.773849,61.009672,8.686439,0
"2026",18,1249,4,8,26,0,2,292,235,47,9,298.746415,209.983274,21.138175,0
"2027",18,1252,1,10,43,0,2,241,212,13,13,209.845523,162.381798,4.895769,0
"2028",18,1252,2,10,43,0,2,203.5,181.5,12,13.5,162.312012,129.114522,4.127316,0
"2029",18,1252,3,10,43,0,2,278.5,246.5,9,18,382.920879,299.980134,5.420658,0
"2030",18,1252,4,10,43,0,5,234.5,194.5,9,11.5,157.552975,108.387731,2.639415,0
"2031",18,1253,1,6,25,0,2,199.5,173.5,25,8.5,132.50282,100.248932,8.580679,0
"2032",18,1253,2,11,45,0,2,317.5,306.5,0,10.5,311.616524,290.398238,0,0
"2033",18,1253,3,12,45,0,4,255.5,238.5,0,8.5,87.478782,76.225044,0,0
"2034",18,1253,4,11,45,0,5,236.5,223.5,0,8,125.224947,111.836514,0,0
"2035",18,1254,1,2,21,0,3,245.5,212.5,44,6.5,123.0068,100.862061,10.539392,0
"2036",18,1260,1,6,25,0,2,254.5,231.5,35,12,290.093441,232.918056,20.382414,0
"2037",18,1260,2,1,21,0,2,307.5,285.5,29,11.5,399.786426,362.39131,19.45346,0
"2038",18,1260,3,1,21,0,2,267.5,234.5,37,8,220.904012,183.914648,15.15976,0
"2039",18,1260,4,1,21,0,2,234,215,46,9.5,198.479243,174.458861,18.357215,0
"2040",18,1263,1,10,43,0,5,183.5,153.5,19,7.5,72.478447,50.716994,3.150553,0
"2041",18,1265,1,1,21,0,2,338,293,54,7,244.007245,205.938216,18.970367,0
"2042",18,1265,2,2,21,0,3,147,128,42,5.5,40.883254,33.144439,5.052428,0
"2043",18,1265,3,1,21,0,2,217,194,40,8.5,153.661411,128.462588,13.477702,0
"2044",18,1265,4,1,21,0,2,267.5,237.5,42,9.5,243.163904,205.510551,18.625413,0
"2045",18,1268,1,8,26,0,2,237,187,24,8,171.091345,114.075414,7.956526,0
"2046",18,1268,2,8,26,0,2,233,182,23,8,150.283009,98.927177,6.825164,0
"2047",18,1268,3,8,26,0,2,259,201,23,7.5,183.102124,119.533738,7.534292,0
"2048",18,1269,1,8,26,0,2,356.5,266.5,5,6,324.650435,209.081258,2.223616,0
"2049",18,1269,2,8,26,0,2,383,292,7,7.5,459.096667,306.24009,4.085667,0
"2050",18,1269,3,9,26,0,3,166,117,14,2.5,41.700948,24.344796,1.634836,0
"2051",18,1269,4,8,26,0,2,317.5,224.5,8,7,297.759283,176.101675,3.635734,0
"2052",18,1270,1,8,26,0,2,461.5,346.5,5,6.5,512.581058,334.949462,2.717994,0
"2053",18,1270,2,8,26,0,2,468,368,4,8.5,796.856681,553.636801,3.338604,0
"2054",18,1270,3,8,26,0,2,558,449,7,9,1089.51839,786.803571,6.681511,0
"2055",18,1270,4,8,26,0,2,435,351,6,9,639.266837,459.128378,4.306724,0
"2056",18,1271,1,9,26,0,3,193.5,133.5,29,4.5,72.118944,40.853117,4.790578,0
"2057",18,1271,2,8,26,0,2,641,548,13,11,1727.299742,1344.613174,17.03379,0
"2058",18,1271,3,8,26,0,2,413.5,339.5,32,6.5,361.35402,265.26099,13.063748,0
"2059",18,1272,1,8,26,0,2,483.5,421.5,8,9,803.074354,639.757262,6.477803,0
"2060",18,1272,2,8,26,0,2,206.5,160.5,14,7,94.83218,63.175228,3.024002,0
"2061",18,1272,3,8,26,0,2,181.5,132.5,17,5.5,66.579227,40.804183,2.879509,0
"2062",18,1272,4,8,26,0,2,600,465,9,7.5,1202.495653,826.97505,8.802709,0
"2063",18,1275,1,6,25,0,2,562.5,501.5,15,11.5,1398.96013,1132.503367,21.092781,0
"2064",18,1279,1,8,26,0,2,237,195,44,6.5,145.61086,102.243372,11.665845,0
"2065",18,1279,2,8,26,0,2,243,192,59,6.5,135.52789,90.521607,13.592176,0
"2066",18,1279,3,8,26,0,2,290.5,234.5,50,8,281.318132,198.485047,21.108413,0
"2067",18,1279,4,8,26,0,2,354.5,282.5,57,8.5,408.109208,285.888621,28.849574,0
"2068",18,1280,1,1,21,0,2,171.5,145.5,15,8,75.669338,59.454207,3.435395,0
"2069",18,1280,2,1,21,0,2,323.5,291.5,20,6.5,216.414539,189.584774,7.102115,0
"2070",18,1280,3,6,25,0,2,259,212,24,10.5,277.276419,197.193094,13.685222,0
"2071",18,1280,4,6,25,0,2,342,287,25,13,567.961113,424.298362,22.512879,0
"2072",18,1288,1,9,26,0,3,155,73,22,2.5,37.747037,11.797395,2.388573,0
"2073",18,1288,2,8,26,0,2,278,186,26,7.5,197.837384,108.127781,8.544518,0
"2074",18,1288,3,8,26,0,2,338.5,273.5,17,7,284.413301,202.758587,6.802061,0
"2075",18,1288,4,9,26,0,3,193,149,18,4.5,70.648398,46.654321,3.043333,0
"2076",18,1289,1,2,21,0,3,130.5,102.5,32,5,31.405379,22.369023,3.462221,0
"2077",18,1289,2,1,21,0,2,186.5,153.5,27,8,108.977874,82.457222,7.782343,0
"2078",18,1289,3,1,21,0,2,245,207,34,9,179.495809,142.881975,12.353761,0
"2079",18,1289,4,1,21,0,2,188,161,23,8,106.074595,84.299161,6.531403,0
"2080",18,1299,1,2,21,0,3,147,124,41,5.5,43.657206,34.061083,5.301359,0
"2081",18,1299,2,2,21,0,3,126,102,34,6,29.955289,22.191885,3.549948,0
"2082",18,1299,3,7,25,0,3,125.5,101.5,29,6,33.732691,23.415703,3.64057,0
"2083",18,1299,4,2,21,0,3,142.5,122.5,32,6,40.229137,32.117963,4.141177,0
"2084",18,1302,1,9,26,0,3,137.5,99.5,12,4,34.704484,21.014583,1.40495,0
"2085",18,1302,2,8,26,0,2,241,186,10,6,137.448451,89.093633,2.732611,0
"2086",18,1302,3,8,26,0,2,242.5,189.5,10,6.5,145.901514,96.094321,2.883241,0
"2087",18,1302,4,9,26,0,3,154.5,107.5,14,5.5,45.491375,26.080547,1.907594,0
"2088",18,1303,1,9,26,0,3,134.5,101.5,12,4.5,33.353359,21.375483,1.378447,0
"2089",18,1303,4,9,26,0,3,142,108,14,4.5,36.843903,23.858106,1.671377,0
"2090",18,1303,2,9,26,0,3,139,108,14,4.5,36.107058,24.043297,1.67074,0
"2091",18,1303,3,9,26,0,3,130,101,10,5,31.956572,21.27757,1.148738,0
"2092",18,1304,1,11,45,0,5,80,66,0,3,8.007882,5.450365,0,0
"2093",18,1304,2,11,45,0,5,75.5,64.5,0,2,5.499191,4.01351,0,0
"2094",18,1305,1,9,26,0,3,130.5,102.5,6,6,35.622882,24.054431,0.782281,0
"2095",18,1305,2,9,26,0,3,150.5,119.5,6,6.5,49.008762,33.555089,0.93721,0
"2096",18,1305,3,9,26,0,3,152,113,8,6,48.523088,30.480196,1.214116,0
"2097",18,1305,4,8,26,0,2,162,126,10,6.5,65.217384,43.485413,1.90165,0
"2098",18,1306,1,8,26,0,2,172.5,133.5,8,7,79.159131,52.441442,1.752965,0
"2099",18,1306,2,8,26,0,2,238.5,180.5,6,7,158.997076,100.465223,1.938404,0
"2100",18,1306,3,8,26,0,2,231,160,20,7.5,152.894686,85.627437,6.143592,0
"2101",18,1306,4,8,26,0,2,187,134,8,6.5,93.361833,55.77418,1.911975,0
"2102",18,1307,1,9,26,0,3,137,117,6,5,34.522546,25.832985,0.723252,0
"2103",18,1307,2,11,45,0,5,80.5,69.5,0,3,8.105768,6.041879,0,0
"2104",18,1307,3,11,45,0,5,84.5,75.5,0,3,8.909693,7.112843,0,0
"2105",18,1307,4,11,45,0,5,87,78,0,3,9.430934,7.580632,0,0
"2106",18,1309,1,8,26,0,2,180,136,12,6.5,72.927788,46.812717,2.288588,0
"2107",18,1309,2,9,26,0,3,140.5,94.5,8,6.5,39.556204,21.606156,1.067523,0
"2108",18,1309,3,8,26,0,2,228,167,8,7.5,134.02023,81.071284,2.263193,0
