"","PROVINCIA","ESTADILLO","NUMORDEN","TIPO","DIAMCOPA1","DIAMCOPA2","CORTEZA1","CORTEZA2","CRECIMI1","CRECIMI2","DIAMETR4","DIAMFF","ALTURFF","ALTUPV"
"1",18,2,1,"1","1.9","2.4","5","3",NA,NA,NA,"8","1.4","0.8"
"2",18,2,2,"2","4.8","3.3","10","8",NA,NA,NA,NA,NA,NA
"3",18,3,1,"1","4.1","3.9","12","14",NA,NA,NA,"19","1.5",NA
"4",18,3,2,"2","5.3","5.1","10","10",NA,NA,NA,"24","2.5",NA
"5",18,3,3,"3","3.5","4.4","9","10",NA,NA,NA,"29","2.9",NA
"6",18,3,4,"4","2.7","1.9","10","6",NA,NA,NA,"8","1.8","0.6"
"7",18,4,1,"1","2.1","2.1","15","18","17","17",NA,"8","3.1","1.6"
"8",18,4,2,"2","6.2","6.1","12","14",NA,NA,NA,"30","2.9",NA
"9",18,4,3,"3","5.4","6.5","34","42","13","11","30",NA,NA,NA
"10",18,4,4,"4","4.4","3.5","16","17","10","12","21",NA,NA,NA
"11",18,5,1,"1","5.6","5.1","35","43","4","8","30",NA,NA,NA
"12",18,5,2,"2","5.7","6.4","38","39","10","11","37",NA,NA,NA
"13",18,5,3,"3","4.9","4.1","15","22","14","16","13",NA,NA,NA
"14",18,5,4,"4","6.2","5.4","20","22","7","12","24",NA,NA,NA
"15",18,8,1,"1","5.3","4.7","27","27","12","10","26",NA,NA,NA
"16",18,8,2,"2","3.8","3.2","9","9",NA,NA,NA,"8","1.6","1.5"
"17",18,8,3,"3","2.8","2.0","4","4",NA,NA,NA,"8","1.4","0.5"
"18",18,8,4,"4","2.1","2.6","7","10",NA,NA,NA,"8","1.5","1.1"
"19",18,9,1,"1","6.4","7.8","25","19","12","12","30",NA,NA,NA
"20",18,9,2,"2","5.7","5.0","10","12",NA,NA,"25",NA,NA,NA
"21",18,9,3,"3","4.2","4.3","25","27","12","20","16",NA,NA,NA
"22",18,9,4,"4","5.4","6.0","28","24","10","12","29",NA,NA,NA
"23",18,16,1,"1","6.4","7.9","36","43","9","9","35",NA,NA,NA
"24",18,16,2,"2","4.8","5.1","26","28","14","14","17",NA,NA,NA
"25",18,16,3,"3","5.0","5.3","34","28","7","8","21",NA,NA,NA
"26",18,16,4,"4","4.9","5.4","35","39","6","7","24",NA,NA,NA
"27",18,18,1,"1","5.4","5.3","14","9",NA,NA,NA,"29","2.0",NA
"28",18,19,1,"1","6.8","4.8","21","20",NA,NA,NA,"29","1.5",NA
"29",18,19,2,"2","7.9","6.5","23","26",NA,NA,"22",NA,NA,NA
"30",18,19,3,"3","4.8","3.8","24","14","8","7","20",NA,NA,NA
"31",18,19,4,"4","4.4","6.0","31","30","11","15","20",NA,NA,NA
"32",18,20,1,"1","2.7","2.0","4","5",NA,NA,NA,"8","1.5","0.4"
"33",18,20,2,"2","4.4","4.2","23","18","5","7","23",NA,NA,NA
"34",18,28,1,"1","7.5","7.8","33","36","5","7",NA,NA,NA,NA
"35",18,28,2,"2","6.1","5.8","23","22","6","7",NA,NA,NA,NA
"36",18,28,3,"3","5.6","5.1","36","29","7","10",NA,NA,NA,NA
"37",18,28,4,"4","3.6","4.3","21","25","11","7","9",NA,NA,NA
"38",18,29,1,"1","12.5","13.6","29","39","15","14","45",NA,NA,NA
"39",18,29,2,"2","4.1","4.2","22","19","19","16","13",NA,NA,NA
"40",18,29,3,"3","8.2","8.0","37","34","8","6","32",NA,NA,NA
"41",18,29,4,"4","4.6","5.9","29","28","10","13","28",NA,NA,NA
"42",18,30,1,"1","2.5","1.7","11","12",NA,NA,NA,"8","2.3","1.8"
"43",18,30,2,"2","3.0","2.3","9","8",NA,NA,NA,"16","1.7",NA
"44",18,31,1,"1","5.0","3.9","5","7",NA,NA,NA,"8","3.8","2.0"
"45",18,31,2,"2","3.8","2.9","9","10",NA,NA,"8",NA,NA,NA
"46",18,31,3,"3","4.7","3.3","8","16",NA,NA,NA,"8","1.8","1.0"
"47",18,34,1,"1","6.8","6.0","17","19","14","15","25",NA,NA,NA
"48",18,34,2,"2","4.0","4.1","24","20","10","13","15",NA,NA,NA
"49",18,34,3,"3","5.3","4.8","27","29","17","10","20",NA,NA,NA
"50",18,34,4,"4","5.3","5.0","29","24","9","9","20",NA,NA,NA
"51",18,37,1,"1","3.1","3.0","12","10",NA,NA,NA,"8","1.6","1.3"
"52",18,37,2,"2","3.9","4.7","10","14",NA,NA,NA,"16","1.8",NA
"53",18,37,3,"3","4.1","2.9","10","9",NA,NA,NA,"8","2.2","1.9"
"54",18,37,4,"4","9.4","8.6","30","30","7","6","33",NA,NA,NA
"55",18,41,1,"1","7.4","7.0","34","30","14","15","24",NA,NA,NA
"56",18,42,1,"1","3.8","4.0","12","28","12","8","17",NA,NA,NA
"57",18,42,2,"2","3.0","2.9","8","12","10","15",NA,"8","3.0","1.1"
"58",18,42,3,"3","5.1","5.2","26","28","8","7","17",NA,NA,NA
"59",18,42,4,"4","5.5","5.5","27","23","11","6","23",NA,NA,NA
"60",18,43,1,"1","9.2","8.4","30","38","8","6","35",NA,NA,NA
"61",18,43,2,"2","3.8","3.1","24","20","5","6",NA,"8","3.5","1.6"
"62",18,43,3,"3","3.1","3.4","11","16","6","7",NA,"8","3.2","2.4"
"63",18,43,4,"4","4.9","5.3","30","26","5","4","22",NA,NA,NA
"64",18,44,1,"1","3.6","3.7","18","16","7","9","13",NA,NA,NA
"65",18,44,2,"2","4.4","4.9","21","18","7","10","16",NA,NA,NA
"66",18,44,3,"3","5.5","5.8","32","23","8","7","19",NA,NA,NA
"67",18,44,4,"4","4.6","4.4","21","17","12","12",NA,"8","3.6","0.3"
"68",18,53,1,"1","4.6","3.3","27","23","10","6",NA,NA,NA,NA
"69",18,53,2,"2","3.5","4.2","24","25","9","13","16",NA,NA,NA
"70",18,53,3,"3","4.5","5.2","23","25","6","7","19",NA,NA,NA
"71",18,53,4,"4","4.9","3.6","20","25","6","12","9",NA,NA,NA
"72",18,54,1,"1","9.8","9.2","55","30","18","9","29",NA,NA,NA
"73",18,58,1,"1","2.8","2.0","12","11",NA,NA,NA,NA,NA,NA
"74",18,58,2,"2","3.6","3.9","10","11",NA,NA,NA,NA,NA,NA
"75",18,58,3,"3","2.7","3.7","9","15",NA,NA,NA,NA,NA,NA
"76",18,58,4,"4","2.7","3.9","11","14",NA,NA,NA,NA,NA,NA
"77",18,59,1,"1","13.1","13.6","44","35","4","5","38",NA,NA,NA
"78",18,59,2,"2","8.5","11.2","35","32","7","10","40",NA,NA,NA
"79",18,59,3,"3","18.2","15.8","42","41","6","9","63",NA,NA,NA
"80",18,59,4,"4","7.1","8.8","13","11",NA,NA,NA,"30","2.5",NA
"81",18,61,1,"1","2.4","2.8","7","6",NA,NA,NA,"8","2.5","0.5"
"82",18,61,2,"2","2.4","2.8","10","11",NA,NA,NA,"8","2.0","0.1"
"83",18,61,3,"3","2.7","3.8","11","10",NA,NA,NA,"8","2.0","1.3"
"84",18,61,4,"4","2.5","3.6","10","8",NA,NA,NA,NA,NA,NA
"85",18,63,1,"1","5.3","4.9","10","13",NA,NA,NA,"25","1.9",NA
"86",18,63,2,"2","5.2","3.9","9","12",NA,NA,NA,"23","1.9",NA
"87",18,64,1,"1","4.1","3.6","10","9",NA,NA,NA,"16","1.9",NA
"88",18,67,1,"1","7.6","8.6","44","45","11","9","28",NA,NA,NA
"89",18,68,1,"1","10.5","11.0","44","40","10","6","40",NA,NA,NA
"90",18,68,2,"2","9.3","10.6","42","50","8","10","52",NA,NA,NA
"91",18,68,3,"3","7.4","7.3","35","42","13","20",NA,NA,NA,NA
"92",18,68,4,"4","10.2","12.7","35","37","14","10","50",NA,NA,NA
"93",18,74,1,"1","3.3","3.0","9","10",NA,NA,NA,NA,NA,NA
"94",18,74,2,"2","2.8","3.8","11","11",NA,NA,NA,NA,NA,NA
"95",18,74,3,"3","2.4","2.4","6","8",NA,NA,NA,"8","1.9","0.8"
"96",18,81,1,"1","8.0","8.4","35","34","14","16","31",NA,NA,NA
"97",18,81,2,"2","9.0","9.6","35","38","21","19","33",NA,NA,NA
"98",18,81,3,"3","6.1","5.2","31","28","14","13","20",NA,NA,NA
"99",18,81,4,"4","7.1","6.4","21","20","17","19","19",NA,NA,NA
"100",18,86,1,"1","3.1","3.8","7","8",NA,NA,NA,NA,NA,NA
"101",18,86,2,"2","2.1","3.4","11","9",NA,NA,NA,NA,NA,NA
"102",18,86,3,"3","3.4","4.1","12","13",NA,NA,NA,NA,NA,NA
"103",18,91,1,"1","4.6","4.8","23","20","12","13","13",NA,NA,NA
"104",18,91,2,"2","4.4","4.7","28","30","13","9","15",NA,NA,NA
"105",18,91,3,"3","4.3","4.4","23","29","8","8","23",NA,NA,NA
"106",18,91,4,"4","5.8","4.7","15","14",NA,NA,NA,"24","1.5",NA
"107",18,92,1,"1","3.8","3.2","7","4",NA,NA,NA,NA,NA,NA
"108",18,92,2,"2","2.8","1.8","4","6",NA,NA,NA,NA,NA,NA
"109",18,92,3,"3","2.6","3.2","3","7",NA,NA,NA,NA,NA,NA
"110",18,92,4,"4","1.8","2.2","7","7",NA,NA,NA,NA,NA,NA
"111",18,93,1,"1","2.9","2.2","7","5",NA,NA,NA,NA,NA,NA
"112",18,93,2,"2","2.5","2.8","6","10",NA,NA,NA,NA,NA,NA
"113",18,93,3,"3","2.0","2.7","6","8",NA,NA,NA,NA,NA,NA
"114",18,93,4,"4","1.9","2.3","5","5",NA,NA,NA,NA,NA,NA
"115",18,98,1,"1","3.3","4.6","20","14","6","7",NA,NA,NA,NA
"116",18,98,2,"2","2.0","4.2","16","17","6","6",NA,NA,NA,NA
"117",18,98,3,"3","6.0","6.3","27","30","6","5","16",NA,NA,NA
"118",18,103,1,"1","2.8","3.7","8","8",NA,NA,NA,"15","1.6",NA
"119",18,103,2,"2","2.7","3.4","11","10",NA,NA,NA,NA,NA,NA
"120",18,103,3,"3","2.2","3.3","10","9",NA,NA,NA,"15","1.4",NA
"121",18,103,4,"4","2.6","1.8","10","12",NA,NA,NA,"18","1.5",NA
"122",18,105,1,"1","4.7","5.2","35","37","4","5","17",NA,NA,NA
"123",18,105,2,"2","4.2","5.0","32","32","5","4","18",NA,NA,NA
"124",18,105,3,"3","7.0","6.6","25","32","4","4","18",NA,NA,NA
"125",18,105,4,"4","2.8","2.6","15","15","5","5",NA,"8","2.2","1.2"
"126",18,107,1,"1","3.5","3.8","14","7",NA,NA,NA,"17","1.9",NA
"127",18,107,2,"2","1.7","2.3","7","4",NA,NA,NA,NA,NA,NA
"128",18,107,3,"3","4.6","4.3","9","15",NA,NA,NA,"16","1.5",NA
"129",18,107,4,"4","2.4","2.8","12","9","5","5",NA,NA,NA,NA
"130",18,111,1,"1","3.5","2.3","9","8",NA,NA,NA,NA,NA,NA
"131",18,111,2,"2","2.7","3.6","10","9",NA,NA,NA,NA,NA,NA
"132",18,111,3,"3","2.7","3.0","8","8",NA,NA,NA,NA,NA,NA
"133",18,111,4,"4","4.1","3.0","4","8",NA,NA,NA,NA,NA,NA
"134",18,117,1,"1","8.8","9.2","50","60","3","5","40",NA,NA,NA
"135",18,121,1,"1","7.8","8.0","33","28","10","7",NA,NA,NA,NA
"136",18,121,2,"2","4.8","3.8","33","39","11","12","19",NA,NA,NA
"137",18,121,3,"3","3.4","3.9","10","8",NA,NA,NA,NA,NA,NA
"138",18,121,4,"4","5.2","5.6","43","41","12","13",NA,NA,NA,NA
"139",18,122,1,"1","6.4","6.8","30","26","12","9","17",NA,NA,NA
"140",18,122,2,"2","4.1","2.3","15","16","7","7",NA,"8","3.5","2.7"
"141",18,122,3,"3","3.4","2.2","10","13","6","9",NA,NA,NA,NA
"142",18,122,4,"4","6.7","1.1","45","42","10","11","21",NA,NA,NA
"143",18,132,1,"1","3.7","5.2","30","28","4","4","16",NA,NA,NA
"144",18,132,2,"2","5.7","6.4","37","31","10","12","26",NA,NA,NA
"145",18,132,3,"3","4.6","5.2","42","31","11","5","26",NA,NA,NA
"146",18,132,4,"4","5.4","4.8","34","40","3","11","15",NA,NA,NA
"147",18,134,1,"1","7.5","5.7","23","37","8","7",NA,NA,NA,NA
"148",18,134,2,"2","4.6","6.2","25","28","5","8","18",NA,NA,NA
"149",18,134,3,"3","6.0","5.7","39","43","8","7","30",NA,NA,NA
"150",18,134,4,"4","8.1","6.2","40","36","5","6","34",NA,NA,NA
"151",18,135,1,"1","5.5","7.0","43","38","16","13",NA,NA,NA,NA
"152",18,135,2,"2","6.9","7.2","38","40","10","10","41",NA,NA,NA
"153",18,135,3,"3","4.7","5.4","34","40","15","16",NA,NA,NA,NA
"154",18,135,4,"4","9.9","10.4","50","50","25","25","48",NA,NA,NA
"155",18,143,1,"1","5.4","5.8","24","24","11","11","18",NA,NA,NA
"156",18,143,2,"2","8.7","6.2","30","25","13","16","23",NA,NA,NA
"157",18,143,3,"3","4.5","3.2","20","26","10","10","15",NA,NA,NA
"158",18,143,4,"4","4.2","4.4","22","20","22","22","15",NA,NA,NA
"159",18,151,1,"1","5.3","4.7","19","22","6","6","18",NA,NA,NA
"160",18,151,2,"2","3.0","3.4","15","16","6","7","11",NA,NA,NA
"161",18,151,3,"3","6.6","6.5","30","27","6","6","37",NA,NA,NA
"162",18,151,4,"4","5.4","5.8","48","45","8","8","30",NA,NA,NA
"163",18,152,1,"1","3.2","2.6","19","19","6","8","8",NA,NA,NA
"164",18,152,2,"2","2.0","2.3","18","18","8","6",NA,"8","3.3","2.8"
"165",18,152,3,"3","3.3","3.4","20","18","12","10","9",NA,NA,NA
"166",18,152,4,"4","3.0","4.1","29","23","7","8","16",NA,NA,NA
"167",18,155,1,"1","5.2","3.8","32","27","10","7",NA,NA,NA,NA
"168",18,155,2,"2","5.5","5.4","38","30","6","4",NA,NA,NA,NA
"169",18,155,3,"3","3.5","2.8","10","12","1","1",NA,"8","2.3","1.0"
"170",18,155,4,"4","3.2","2.6","7","8","12","12",NA,"8","3.0","1.0"
"171",18,160,1,"1","2.0","2.3","11","7",NA,NA,NA,NA,NA,NA
"172",18,160,2,"2","1.9","1.9","8","6",NA,NA,NA,NA,NA,NA
"173",18,160,3,"3","1.6","0.9","5","7",NA,NA,NA,NA,NA,NA
"174",18,160,4,"4","2.2","1.7","7","7",NA,NA,NA,NA,NA,NA
"175",18,165,1,"1","7.5","8.0","28","25","16","12","28",NA,NA,NA
"176",18,165,2,"2","6.4","9.4","40","33","8","6","34",NA,NA,NA
"177",18,165,3,"3","4.7","3.7","20","21","4","5",NA,"8","3.6","0.3"
"178",18,165,4,"4","4.2","5.5","18","15","6","6","11",NA,NA,NA
"179",18,166,1,"1","4.6","4.6","14","12","13","13","11",NA,NA,NA
"180",18,166,2,"2","8.7","8.8","32","35","7","7","26",NA,NA,NA
"181",18,166,3,"3","10.4","8.6","58","50","7","8","42",NA,NA,NA
"182",18,168,1,"1","4.3","4.7","24","23","3","5","11",NA,NA,NA
"183",18,168,2,"2","2.7","3.4","8","10",NA,NA,NA,NA,NA,NA
"184",18,168,3,"3","4.0","4.2","7","7",NA,NA,NA,NA,NA,NA
"185",18,170,1,"1","5.2","5.8","22","25","14","9",NA,"8","3.6","0.7"
"186",18,170,2,"2","2.4","5.0","14","17","25","25",NA,NA,NA,NA
"187",18,170,3,"3","10.0","9.4","24","36","8","16","27",NA,NA,NA
"188",18,171,1,"1","2.7","3.3","11","14","5","6",NA,"8","3.0","1.6"
"189",18,171,2,"2","4.0","4.5","30","34","10","7","11",NA,NA,NA
"190",18,171,3,"3","4.6","4.2","24","26","6","6",NA,NA,NA,NA
"191",18,171,4,"4","4.3","4.2","16","17","11","11","9",NA,NA,NA
"192",18,176,1,"1","2.5","2.7","6","3",NA,NA,NA,NA,NA,NA
"193",18,179,1,"1","4.5","4.5","20","20","6","6",NA,NA,NA,NA
"194",18,179,2,"2","4.0","4.5","25","25","5","5",NA,NA,NA,NA
"195",18,179,3,"3","4.5","5.0","20","25","6","6",NA,NA,NA,NA
"196",18,180,1,"1","3.5","3.4","15","14","7","8",NA,"8","2.2","0.7"
"197",18,180,2,"2","4.4","5.0","18","22","8","7",NA,NA,NA,NA
"198",18,180,3,"3","3.9","4.1","12","11","10","8",NA,"8","3.6","0.3"
"199",18,186,1,"1","5.0","5.1","19","20","9","6","13",NA,NA,NA
"200",18,186,2,"2","3.6","4.3","7","6",NA,NA,NA,"16","1.7",NA
"201",18,186,3,"3","4.0","4.3","32","31","6","5",NA,NA,NA,NA
"202",18,186,4,"4","3.7","3.8","18","14","11","11",NA,NA,NA,NA
"203",18,187,1,"1","3.3","4.0","17","15","5","4",NA,NA,NA,NA
"204",18,188,1,"1","3.7","4.5","27","21","3","6",NA,NA,NA,NA
"205",18,188,2,"2","4.4","5.5","32","23","5","4","13",NA,NA,NA
"206",18,188,3,"3","3.2","3.2","22","18","4","6",NA,NA,NA,NA
"207",18,190,1,"1","4.6","4.9","7","8","10","10",NA,"8","2.3","0.2"
"208",18,192,1,"1","8.1","8.0","36","38","10","11","38",NA,NA,NA
"209",18,192,2,"2","6.3","5.2","26","27","15","16","43",NA,NA,NA
"210",18,192,3,"3","6.7","8.1","35","36","9","12","27",NA,NA,NA
"211",18,194,1,"1","8.2","9.8","35","39","7","5","29",NA,NA,NA
"212",18,194,2,"2","7.6","8.7","55","49","14","9","38",NA,NA,NA
"213",18,194,3,"3","7.4","8.0","49","47","6","9","22",NA,NA,NA
"214",18,194,4,"4","6.5","7.3","34","35","9","15","22",NA,NA,NA
"215",18,196,1,"1","2.3","2.4","5","4",NA,NA,NA,NA,NA,NA
"216",18,196,2,"2","1.5","2.5","3","3",NA,NA,NA,NA,NA,NA
"217",18,196,3,"3","2.2","2.4","4","5",NA,NA,NA,NA,NA,NA
"218",18,196,4,"4","2.5","2.0","4","5",NA,NA,NA,NA,NA,NA
"219",18,197,1,"1","7.2","6.0","38","32","8","6","14",NA,NA,NA
"220",18,199,1,"1","5.1","6.0","37","38","10","10","18",NA,NA,NA
"221",18,199,2,"2","4.6","4.4","32","34","8","7",NA,NA,NA,NA
"222",18,199,3,"3","3.6","4.7","23","32","8","8",NA,NA,NA,NA
"223",18,199,4,"4","3.1","4.6","21","17","6","7","9",NA,NA,NA
"224",18,202,1,"1","5.0","5.4","20","18","8","9",NA,"8","3.1","0.4"
"225",18,202,2,"2","2.6","2.7","10","8","10","10",NA,"8","2.1","0.1"
"226",18,204,1,"1","9.4","8.2","24","22","7","6",NA,NA,NA,NA
"227",18,204,2,"2","6.0","5.8","23","30","6","8","18",NA,NA,NA
"228",18,204,3,"3","8.0","4.2","24","27","8","7","24",NA,NA,NA
"229",18,204,4,"4","5.3","8.4","38","36","7","7","30",NA,NA,NA
"230",18,206,1,"1","3.5","3.6","7","6",NA,NA,NA,NA,NA,NA
"231",18,206,2,"2","3.2","3.6","7","4",NA,NA,NA,NA,NA,NA
"232",18,206,3,"3","3.5","2.7","6","4",NA,NA,NA,NA,NA,NA
"233",18,206,4,"4","6.1","4.9","13","5",NA,NA,NA,NA,NA,NA
"234",18,207,1,"1","3.3","4.1","10","12","8","8",NA,NA,NA,NA
"235",18,207,2,"2","3.5","4.2","7","9","5","5",NA,NA,NA,NA
"236",18,208,1,"1","4.5","4.8","14","16","7","7",NA,"8","1.8","1.2"
"237",18,208,2,"2","3.6","2.8","11","13","10","10",NA,"8","2.2","1.3"
"238",18,208,3,"3","3.6","2.6","20","16","9","9",NA,"8","2.8","1.2"
"239",18,212,1,"1","6.9","5.6","23","18","11","12",NA,NA,NA,NA
"240",18,215,1,"1","3.4","3.1","7","6","8","8",NA,NA,NA,NA
"241",18,215,2,"2","2.6","3.5","6","7","8","8",NA,NA,NA,NA
"242",18,216,1,"1","3.9","8.4","20","20","4","4",NA,NA,NA,NA
"243",18,217,1,"1","5.3","4.5","32","24","8","9","18",NA,NA,NA
"244",18,217,2,"2","5.8","3.6","19","17","5","6","13",NA,NA,NA
"245",18,217,3,"3","4.8","4.5","14","15","6","8","10",NA,NA,NA
"246",18,217,4,"4","3.9","4.9","17","16","4","4",NA,NA,NA,NA
"247",18,218,1,"1","4.5","5.0","13","11",NA,NA,NA,"20","2.4",NA
"248",18,218,2,"2","4.1","3.8","10","13",NA,NA,NA,"16","2.6",NA
"249",18,218,3,"3","3.8","3.3","17","15","22","22",NA,"8","2.6","0.9"
"250",18,218,4,"4","4.4","4.5","14","6",NA,NA,NA,"23","2.5",NA
"251",18,222,1,"1","5.7","4.4","18","25","4","9","15",NA,NA,NA
"252",18,222,2,"2","3.1","3.8","16","14","3","12",NA,"8","3.2","1.4"
"253",18,222,3,"3","4.3","4.6","11","15","4","5",NA,"8","3.5","1.9"
"254",18,222,4,"4","3.6","2.2","21","19","3","3",NA,"8","3.6","1.5"
"255",18,224,1,"1","4.9","5.5","29","26","13","14","13",NA,NA,NA
"256",18,224,2,"2","8.7","9.3","40","37","9","10","24",NA,NA,NA
"257",18,224,3,"3","10.5","10.2","27","30","19","20",NA,NA,NA,NA
"258",18,224,4,"4","4.9","4.0","44","37","5","9","15",NA,NA,NA
"259",18,225,1,"1","3.0","3.7","30","34","7","12",NA,"8","3.5","1.5"
"260",18,225,2,"2","4.3","4.9","19","17","20","20",NA,"8","2.5","0.2"
"261",18,225,3,"3","5.0","5.4","20","20","4","3","14",NA,NA,NA
"262",18,225,4,"4","4.2","4.6","28","27","7","7","13",NA,NA,NA
"263",18,230,1,"1","8.4","7.9","49","47","12","11","31",NA,NA,NA
"264",18,230,2,"2","3.8","3.8","32","34","14","16","14",NA,NA,NA
"265",18,230,3,"3","4.1","3.3","29","20","5","8","13",NA,NA,NA
"266",18,230,4,"4","3.1","3.5","6","7",NA,NA,NA,NA,NA,NA
"267",18,236,1,"1","5.2","5.6","22","24","8","7","8",NA,NA,NA
"268",18,239,1,"1","5.5","3.5","20","13","4","7",NA,NA,NA,NA
"269",18,239,2,"2","3.8","4.0","20","20","5","8","10",NA,NA,NA
"270",18,239,3,"3","3.9","5.0","17","24","8","7",NA,NA,NA,NA
"271",18,239,4,"4","6.9","7.4","28","30","6","5","13",NA,NA,NA
"272",18,244,1,"1","4.8","5.6","30","25","6","3",NA,NA,NA,NA
"273",18,244,2,"2","4.4","5.4","31","33","6","6",NA,NA,NA,NA
"274",18,244,3,"3","3.7","3.3","28","30","7","4",NA,NA,NA,NA
"275",18,245,1,"1","2.3","2.5","10","7",NA,NA,NA,NA,NA,NA
"276",18,247,1,"1","4.0","4.0","10","8",NA,NA,NA,"16","1.8",NA
"277",18,256,1,"1","3.8","4.0","42","39","8","5",NA,"8","3.6","0.8"
"278",18,256,2,"2","4.5","3.7","22","22","8","9",NA,NA,NA,NA
"279",18,256,3,"3","6.7","8.2","47","44","10","7","23",NA,NA,NA
"280",18,256,4,"4","6.0","5.7","42","38","10","6",NA,NA,NA,NA
"281",18,257,1,"1","6.6","7.2","40","47","10","13",NA,NA,NA,NA
"282",18,257,2,"2","2.2","3.5","7","7","2","2",NA,NA,NA,NA
"283",18,258,1,"1","3.9","4.0","15","19","5","5",NA,NA,NA,NA
"284",18,261,1,"1","3.6","3.9","11","12",NA,NA,NA,"19","1.5",NA
"285",18,263,1,"1","2.4","2.7","16","14","6","6",NA,"8","2.1","1.5"
"286",18,263,2,"2","2.3","2.6","11","11","8","8",NA,"8","2.0","1.7"
"287",18,266,1,"1","4.2","3.5","13","12","10","10",NA,"8","2.6","1.2"
"288",18,271,1,"1","1.9","2.0","3","4",NA,NA,NA,NA,NA,NA
"289",18,271,2,"2","1.5","2.0","8","5",NA,NA,NA,NA,NA,NA
"290",18,271,3,"3","1.8","2.4","5","6",NA,NA,NA,NA,NA,NA
"291",18,274,1,"1","4.7","4.6","25","29","10","9",NA,NA,NA,NA
"292",18,274,2,"2","3.9","5.1","37","38","9","10",NA,NA,NA,NA
"293",18,281,1,"1","7.5","4.1","23","25","5","6","11",NA,NA,NA
"294",18,283,1,"1","4.3","5.0","16","16","26","26","8",NA,NA,NA
"295",18,284,1,"1","5.0","5.4","26","32","12","19",NA,NA,NA,NA
"296",18,284,2,"2","4.4","4.6","40","34","7","9","10",NA,NA,NA
"297",18,284,3,"3","4.7","4.4","25","22","10","10","8",NA,NA,NA
"298",18,284,4,"4","4.0","4.1","19","12","4","5",NA,"8","2.8","1.9"
"299",18,285,1,"1","3.6","2.8","7","5","1","1",NA,"8","1.4","0.6"
"300",18,285,2,"2","2.4","2.6","12","11","10","10",NA,"8","1.8","0.8"
"301",18,285,3,"3","2.0","2.5","5","6","1","1",NA,"8","1.8","0.7"
"302",18,285,4,"4","2.7","3.3","6","5","1","1",NA,"8","1.6","0.5"
"303",18,288,1,"1","4.5","4.5","11","12","7","7",NA,NA,NA,NA
"304",18,289,1,"1","6.9","4.8","21","26","12","13",NA,NA,NA,NA
"305",18,289,2,"2","5.3","4.7","18","20","20","12",NA,NA,NA,NA
"306",18,289,3,"3","5.4","5.0","28","35","12","7",NA,NA,NA,NA
"307",18,289,4,"4","5.9","6.0","18","15","12","14",NA,NA,NA,NA
"308",18,290,1,"1","3.5","3.2","6","7","20","20",NA,"8","2.6","1.8"
"309",18,296,1,"1","6.6","6.5","29","29","11","12","15",NA,NA,NA
"310",18,296,2,"2","4.0","3.7","8","9","19","19",NA,"8","3.2","1.9"
"311",18,297,1,"1","2.5","3.0","6","5",NA,NA,NA,"8","1.4","1.2"
"312",18,297,2,"2","3.0","3.2","4","5",NA,NA,NA,"8","1.5","1.0"
"313",18,297,3,"3","3.4","3.4","5","6",NA,NA,NA,"8","1.4","1.4"
"314",18,297,4,"4","2.8","3.6","6","5",NA,NA,NA,"8","1.6","1.1"
"315",18,300,1,"1","4.6","4.8","37","30","9","11","12",NA,NA,NA
"316",18,300,2,"2","4.8","6.5","31","33","1","1",NA,NA,NA,NA
"317",18,300,3,"3","3.9","5.3","33","34","1","1",NA,NA,NA,NA
"318",18,301,1,"1","9.2","6.6","53","60","8","8","34",NA,NA,NA
"319",18,301,2,"2","9.0","6.0","56","58","22","12","32",NA,NA,NA
"320",18,301,3,"3","6.7","5.3","10","16",NA,NA,NA,NA,NA,NA
"321",18,301,4,"4","9.3","8.8","13","16",NA,NA,NA,"35","1.6",NA
"322",18,303,1,"1","3.8","4.7","16","19",NA,NA,NA,"16","2.4",NA
"323",18,303,2,"2","10.7","9.0","52","51","10","13","45",NA,NA,NA
"324",18,303,3,"3","6.3","5.6","24","15",NA,NA,NA,"34","2.0",NA
"325",18,303,4,"4","5.5","5.0","20","14",NA,NA,NA,"33","2.2",NA
"326",18,305,1,"1","4.6","2.3","14","13","12","12",NA,"8","2.8","1.6"
"327",18,305,2,"2","4.8","4.6","14","15","9","9",NA,NA,NA,NA
"328",18,305,3,"3","5.1","4.2","27","30","6","11",NA,NA,NA,NA
"329",18,305,4,"4","6.9","5.5","15","17","20","19","11",NA,NA,NA
"330",18,306,1,"1","6.8","5.0","25","32","3","5",NA,NA,NA,NA
"331",18,306,2,"2","4.3","4.4","23","19","9","9",NA,"8","3.5","1.4"
"332",18,306,3,"3","6.3","5.9","27","22","6","4",NA,NA,NA,NA
"333",18,306,4,"4","4.0","4.8","30","22","9","4","12",NA,NA,NA
"334",18,307,1,"1","4.3","4.3","24","29","4","3",NA,NA,NA,NA
"335",18,307,2,"2","4.2","3.4","32","34","5","5",NA,NA,NA,NA
"336",18,307,3,"3","4.2","2.9","9","17","2","2",NA,NA,NA,NA
"337",18,307,4,"4","3.5","3.1","24","30","3","7",NA,"8","3.5","2.5"
"338",18,308,1,"1","5.1","3.8","24","19","8","4","11",NA,NA,NA
"339",18,308,2,"2","4.9","5.0","28","32","8","7","9",NA,NA,NA
"340",18,310,1,"1","4.0","4.1","20","19","4","3","14",NA,NA,NA
