"","PROVINCIA","ESTADILLO","NUMORDEN","TIPO","DIAMCOPA1","DIAMCOPA2","CORTEZA1","CORTEZA2","CRECIMI1","CRECIMI2","DIAMETR4","DIAMFF","ALTURFF","ALTUPV"
"2777",18,1645,2,"2","4.6","3.8","29","27","7","6","16",NA,NA,NA
"2778",18,1645,3,"3","6.7","6.2","45","40","5","6","29",NA,NA,NA
"2779",18,1645,4,"4","5.0","5.4","37","22","3","5","29",NA,NA,NA
"2780",18,1649,1,"1","5.0","4.7","19","20","5","6",NA,"8","2.6","0.1"
"2781",18,1649,2,"2","2.9","5.8","14","13","9","9",NA,"8","3.3","0.6"
"2782",18,1649,3,"3","4.6","3.2","6","7","12","12",NA,"8","3.5","0.7"
"2783",18,1649,4,"4","5.9","5.8","19","21","6","6","9",NA,NA,NA
"2784",18,1650,1,"1","10.5","9.4","42","40","20","18","38",NA,NA,NA
"2785",18,1650,2,"2","5.6","7.1","45","45","16","16",NA,NA,NA,NA
"2786",18,1658,1,"1","4.2","4.1","17","18","2","2",NA,NA,NA,NA
"2787",18,1658,2,"2","4.5","3.6","20","19","8","3",NA,NA,NA,NA
"2788",18,1658,3,"3","3.8","4.1","20","17","3","2",NA,"8","2.6","2.4"
"2789",18,1658,4,"4","4.3","3.7","10","16","2","2",NA,NA,NA,NA
"2790",18,1659,1,"1","7.5","7.1","19","18","7","11",NA,NA,NA,NA
"2791",18,1661,1,"1","4.3","3.3","4","6","8","8","8",NA,NA,NA
"2792",18,1662,1,"1","4.7","4.2","12","16","6","6","20",NA,NA,NA
"2793",18,1662,2,"2","6.9","5.8","22","28","9","9","26",NA,NA,NA
"2794",18,1662,3,"3","5.6","5.2","19","15","10","10","26",NA,NA,NA
"2795",18,1662,4,"4","7.6","7.8","31","34","9","9","34",NA,NA,NA
"2796",18,1664,1,"1","8.6","9.1","13","22","9","5","34",NA,NA,NA
"2797",18,1664,2,"2","6.6","5.0","22","19","8","8",NA,NA,NA,NA
"2798",18,1664,3,"3","10.5","7.0","35","24","9","8",NA,NA,NA,NA
"2799",18,1664,4,"4","4.8","6.7","18","15","6","6","15",NA,NA,NA
"2800",18,1665,1,"1","4.2","3.5","14","8","6","5",NA,NA,NA,NA
"2801",18,1665,2,"2","4.0","3.4","14","10","5","7",NA,NA,NA,NA
"2802",18,1665,3,"3","3.9","3.4","8","7","5","5",NA,NA,NA,NA
"2803",18,1665,4,"4","4.1","2.3","7","5","4","6",NA,NA,NA,NA
"2804",18,1670,1,"1","2.2","2.1","9","5","7","7",NA,NA,NA,NA
"2805",18,1670,2,"2","3.2","2.0","12","7","9","9",NA,NA,NA,NA
"2806",18,1670,3,"3","2.1","2.2","6","7","12","12",NA,NA,NA,NA
"2807",18,1670,4,"4","1.4","2.0","8","8","8","8",NA,NA,NA,NA
"2808",18,1674,1,"1","3.7","3.7","10","13","13","17","8",NA,NA,NA
"2809",18,1674,2,"2","3.1","3.8","15","13","15","15",NA,"8","2.5","0.6"
"2810",18,1674,3,"3","3.6","3.5","9","10","16","22",NA,"8","2.6","0.7"
"2811",18,1674,4,"4","4.5","3.3","11","13","20","18","8",NA,NA,NA
"2812",18,1688,1,"1","4.3","4.1","11","10","15","16",NA,"8","2.5","0.1"
"2813",18,1688,2,"2","2.9","3.2","7","6","12","15",NA,"8","2.4","2.9"
"2814",18,1688,3,"3","3.0","3.0","10","11","15","20",NA,"8","2.1","0.3"
"2815",18,1688,4,"4","3.1","4.5","6","9","14","19",NA,"8","3.1","0.1"
"2816",18,1689,1,"1","12.3","13.1","19","25","5","7",NA,"49","1.9",NA
"2817",18,1689,2,"2","8.1","8.5","20","22","8","11",NA,"47","2.3",NA
"2818",18,1703,1,"1","8.7","9.0","25","22","5","6","32",NA,NA,NA
"2819",18,1703,2,"2","12.6","13.9","32","30","10","9","52",NA,NA,NA
"2820",18,1703,3,"3","13.9","16.0","37","40","11","12","49",NA,NA,NA
"2821",18,1703,4,"4","15.8","12.7","28","30","16","15","48",NA,NA,NA
"2822",18,1704,1,"1","5.2","6.9","20","25","7","6",NA,NA,NA,NA
"2823",18,1704,2,"2","5.8","7.4","20","23","3","4",NA,"29","2.4",NA
"2824",18,1704,3,"3","4.8","5.1","10","20","6","5",NA,"31","2.4",NA
"2825",18,1704,4,"4","4.6","4.2","10","20","7","8",NA,"26","2.0",NA
"2826",18,1712,1,"1","2.9","2.9","14","14","17","15",NA,"8","2.7","0.5"
"2827",18,1712,2,"2","4.6","4.7","14","10","12","11",NA,"19","2.0",NA
"2828",18,1712,3,"3","3.3","3.1","11","12","11","11",NA,"12","2.2",NA
"2829",18,1712,4,"4","4.8","4.5","15","14","12","13",NA,"21","2.5",NA
"2830",18,1726,1,"1","3.4","3.6","15","15","16","15",NA,"8","2.6","0.1"
"2831",18,1726,2,"2","3.4","2.2","21","20","18","22",NA,"8","3.5","0.2"
"2832",18,1726,3,"3","3.2","3.3","20","20","21","22",NA,"8","3.6","1.1"
"2833",18,1726,4,"4","3.3","2.7","15","15","20","21",NA,"8","3.0","1.7"
"2834",18,1733,1,"1","3.3","3.8","10","12","11","11",NA,NA,NA,NA
"2835",18,1736,1,"1","6.4","5.3","20","19","21","20","17",NA,NA,NA
"2836",18,1746,1,"1","8.4","7.8","30","32","4","5","40",NA,NA,NA
"2837",18,1746,2,"2","7.2","8.3","30","32","7","8","38",NA,NA,NA
"2838",18,1748,1,"1","2.6","3.6","12","14","14","18",NA,NA,NA,NA
"2839",18,1749,1,"1","3.7","4.8","12","9","10","12","13",NA,NA,NA
"2840",18,1749,2,"2","5.0","5.2","13","15","11","10","10",NA,NA,NA
"2841",18,1749,3,"3","2.8","3.0","12","14","13","15","13",NA,NA,NA
"2842",18,1752,1,"1","3.6","2.3","10","10","12","15",NA,"8","3.5","2.5"
"2843",18,1752,2,"2","3.8","3.2","14","18","13","14",NA,"8","3.3","2.2"
"2844",18,1752,3,"3","2.9","2.8","17","19","14","16",NA,"8","2.7","2.1"
"2845",18,1752,4,"4","2.5","2.3","11","9","15","16",NA,"8","3.7","2.0"
"2846",18,1758,1,"1","1.6","1.7","27","27",NA,NA,NA,NA,NA,NA
"2847",18,1761,1,"1","10.3","4.7","23","27","19","17","11",NA,NA,NA
"2848",18,1761,2,"2","7.9","4.3","28","25","16","15","19",NA,NA,NA
"2849",18,1761,3,"3","10.2","5.8","28","25","12","16","16",NA,NA,NA
"2850",18,1761,4,"4","7.6","6.2","20","23","16","17","17",NA,NA,NA
"2851",18,1764,1,"1","2.0","4.3","5","7",NA,NA,NA,NA,NA,NA
"2852",18,1764,2,"2","1.6","2.0","6","5",NA,NA,NA,NA,NA,NA
"2853",18,1764,3,"3","1.7","2.0","5","4",NA,NA,NA,NA,NA,NA
"2854",18,1764,4,"4","1.6","2.1","4","5",NA,NA,NA,NA,NA,NA
"2855",18,1766,1,"1","2.8","3.5","9","5",NA,NA,NA,NA,NA,NA
"2856",18,1766,2,"2","2.2","2.3","5","6",NA,NA,NA,NA,NA,NA
"2857",18,1766,3,"3","3.5","5.0","5","9",NA,NA,NA,"17","2.4",NA
"2858",18,1766,4,"4","3.5","4.7","3","4",NA,NA,NA,NA,NA,NA
"2859",18,1776,1,"1","2.2","2.3","7","9","18","18",NA,"8","1.4","1.5"
"2860",18,1776,2,"2","2.0","2.4","9","9","21","21",NA,"8","1.4","1.4"
"2861",18,1781,1,"1","3.8","3.0","9","6",NA,NA,NA,NA,NA,NA
"2862",18,1781,2,"2","5.0","4.3","5","6",NA,NA,NA,NA,NA,NA
"2863",18,1787,1,"1","8.5","9.9","31","34","11","12","39",NA,NA,NA
"2864",18,1787,2,"2","4.3","3.2","17","15","5","8",NA,"8","2.6","1.4"
"2865",18,1787,3,"3","4.0","5.3","35","28","6","9",NA,"8","2.8","0.8"
"2866",18,1787,4,"4","5.6","4.7","24","26","9","16","9",NA,NA,NA
"2867",18,1789,1,"1","2.3","3.6","3","2","5","5",NA,NA,NA,NA
"2868",18,1789,2,"2","4.2","4.9","5","6","9","9",NA,NA,NA,NA
"2869",18,1794,1,"1","3.1","4.6","13","9","9","7",NA,"8","2.4","1.9"
"2870",18,1794,2,"2","3.2","3.4","28","24","12","17",NA,NA,NA,NA
"2871",18,1794,3,"3","4.3","4.6","21","29","14","7","16",NA,NA,NA
"2872",18,1794,4,"4","4.3","4.2","24","19","10","8",NA,NA,NA,NA
"2873",18,1800,1,"1","5.0","4.5","22","24","11","6",NA,NA,NA,NA
"2874",18,1800,2,"2","6.2","6.1","20","18","7","4",NA,NA,NA,NA
"2875",18,1800,3,"3","5.5","5.4","21","19","6","5",NA,NA,NA,NA
"2876",18,1800,4,"4","4.4","4.0","16","19","2","2",NA,NA,NA,NA
"2877",18,1801,1,"1","4.6","5.5","24","22","3","4",NA,NA,NA,NA
"2878",18,1810,1,"1","9.5","9.7","10","9","16","15","17",NA,NA,NA
"2879",18,1811,1,"1","5.0","4.9","10","15","11","10",NA,"8","3.4","1.4"
"2880",18,1811,2,"2","12.5","10.2","17","12","12","7","40",NA,NA,NA
"2881",18,1812,1,"1","4.3","6.9","11","13","11","13",NA,NA,NA,NA
"2882",18,1812,2,"2","3.5","4.6","15","18","10","17",NA,NA,NA,NA
"2883",18,1812,3,"3","3.0","3.6","21","13","8","5",NA,NA,NA,NA
"2884",18,1812,4,"4","3.3","2.8","17","17","7","5","8",NA,NA,NA
"2885",18,1818,1,"1","3.3","2.6","2","5",NA,NA,NA,NA,NA,NA
"2886",18,1827,1,"1","3.1","2.9","10","5",NA,NA,NA,NA,NA,NA
"2887",18,1827,2,"2","2.0","2.6","9","9",NA,NA,NA,NA,NA,NA
"2888",18,1831,1,"1","2.2","2.2","3","3","11","11",NA,NA,NA,NA
"2889",18,1831,2,"2","1.8","1.6","1","3","9","9",NA,NA,NA,NA
"2890",18,1831,3,"3","1.8","1.6","8","8","8","8",NA,"8","1.4","1.6"
"2891",18,1831,4,"4","2.6","2.4","7","7","11","11",NA,"8","1.8","1.8"
"2892",18,1837,1,"1","5.3","5.2","13","16","10","11","8",NA,NA,NA
"2893",18,1837,2,"2","5.2","5.1","14","16","14","12","9",NA,NA,NA
"2894",18,1837,3,"3","7.5","6.6","16","16","9","10","10",NA,NA,NA
"2895",18,1837,4,"4","5.1","4.9","17","16","7","7","12",NA,NA,NA
"2896",18,1838,1,"1","4.5","4.0","23","18",NA,NA,NA,"24","2.0",NA
"2897",18,1838,2,"2","8.2","10.1","29","19",NA,NA,NA,"59","2.1",NA
"2898",18,1838,3,"3","4.5","3.3","7","9",NA,NA,NA,"25","3.4",NA
"2899",18,1838,4,"4","5.3","7.1","16","15",NA,NA,NA,"40","1.5",NA
"2900",18,1839,1,"1","5.1","7.2","15","17",NA,NA,NA,"24","2.6",NA
"2901",18,1839,2,"2","7.1","5.6","15","13",NA,NA,NA,"32","2.2",NA
"2902",18,1839,3,"3","2.2","2.6","19","17",NA,NA,NA,"13","1.8",NA
"2903",18,1839,4,"4","2.3","3.1","31","18",NA,NA,NA,"12","2.2",NA
"2904",18,1230,1,"1","3.4","3.6","6","8","15","15",NA,"8","3.5","1.1"
"2905",18,1230,2,"2","3.1","2.6","20","21","18","18",NA,"8","2.7","1.3"
"2906",18,1230,3,"3","2.3","3.7","21","23","18","14",NA,"8","3.8","1.0"
"2907",18,1230,4,"4","1.6","3.1","14","13","12","12",NA,"8","2.3","1.1"
"2908",18,1516,1,"1","5.9","5.2","29","40","8","19","24",NA,NA,NA
"2909",18,1516,2,"2","4.8","4.1","13","18","6","16","12",NA,NA,NA
"2910",18,1516,3,"3","3.9","4.3","25","22","8","22","12",NA,NA,NA
"2911",18,1516,4,"4","5.4","5.7","16","18","10","10","24",NA,NA,NA
"2912",18,1523,1,"1","8.0","6.5","31","25","4","7","24",NA,NA,NA
"2913",18,1523,2,"2","6.2","6.2","38","36","7","5","13",NA,NA,NA
"2914",18,1528,1,"1","2.9","3.2","18","17","15","15",NA,"8","2.6","1.2"
"2915",18,1528,2,"2","3.7","3.7","24","20","18","15",NA,"8","3.2","1.7"
"2916",18,1528,3,"3","5.6","5.9","35","36","12","13","22",NA,NA,NA
"2917",18,1528,4,"4","5.3","5.4","24","20","20","21","15",NA,NA,NA
"2918",18,1529,1,"1","6.1","6.2","27","32","16","17","13",NA,NA,NA
"2919",18,1529,2,"2","3.2","4.2","22","23","15","12",NA,NA,NA,NA
"2920",18,1532,1,"1","6.1","7.0","23","23","15","16","12",NA,NA,NA
"2921",18,1532,2,"2","8.7","8.6","44","45","10","9","23",NA,NA,NA
"2922",18,1532,3,"3","11.2","11.7","55","56","6","4","39",NA,NA,NA
"2923",18,1532,4,"4","5.4","6.0","44","41","13","12","15",NA,NA,NA
"2924",18,1536,1,"1","7.1","6.5","45","54","27","14","40",NA,NA,NA
"2925",18,1536,2,"2","5.4","5.0","35","37","35","45","38",NA,NA,NA
"2926",18,1536,3,"3","4.7","3.9","35","28","34","20","28",NA,NA,NA
"2927",18,1536,4,"4","5.9","6.1","37","36","24","27","28",NA,NA,NA
"2928",18,1537,1,"1","7.4","6.2","35","40","10","6","35",NA,NA,NA
"2929",18,1537,2,"2","6.4","6.0","34","44","14","16","28",NA,NA,NA
"2930",18,1537,3,"3","13.1","10.7","20","28","6","8","59",NA,NA,NA
"2931",18,1540,1,"1","5.3","5.7","20","25","10","8",NA,"8","3.6","0.1"
"2932",18,1540,2,"2","8.7","9.1","36","40","5","5","28",NA,NA,NA
"2933",18,1540,3,"3","7.8","8.0","47","52","4","5","25",NA,NA,NA
"2934",18,1540,4,"4","12.2","10.9","25","28","10","8","28",NA,NA,NA
"2935",18,1545,1,"1","5.1","5.2","26","29","9","19",NA,NA,NA,NA
"2936",18,1545,2,"2","8.6","8.4","39","44","24","17","33",NA,NA,NA
"2937",18,1545,3,"3","7.1","7.5","41","41","24","20","32",NA,NA,NA
"2938",18,1545,4,"4","10.9","10.5","44","48","7","6",NA,"42","3.8",NA
"2939",18,1547,1,"1","5.6","5.8","40","35","28","29","21",NA,NA,NA
"2940",18,1547,2,"2","5.3","5.0","41","33","23","19","18",NA,NA,NA
"2941",18,1547,3,"3","7.1","6.6","52","45","15","10","16",NA,NA,NA
"2942",18,1548,1,"1","3.3","2.8","24","24","6","6",NA,"8","2.7","1.4"
"2943",18,1548,2,"2","3.9","6.1","31","38","7","8",NA,NA,NA,NA
"2944",18,1548,3,"3","5.9","6.3","34","33","15","9","20",NA,NA,NA
"2945",18,1548,4,"4","5.2","3.9","33","32","14","9",NA,NA,NA,NA
"2946",18,1562,1,"1","5.8","5.7","38","33","15","14","24",NA,NA,NA
"2947",18,1562,2,"2","4.3","3.9","21","38","3","5","17",NA,NA,NA
"2948",18,1562,3,"3","7.0","5.8","24","19","10","10","21",NA,NA,NA
"2949",18,1564,1,"1","7.0","9.6","26","17","16","9","37",NA,NA,NA
"2950",18,1564,2,"2","7.8","7.7","45","35","24","10","36",NA,NA,NA
"2951",18,1566,1,"1","6.9","6.0","27","18","4","3",NA,NA,NA,NA
"2952",18,1566,2,"2","5.1","6.1","23","25","2","2","21",NA,NA,NA
"2953",18,1566,3,"3","5.0","4.8","14","16","2","2",NA,NA,NA,NA
"2954",18,1566,4,"4","6.5","5.5","20","14","3","3",NA,NA,NA,NA
"2955",18,1567,1,"1","3.0","4.2","3","5","2","2",NA,NA,NA,NA
"2956",18,1567,2,"2","4.7","6.3","10","12","3","2",NA,NA,NA,NA
"2957",18,1568,1,"1","4.3","3.4","7","9","8","3",NA,NA,NA,NA
"2958",18,1568,2,"2","4.4","6.0","40","32","2","12",NA,NA,NA,NA
"2959",18,1568,3,"3","4.5","5.6","22","19","3","3",NA,NA,NA,NA
"2960",18,1568,4,"4","3.7","4.3","23","20","3","4",NA,NA,NA,NA
"2961",18,1574,1,"1","3.9","3.4","15","20","4","4","10",NA,NA,NA
"2962",18,1574,2,"2","6.1","5.3","21","25","6","6",NA,"8","3.5","1.3"
"2963",18,1574,3,"3","4.0","4.7","32","30","10","5","13",NA,NA,NA
"2964",18,1574,4,"4","3.1","3.2","28","31","7","7",NA,"8","2.5","1.9"
"2965",18,1576,1,"1","5.4","6.6","38","45","17","13","34",NA,NA,NA
"2966",18,1576,2,"2","3.1","2.7","19","18","15","15",NA,"8","3.5","2.0"
"2967",18,1576,3,"3","6.6","6.6","32","38","13","10","37",NA,NA,NA
"2968",18,1576,4,"4","6.2","5.7","17","31","7","12","27",NA,NA,NA
"2969",18,1549,1,"1","2.8","3.5","23","20","6","6",NA,"8","2.8","1.4"
"2970",18,1549,2,"2","4.1","4.4","24","23","11","6",NA,NA,NA,NA
"2971",18,1549,3,"3","3.0","2.9","5","5",NA,NA,NA,NA,NA,NA
"2972",18,1549,4,"4","2.3","2.6","30","31","10","12",NA,"8","3.2","2.4"
"2973",18,510,1,"1","3.3","4.4","21","22","8","10","14",NA,NA,NA
"2974",18,510,2,"2","5.9","5.0","27","28","5","4","18",NA,NA,NA
"2975",18,510,3,"3","3.2","4.3","25","30","7","6",NA,NA,NA,NA
"2976",18,510,4,"4","3.4","4.6","20","14","8","5",NA,NA,NA,NA
"2977",18,882,1,"1","3.4","3.7","30","34","7","9","14",NA,NA,NA
"2978",18,882,2,"2","5.4","6.2","25","43","9","14","25",NA,NA,NA
"2979",18,882,3,"3","2.5","2.9","30","41","13","11",NA,NA,NA,NA
"2980",18,882,4,"4","7.7","7.9","40","55","7","6","36",NA,NA,NA
"2981",18,1330,1,"1","3.1","2.9","17","16","8","8",NA,"8","2.9","0.2"
"2982",18,1330,2,"2","3.0","3.6","17","18","4","4",NA,"8","3.3","1.1"
"2983",18,1330,3,"3","3.1","3.6","21","20","10","10",NA,"8","2.3","0.2"
"2984",18,1330,4,"4","3.5","3.7","29","26","4","4",NA,"8","2.9","0.6"
"2985",18,1437,1,"1","6.1","6.7","45","36","15","22","28",NA,NA,NA
"2986",18,1437,2,"2","5.3","4.9","38","36","10","12","18",NA,NA,NA
"2987",18,1437,3,"3","4.3","5.3","17","21","13","11","16",NA,NA,NA
"2988",18,1437,4,"4","5.1","5.3","29","26","18","15","19",NA,NA,NA
"2989",18,1439,1,"1","7.7","6.7","12","12",NA,NA,NA,"37","1.9",NA
"2990",18,1441,1,"1","2.8","3.0","12","19","36","35",NA,"8","2.2","1.0"
"2991",18,1441,2,"2","3.5","4.3","19","17","32","35",NA,"8","2.2","1.1"
"2992",18,1441,3,"3","4.1","4.6","16","22","27","35",NA,"8","3.2","1.3"
"2993",18,1441,4,"4","4.7","4.5","19","17","26","28",NA,"8","2.7","1.1"
"2994",18,1443,1,"1","4.5","4.0","31","28","21","20","20",NA,NA,NA
"2995",18,1443,2,"2","3.9","4.3","23","18","6","8","17",NA,NA,NA
"2996",18,1443,3,"3","2.7","3.5","20","15","14","16","11",NA,NA,NA
"2997",18,1443,4,"4","5.0","6.5","20","20","15","15","16",NA,NA,NA
"2998",18,1485,1,"1","4.8","4.0","14","16","11","10","8",NA,NA,NA
"2999",18,1485,2,"2","2.7","1.9","14","6","6","12",NA,"8","2.3","2.5"
"3000",18,1485,3,"3","3.5","3.0","14","11","8","13",NA,"8","3.0","2.4"
"3001",18,1485,4,"4","5.6","3.6","25","30","17","13","8",NA,NA,NA
"3002",18,1617,1,"1","4.4","4.9","21","14","13","13",NA,NA,NA,NA
"3003",18,1617,2,"2","3.3","4.0","25","28","14","14",NA,"8","2.6","0.6"
"3004",18,1617,3,"3","2.0","1.9","3","4","9","9",NA,NA,NA,NA
"3005",18,1617,4,"4","2.1","1.7","3","3","8","8",NA,"8","2.3","0.2"
"3006",18,1632,1,"1","3.8","4.0","29","31","2","2","9",NA,NA,NA
"3007",18,1632,2,"2","3.5","3.6","20","18","3","5","10",NA,NA,NA
"3008",18,1632,3,"3","6.8","5.9","38","49","7","11","20",NA,NA,NA
"3009",18,1632,4,"4","5.1","6.2","32","29","7","9","15",NA,NA,NA
"3010",18,1647,1,"1","6.1","6.4","17","12","4","4","18",NA,NA,NA
"3011",18,1647,2,"2","6.9","6.4","20","10","4","9","14",NA,NA,NA
"3012",18,1647,3,"3","3.0","3.5","1","3","3","3",NA,"8","2.6","0.9"
"3013",18,1647,4,"4","3.8","4.7","11","17","3","3","17",NA,NA,NA
"3014",18,1653,1,"1","5.3","4.8","43","49","6","5","15",NA,NA,NA
"3015",18,1653,2,"2","5.4","6.4","32","34","4","5","25",NA,NA,NA
"3016",18,1653,3,"3","4.2","4.1","31","30","2","2","18",NA,NA,NA
"3017",18,1653,4,"4","4.0","4.4","25","28","6","6",NA,NA,NA,NA
"3018",18,1663,1,"1","3.5","4.5","9","7","15","14","10",NA,NA,NA
"3019",18,1663,2,"2","2.8","3.3","21","17","6","7",NA,NA,NA,NA
"3020",18,1663,3,"3","7.6","7.6","20","25","9","9",NA,NA,NA,NA
"3021",18,1663,4,"4","3.7","4.6","5","7","9","12","9",NA,NA,NA
"3022",18,1675,1,"1","4.4","3.6","9","10","15","11",NA,"8","3.0","0.4"
"3023",18,1675,2,"2","3.5","2.9","15","13","17","12",NA,"8","3.1","0.7"
"3024",18,1675,3,"3","4.8","4.3","19","19","16","15",NA,"8","3.3","0.8"
"3025",18,1675,4,"4","4.2","4.5","15","14","21","16",NA,"8","1.4","0.7"
"3026",18,1713,1,"1","2.7","3.5","15","17","7","6","11",NA,NA,NA
"3027",18,1713,2,"2","3.2","4.0","11","11","5","4",NA,"8","3.8","1.9"
"3028",18,1713,3,"3","2.6","3.3","10","10","3","3",NA,"8","2.7","2.2"
"3029",18,1713,4,"4","2.4","1.4","8","9","2","2",NA,"8","2.5","1.7"
"3030",18,1290,1,"1","3.2","3.8","15","14","21","14",NA,"8","2.5","0.1"
"3031",18,1298,1,"1","3.2","2.4","6","7",NA,NA,NA,NA,NA,NA
"3032",18,1298,2,"2","4.2","5.3","14","11",NA,NA,NA,"30","1.4",NA
"3033",18,1298,3,"3","3.1","2.8","9","9",NA,NA,NA,"15","1.7",NA
"3034",18,1298,4,"4","2.4","1.9","9","7",NA,NA,NA,NA,NA,NA
"3035",18,1311,1,"1","2.7","3.2","22","21","13","13","10",NA,NA,NA
"3036",18,1311,2,"2","2.2","2.3","20","19","8","8","10",NA,NA,NA
"3037",18,1311,3,"3","2.3","2.6","25","25","8","8",NA,"8","2.6","2.0"
"3038",18,1311,4,"4","2.5","2.8","20","23","8","8","8",NA,NA,NA
"3039",18,1312,1,"1","6.4","5.7","16","15","5","4","22",NA,NA,NA
"3040",18,1312,2,"2","3.2","3.3","18","25","3","3","11",NA,NA,NA
"3041",18,1312,3,"3","4.7","5.2","21","21","6","4","10",NA,NA,NA
"3042",18,1312,4,"4","2.7","2.4","10","12","3","3","10",NA,NA,NA
"3043",18,1319,1,"1","4.6","5.2","25","29","10","11","19",NA,NA,NA
"3044",18,1320,1,"1","2.9","3.0","15","14","6","6",NA,"8","3.1","0.8"
"3045",18,1320,2,"2","2.6","3.1","14","17","4","4",NA,"8","2.7","1.4"
"3046",18,1320,3,"3","3.1","3.1","14","17","4","4",NA,"8","2.8","0.9"
"3047",18,1320,4,"4","3.5","3.4","6","11","3","3",NA,"8","2.4","0.6"
"3048",18,1323,1,"1","4.2","3.0","10","12","6","6",NA,"8","3.4","2.1"
"3049",18,1323,2,"2","2.9","2.8","13","16","3","3",NA,"8","3.4","1.9"
"3050",18,1323,3,"3","4.7","4.1","19","21","4","4","8",NA,NA,NA
"3051",18,1323,4,"4","4.0","3.2","18","21","4","4","9",NA,NA,NA
"3052",18,1327,1,"1","2.7","3.1","10","13","5","5",NA,"8","3.2","0.2"
"3053",18,1327,2,"2","2.8","2.3","14","14","6","6",NA,"8","3.4","0.2"
"3054",18,1327,3,"3","3.3","2.4","13","13","7","7",NA,"8","3.2","1.5"
"3055",18,1327,4,"4","3.9","1.7","13","15","4","4",NA,"8","3.7","1.2"
"3056",18,1333,1,"1","3.6","3.6","22","25","3","3","12",NA,NA,NA
"3057",18,1333,2,"2","1.6","1.8","14","10","4","4","10",NA,NA,NA
"3058",18,1333,3,"3","2.4","2.0","13","12","4","4","9",NA,NA,NA
"3059",18,1333,4,"4","2.5","2.5","17","20","3","3","11",NA,NA,NA
"3060",18,1340,1,"1","4.6","3.4","20","16","11","11",NA,"8","2.3","0.2"
"3061",18,1340,2,"2","3.9","4.0","17","18","10","10",NA,"8","3.2","0.1"
"3062",18,1340,3,"3","3.4","3.3","20","18","5","5",NA,"8","2.6","0.2"
"3063",18,1340,4,"4","3.9","4.7","21","18","15","15",NA,"8","3.0","0.2"
"3064",18,1346,1,"1","2.3","1.4","28","28","7","7",NA,"8","2.9","0.1"
"3065",18,1346,2,"2","3.0","3.9","8","9","5","5",NA,"8","3.6","2.6"
"3066",18,1346,3,"3","2.2","1.7","24","25","4","4",NA,"8","3.5","2.8"
"3067",18,1346,4,"4","2.8","2.9","33","36","3","3","9",NA,NA,NA
"3068",18,1351,1,"1","4.2","3.0","25","25","5","7","17",NA,NA,NA
"3069",18,1351,2,"2","2.3","2.4","13","10","7","7",NA,"8","3.7","0.1"
"3070",18,1351,3,"3","5.7","5.4","32","27","9","7","23",NA,NA,NA
"3071",18,1351,4,"4","5.8","5.8","11","12","12","8","17",NA,NA,NA
"3072",18,1368,1,"1","3.8","2.9","14","13","8","8","13",NA,NA,NA
"3073",18,1368,2,"2","6.5","6.1","12","11","9","9","13",NA,NA,NA
"3074",18,1368,3,"3","4.5","4.4","24","25","4","7","15",NA,NA,NA
"3075",18,1368,4,"4","4.2","4.6","34","27","8","6","20",NA,NA,NA
"3076",18,1408,1,"1","2.3","2.4","6","7","17","17",NA,"8","1.4","0.2"
"3077",18,1413,1,"1","3.2","2.2","11","12",NA,NA,NA,NA,NA,NA
"3078",18,1413,2,"2","4.4","4.8","18","16",NA,NA,NA,"27","1.6",NA
"3079",18,1413,3,"3","3.6","3.0","19","15",NA,NA,NA,"20","1.6",NA
"3080",18,1413,4,"4","3.3","3.8","18","15",NA,NA,NA,NA,NA,NA
"3081",18,1421,1,"1","3.0","2.7","5","8",NA,NA,NA,"13","1.4",NA
"3082",18,1421,2,"2","6.1","3.1","7","11",NA,NA,NA,"18","2.7",NA
"3083",18,1421,3,"3","6.8","4.4","12","13",NA,NA,NA,"27","2.3",NA
"3084",18,1421,4,"4","2.4","2.3","11","9","14","14",NA,"8","1.4","0.4"
"3085",18,1500,1,"1","5.8","5.5","24","26","11","9","10",NA,NA,NA
"3086",18,1500,2,"2","4.0","4.5","22","18","5","5",NA,NA,NA,NA
"3087",18,1500,3,"3","7.1","6.3","42","30","10","4",NA,NA,NA,NA
"3088",18,1500,4,"4","4.2","4.4","23","20","7","8","8",NA,NA,NA
"3089",18,1534,1,"1","5.6","6.2","41","32","9","14","22",NA,NA,NA
"3090",18,1534,2,"2","4.9","6.9","36","41","10","12","17",NA,NA,NA
"3091",18,886,1,"1","5.4","5.3","25","27","11","13","13",NA,NA,NA
"3092",18,886,2,"2","4.1","4.3","30","35","16","14","18",NA,NA,NA
"3093",18,886,3,"3","4.9","4.6","26","24","9","8",NA,NA,NA,NA
"3094",18,886,4,"4","3.6","2.9","27","29","10","6","9",NA,NA,NA
"3095",18,956,1,"1","5.7","6.3","7","9",NA,NA,NA,"30","1.4",NA
"3096",18,956,2,"2","3.9","3.9","9","15",NA,NA,NA,NA,NA,NA
"3097",18,956,3,"3","3.6","3.0","5","6",NA,NA,NA,NA,NA,NA
"3098",18,956,4,"4","3.4","2.9","8","5",NA,NA,NA,NA,NA,NA
"3099",18,967,1,"1","4.5","4.2","25","32","16","14","26",NA,NA,NA
"3100",18,993,1,"1","2.8","3.1","7","8",NA,NA,NA,NA,NA,NA
"3101",18,993,2,"2","3.7","3.0","21","24","11","13",NA,"8","3.4","2.1"
