"","PROVINCIA","ESTADILLO","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","ANO","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA11","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2"
"1",18,2,NA,951221,0,2,2,1,4,"S",951229,0,"0908","1","0908L12","539","4215","95","098","6","6","0","0","12","12","5","5","9","1","90","40","25","45","0","0","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"01","028",NA,"12.00",NA
"2",18,3,NA,951221,0,4,4,2,4,"S",951229,0,"0908","1","0908L11","537","4214","95","098","6","6","0","0","14","14","5","5","9","1","90","60","25","45","0","7","4","4",NA,"25",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"25","3","1",NA,NA,NA,NA,NA,"45","25","37","15",NA,NA,NA,"2","02","W","14",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","236","058","8.00","5.50"
"3",18,4,NA,951221,0,4,4,1,2,"S",951229,0,"0908","1","0908L12","538","4214","95","098","6","6","0","0","14","14","2","4","9","1","90","60","25","25","0","5","4","4",NA,"45",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"45","3","6",NA,NA,NA,NA,NA,"25","45","37","15","44",NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"3","4",NA,NA,"01","096",NA,"5.25",NA
"4",18,5,NA,951221,0,4,4,3,4,"S",951229,0,"0908","1","0908L12","539","4214","95","098","6","6","0","0","13","13","4","4","9","1","90","60","25","25","0","6","4","4",NA,"45",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"45","3","6",NA,NA,NA,NA,NA,"25","45","37","15",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"3","4",NA,NA,"01","358",NA,"5.00",NA
"5",18,7,NA,951221,0,8,4,2,4,"S",951229,0,"0908","1","0908L11","536","4213","95","098","6","6","0","0","15","15","5","3","9","1","90","60","25","45","0","7","4","4",NA,"25",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"25","3","1",NA,NA,NA,NA,NA,"45","25","76","15",NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"3","4",NA,NA,"01","113",NA,"3.25",NA
"6",18,8,NA,951221,0,5,4,4,3,"S",951229,0,"0908","1","0908L13","540","4213","95","098","6","6","0","0","15","15","2","2","9","1","90","60","25","25","0","5","4","4",NA,"45",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"45","3","6",NA,NA,NA,NA,NA,"25","45","15","37",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","021",NA,"1.75",NA
"7",18,9,NA,951221,0,6,4,2,3,"S",951229,0,"0908","1","0908L13","541","4213","95","098","6","6","0","0","15","15","5","3","9","1","90","80","25","25","0","7","4","4",NA,"45",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"45","3","6",NA,NA,NA,NA,NA,"25","45","15","37",NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"3","4",NA,NA,"01","068",NA,"3.75",NA
"8",18,16,NA,951221,0,6,4,3,5,"S",951229,0,"0908","1","0908L14","542","4212","95","098","6","6","0","0","17","17","3","4","9","1","90","60","25","25","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","37","45","15","78",NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","394",NA,"4.25",NA
"9",18,18,NA,951221,0,1,1,2,4,"S",951229,0,"0908","1","0908L12","538","4211","95","098","6","6","0","0","16","16","2","2","9","1","90","50","25","45","0","6","4","4",NA,"25",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"25","3","1",NA,NA,NA,NA,NA,"45","25","15","37",NA,NA,NA,"2","02","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","310",NA,"1.50",NA
"10",18,19,NA,951221,0,7,4,4,3,"S",951229,0,"0908","1","0908L12","539","4211","95","098","6","6","0","0","15","15","5","5","9","1","90","80","25","45","0","5","4","4",NA,"25",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"25","3","1",NA,NA,NA,NA,NA,"45","25","15","37","76",NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","237",NA,"12.50",NA
"11",18,20,NA,951221,0,2,2,3,5,"S",951229,0,"0908","1","0908L13","540","4211","95","098","6","6","0","0","16","16","3","3","9","1","90","60","25","25","0","5","4","4",NA,"45",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"45","3","6",NA,NA,NA,NA,NA,"25","45","37",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"3","4",NA,NA,"01","211",NA,"2.75",NA
"12",18,22,NA,951221,0,0,0,0,0,"S",951229,0,"0908","1","0908M14","538","4210","95","098","6",NA,"0",NA,"16","16","1",NA,"9","3","90",NA,"25",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",18,23,NA,951221,0,0,0,0,0,"S",951229,0,"0908","1","0908M15","540","4210","95","098","6",NA,"0",NA,"17","17","4",NA,"9","3","90",NA,"25",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",18,28,NA,951221,0,8,4,1,5,"S",951229,0,"0909","3","0909391","546","4212","95","164","6","6","0","0","18","18","2","4","9","1","60","40","25","25","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","37",NA,NA,NA,NA,NA,"2","02","W","19",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"01","132",NA,"4.50",NA
"15",18,29,NA,951221,0,7,4,2,3,"S",951229,0,"0909","3","0909391","544","4211","95","098","6","6","0","0","17","17","2","5","9","1","60","70","25","25","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","37",NA,NA,NA,NA,NA,"2","03","W","18",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"01","397",NA,"8.50",NA
"16",18,30,NA,951221,0,2,2,1,3,"S",951229,0,"0909","3","0909392","547","4211","95","164","6","6","0","0","16","16","2","5","9","1","40","50","45","45","5","0","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","37",NA,NA,NA,NA,NA,"2","02","W","19",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"P217","366",NA,"8.25",NA
"17",18,31,NA,951221,0,3,3,2,5,"S",951229,0,"0909","3","0909393","549","4211","95","164","6","6","0","0","14","14","1","5","9","1","40","60","45","45","0","6","4","4",NA,"44",NA,"3",NA,"4",NA,"25",NA,"1",NA,"4","45","3","6",NA,"44","3","6",NA,"25","3","1",NA,"45","44","25","37",NA,NA,NA,"2","02","W","18",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","126",NA,"8.25",NA
"18",18,32,NA,951221,0,0,0,0,0,"S",951229,0,"0909","3","0909439","545","4210","95","164","6",NA,"0",NA,"17","17","2",NA,"9","3","00",NA,"25",NA,"0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",18,34,NA,951221,0,7,4,2,6,"S",951229,0,"0909","3","0909437","550","4210","95","164","1","1","0","0","14","14","2","4","9","1","60","70","25","25","0","0","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","45","37","15",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","231",NA,"5.00",NA
"20",18,36,NA,951221,0,0,0,0,0,"S",951229,0,"0909","3","0909438","548","4209","95","164","1",NA,"0",NA,"16","16","1",NA,"9","3","00",NA,"25",NA,"0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",18,37,NA,951221,0,5,4,2,6,"S",951229,0,"0909","3","0909437","551","4209","95","164","1","1","0","0","14","14","2","5","9","1","60","40","25","25","0","5","4","4",NA,"45",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"45","3","6",NA,NA,NA,NA,NA,"25","45","37",NA,NA,NA,NA,"2","02","W","14",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P405","003","191","17.00","5.75"
"22",18,38,NA,951221,0,0,0,2,3,"S",951229,0,"0909","3","0909437","552","4209","95","164","1","1","0","0","13","13","1","5","9","1","80","30","25","45","0","6","4","3",NA,"25",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"25","3","1",NA,NA,NA,NA,NA,"45","25","37",NA,NA,NA,NA,"2","02","W","16",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"M217","221",NA,"9.00",NA
"23",18,39,NA,951221,0,0,0,2,2,"S",951229,0,"0909","3","0909436","553","4209","95","164","1","1","0","0","13","13","1","2","9","1","30","30","45","45","0","9","4","3",NA,"24",NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"24","3","1",NA,NA,NA,NA,NA,"45","24","37",NA,NA,NA,NA,"2","01","W","16",NA,NA,NA,"1","1","2",NA,"0",NA,"1","4",NA,NA,"01","98",NA,"0.75",NA
"24",18,40,NA,951221,0,0,0,0,0,"S",951229,0,"0909","3","0909440","543","4208","95","164","6",NA,"0",NA,"16","16","1",NA,"9","3","60",NA,"25",NA,"7",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",18,41,NA,951221,0,1,1,0,6,"S",951229,0,"0909","3","0909439","545","4208","95","164","6","6","0","0","17","17","1","2","9","1","60","40","25","25","7","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","15",NA,NA,NA,NA,NA,"1","02","W","16",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"01","226",NA,"1.50",NA
"26",18,42,NA,951221,0,5,4,2,4,"S",951229,0,"0909","3","0909439","547","4208","95","164","6","6","0","0","15","15","1","2","9","1","60","40","25","25","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","37","45",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"3","4",NA,NA,"01","248",NA,"1.75",NA
"27",18,43,NA,951221,0,4,4,3,6,"S",960102,0,"0909","3","0909438","548","4208","95","164","1","1","0","0","15","15","2","4","9","1","60","60","25","25","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","37","15","45",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"3","4",NA,NA,"01","257",NA,"6.50",NA
"28",18,44,NA,951221,0,8,4,3,4,"S",960102,0,"0909","3","0909436","553","4208","95","164","1","1","0","0","13","13","2","2","9","1","00","60","25","25","0","0","1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","37","45","15",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"M202","150",NA,"1.00",NA
"29",18,45,NA,951221,0,5,2,2,3,"S",960102,0,"0909","3","0909436","554","4208","95","164","6","6","0","0","13","13","1","4","9","1","30","60","45","25","0","4","4","4",NA,"45",NA,"3",NA,"4",NA,"24",NA,"3",NA,"4","25","3","1",NA,"45","3","6",NA,"24","3","1",NA,"25","45","24","37",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M217","337",NA,"5.75",NA
"30",18,50,NA,951221,0,0,0,0,0,"S",960102,0,"0909","3","0909440","543","4207","95","164","6",NA,"0",NA,"16","16","1",NA,"9","3","60",NA,"25",NA,"7",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",18,51,NA,951221,0,0,0,0,0,"S",960102,0,"0909","3","0909440","544","4207","95","164","6",NA,"0",NA,"15","15","2",NA,"9","3","60",NA,"25",NA,"7",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",18,52,NA,951221,0,0,0,0,0,"S",960102,0,"0909","3","0909439","546","4207","95","164","6",NA,"0",NA,"15","15","1",NA,"9","3","60",NA,"25",NA,"7",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",18,53,NA,951221,0,7,4,1,3,"S",960102,0,"0909","3","0909439","547","4207","95","164","6","6","0","0","15","15","2","3","9","1","60","40","25","25","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","37",NA,NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"01","394",NA,"3.75",NA
"34",18,54,NA,951221,0,1,1,2,4,"S",960102,0,"0909","3","0909438","549","4207","95","164","6","6","0","0","14","14","1","3","9","1","60","40","25","25","0","7","4","4",NA,"37",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"25","3","1",NA,"37","3","6",NA,NA,NA,NA,NA,"25","37","45",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","53",NA,"2.75",NA
"35",18,56,NA,951221,0,8,4,3,3,"S",960102,0,"0909","3","0909435","555","4207","95","164","6","6","0","0","13","13","2","5","9","1","60","60","25","25","7","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","37","45",NA,NA,NA,NA,"2","02","W","14",NA,NA,NA,"4","1","1",NA,"0",NA,"0","0",NA,NA,"01","278",NA,"8.00",NA
"36",18,57,NA,951221,0,0,0,0,0,"S",960102,0,"0909","3","0909434","557","4207","95","164","6",NA,"0",NA,"12","12","1",NA,"9","3","60",NA,"25",NA,"7",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",18,58,NA,951221,0,9,4,2,5,"S",960102,0,"0929","1","0929J15","541","4206","95","164","0","6","0","0","00","16","0","4","0","1","00","40","00","45","0","6","0","4",NA,"15",NA,"2",NA,"2",NA,"37",NA,"2",NA,"2","45","3","6",NA,"15","3","6",NA,"37","3","6",NA,"45","15","37",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","062",NA,"4.25",NA
"38",18,59,NA,951222,0,7,4,2,4,"S",960102,0,"0929","1","0929J11","534","4205","95","098","6","6","0","0","17","17","2","5","9","1","80","60","25","25","5","9","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","45","15","37",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"3","4",NA,NA,"P405","329",NA,"8.50",NA
"39",18,61,NA,951222,0,5,4,3,6,"S",960102,0,"0929","1","0929J13","536","4205","95","098","6","6","0","0","14","14","2","4","9","1","80","40","25","45","5","9","4","4",NA,"37",NA,"1",NA,"3",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"37","3","6",NA,NA,NA,NA,NA,"45","37","15",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","251",NA,"5.50",NA
"40",18,62,NA,951222,0,0,0,2,3,"S",960102,0,"0929","1","0929J13","537","4205","95","164","0","6","0","0","00","16","0","4","0","1","00","20","00","45","0","6","0","3",NA,"37",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"37","3","6",NA,NA,NA,NA,NA,"45","37",NA,NA,NA,NA,NA,"2","01","W","15",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","154",NA,"6.00",NA
"41",18,63,NA,951222,0,2,2,1,6,"S",960102,0,"0929","1","0929J13","538","4205","95","164","0","6","0","0","00","17","0","5","0","1","00","15","00","45","0","0","0","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","15",NA,NA,NA,NA,NA,"2","01","W","18",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","089",NA,"8.75",NA
"42",18,64,NA,951222,0,1,1,3,6,"S",960102,0,"0929","1","0929J14","539","4205","95","164","6","6","0","0","15","15","2","5","9","1","70","60","04","45","7","7","0","4",NA,"25",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"25","3","1",NA,NA,NA,NA,NA,"45","25","15","37",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","115",NA,"9.75",NA
"43",18,65,NA,951222,0,5,4,3,3,"S",960102,0,"0929","1","0929J14","540","4205","95","164","0","6","0","0","00","16","0","4","0","1","00","60","00","45","0","8","0","4",NA,"25",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"25","3","1",NA,NA,NA,NA,NA,"45","25","37","15",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"3","4",NA,NA,"01","89",NA,"4.50",NA
"44",18,67,NA,951222,0,2,1,2,3,"S",960102,0,"0929","1","0929J15","542","4205","95","164","0","6","0","0","00","14","0","4","0","1","00","50","00","45","0","5","0","4",NA,"25",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"25","3","6",NA,NA,NA,NA,NA,"45","25","37","39","15","24",NA,"2","02","W","20",NA,NA,NA,"4","1","2",NA,"0",NA,"0","0",NA,NA,"P217","085",NA,"5.00",NA
"45",18,66,NA,951222,0,0,0,0,0,"S",960102,0,"0929","1","0929J15","541","4205","95","164","6",NA,"0",NA,"15","15","2",NA,"9","3","60",NA,"45",NA,"8",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",18,68,NA,951222,0,5,4,3,3,"S",960102,0,"0929","1","0929J11","533","4204","95","098","6","6","0","0","17","17","2","5","9","1","80","60","25","25","5","9","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","37","15","45",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M405","174",NA,"9.75",NA
"47",18,69,NA,951222,0,3,3,2,4,"S",960102,0,"0929","1","0929J11","534","4204","95","098","6","6","0","0","15","15","2","5","9","1","20","40","04","45","6","0","0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","37","25",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","1",NA,"0","4","3","4",NA,NA,"01","026",NA,"8.00",NA
"48",18,72,NA,951222,0,0,0,2,3,"S",960102,0,"0929","3","0929J14","539","4204","95","164","0","6","0","0","00","15","0","5","0","1","00","30","00","45","0","7","0","3",NA,"25",NA,"2",NA,"4",NA,"37",NA,"1",NA,"3","45","3","6",NA,"25","3","1",NA,"37","3","6",NA,"45","25","37",NA,NA,NA,NA,"2","02","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P217","383",NA,"8.25",NA
"49",18,74,NA,951222,0,3,3,2,2,"S",960102,0,"0929","1","0929J11","523","4203","95","098","6","6","0","0","16","16","2","5","9","1","50","50","04","45","6","6","4","4",NA,"37",NA,"3",NA,"3",NA,"25",NA,"1",NA,"4","45","3","6",NA,"37","3","6",NA,"25","3","1",NA,"45","37","25",NA,NA,NA,NA,"2","02","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M217","173",NA,"9.00",NA
"50",18,76,NA,951222,0,0,0,0,0,"S",960102,0,"0929","1","0929J15","542","4203","95","164","0",NA,"0",NA,"13","13","0",NA,"0","3","00",NA,"00",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",18,79,NA,951222,0,3,2,1,2,"S",960102,0,"0929","1","0929J10","532","4202","95","098","6","6","0","0","15","15","2","5","9","1","50","50","04","45","6","7","0","4",NA,"25",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"25","3","1",NA,NA,NA,NA,NA,"45","25","37","15",NA,NA,NA,"2","02","W","18",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M217","230",NA,"9.25",NA
"52",18,81,NA,951222,0,4,4,3,4,"S",960102,0,"0929","1","0929J14","539","4202","95","164","6","6","0","0","17","17","2","4","9","1","60","60","25","25","8","8","4","4",NA,"15",NA,"1",NA,"3",NA,"45",NA,"1",NA,"3","25","3","1",NA,"15","3","6",NA,"45","3","6",NA,"25","15","45","37","78",NA,NA,"2","02","W","17",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","380",NA,"6.75",NA
"53",18,83,NA,951222,0,0,0,0,0,"S",960102,0,"0929","1","0929J15","541","4202","95","164","6",NA,"0",NA,"15","15","2",NA,"9","3","20",NA,"25",NA,"6",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",18,84,NA,951222,0,0,0,2,3,"S",960102,0,"0929","1","0929J16","542","4202","95","164","6","6","0","0","13","13","2","5","9","1","90","40","25","45","7","8","4","3",NA,"37",NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"37","3","6",NA,NA,NA,NA,NA,"45","37","25",NA,NA,NA,NA,"2","02","W","18",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","346",NA,"8.50",NA
"55",18,86,NA,951222,0,3,3,2,1,"S",960102,0,"0929","1","0929K13","533","4201","95","098","6","6","0","0","13","13","1","2","9","1","50","40","04","45","6","8","0","3",NA,"37",NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"37","3","6",NA,NA,NA,NA,NA,"45","37",NA,NA,NA,NA,NA,"2","01","W","13",NA,NA,NA,"1","1","2",NA,"0","2","4","0",NA,NA,"01","387",NA,"2.25",NA
