"","COD_LINEA","ESTRATO","ESPECIE","LIT_LINEA","CANT_P_MA","AREAB","VCC","VSC","IAVC","VLE"
"657",4,12,0,"30",6.4,0.4331283,1.4221392,1.0564088,0.0439282,0.1641786
"658",4,12,0,"35",1.35,0.1277948,0.5283756,0.4003412,0.01546,0.0512353
"659",4,12,0,"40",0.34,0.0461124,0.2104581,0.1631409,0.0055212,0.0196287
"660",4,12,0,"45",0.36,0.0546256,0.2322026,0.1804945,0.0060229,0.0236148
"661",4,12,0,"55",0.12,0.0267021,0.0839658,0.0703693,0.0054208,0.0121014
"662",5,12,0,"TOTALES",225.23,4.2356354,12.6524693,9.0439689,0.7400225,1.3876643
"663",6,12,0,"S2 (X)",57993.04,14.55,155.53,82.93,1.32,1.55
"664",1,13,21,"10",4.99,0.0468944,0.1152604,0.0906265,0.0113144,0.0141824
"665",1,13,21,"15",1.87,0.031454,0.0897117,0.0703162,0.0082455,0.0099253
"666",1,13,21,"20",0.62,0.0185442,0.0685617,0.0554402,0.0041222,0.0061001
"667",2,13,21,"TOTALES",7.48,0.0968926,0.2735338,0.2163829,0.0236821,0.0302078
"668",3,13,21,"S2 (X)",2860.83,0.47,3.81,2.38,0.02,0.04
"669",1,13,24,"15",3.74,0.0659579,0.1865729,0.1288594,0.0099779,0.0200346
"670",1,13,24,"20",0.62,0.0153573,0.0473776,0.0326445,0.0021496,0.0049197
"671",1,13,24,"25",0.83,0.0384351,0.175326,0.1295682,0.0058845,0.0136808
"672",1,13,24,"30",0.83,0.0583248,0.2218478,0.1661245,0.0065929,0.0222344
"673",1,13,24,"35",0.55,0.0524838,0.248085,0.1890828,0.0070505,0.0210173
"674",1,13,24,"40",0.28,0.0383396,0.2076035,0.1626604,0.0051822,0.0163459
"675",2,13,24,"TOTALES",6.85,0.2688985,1.0868128,0.8089398,0.0368376,0.0982327
"676",3,13,24,"S2 (X)",919.84,1.33,24.34,13.56,0.02,0.18
"677",1,13,25,"15",0.62,0.0084766,0.0224447,0.0154905,0.0022537,0.002011
"678",1,13,25,"25",1.66,0.0798149,0.3946026,0.2877754,0.0129457,0.0245767
"679",1,13,25,"30",1.94,0.127735,0.6488057,0.4798281,0.0187657,0.0419391
"680",1,13,25,"35",0.55,0.0472413,0.2463362,0.1838828,0.0065179,0.016355
"681",2,13,25,"TOTALES",4.77,0.2632678,1.3121892,0.9669768,0.040483,0.0848818
"682",3,13,25,"S2 (X)",923.54,2.66,66.33,35.99,0.06,0.27
"683",1,13,26,"25",0.28,0.0139452,0.0441898,0.0297032,0.0019306,0.0037847
"684",1,13,26,"30",0.28,0.0165959,0.0490081,0.0331937,0.0020087,0.0045993
"685",1,13,26,"35",0.28,0.0280784,0.1125784,0.0798637,0.0032321,0.0082889
"686",1,13,26,"40",0.28,0.0361775,0.1819227,0.1320853,0.0049788,0.0110101
"687",1,13,26,"45",0.4,0.060065,0.2340181,0.1689786,0.0064105,0.0185964
"688",1,13,26,"50",0.1,0.0176962,0.0853983,0.0628948,0.0024047,0.0055876
"689",1,13,26,"60",0.1,0.0293283,0.1473779,0.1126776,0.0049413,0.0098399
"690",2,13,26,"TOTALES",1.72,0.2018865,0.8544933,0.6193969,0.0259067,0.0617069
"691",3,13,26,"S2 (X)",63.34,0.83,14.02,7.29,0.01,0.07
"692",1,13,43,"10",17.48,0.1387687,0.3670678,0.2545978,0.0254231,0.0588496
"693",1,13,43,"15",15.6,0.2736208,0.9549718,0.7205376,0.0333551,0.1291187
"694",1,13,43,"20",6.24,0.1923895,0.6596293,0.507096,0.017615,0.0977381
"695",1,13,43,"25",3.61,0.1792757,0.6299905,0.490368,0.0130756,0.0971943
"696",1,13,43,"30",1.94,0.1298297,0.4986997,0.3912375,0.0083323,0.0732872
"697",1,13,43,"35",0.55,0.0516149,0.179414,0.1414938,0.0024754,0.0304587
"698",1,13,43,"40",0.55,0.0684623,0.2260464,0.179033,0.0025793,0.0419971
"699",1,13,43,"45",0.1,0.0162374,0.048663,0.0387069,0.0004335,0.0103356
"700",1,13,43,"50",0.2,0.0412458,0.1255959,0.1006339,0.0005641,0.0271239
"701",2,13,43,"TOTALES",46.27,1.0914448,3.6900784,2.8237045,0.1038534,0.5661032
"702",3,13,43,"S2 (X)",21967.97,13.73,171.15,100.99,0.12,3.78
"703",1,13,45,"10",149.79,1.0731591,2.0728352,1.4666192,0,0.5844151
"704",1,13,45,"15",39.94,0.6437745,1.3268017,1.0359411,0,0.437397
"705",1,13,45,"20",16.85,0.512961,0.9811967,0.7858582,0,0.4158332
"706",1,13,45,"25",5.55,0.2732645,0.5047635,0.4151751,0,0.2532864
"707",1,13,45,"30",2.77,0.1895254,0.3802719,0.316893,0,0.1926047
"708",1,13,45,"35",1.39,0.1343313,0.2309745,0.1950524,0,0.1506655
"709",1,13,45,"45",0.1,0.0151155,0.0264096,0.0225317,0,0.0192155
"710",1,13,45,"50",0.2,0.0397307,0.0679759,0.0581843,0,0.0546107
"711",2,13,45,"TOTALES",216.59,2.881862,5.591229,4.296255,0,2.1080281
"712",3,13,45,"S2 (X)",88796.24,12.1,46.34,27.24,0,6.54
"713",1,13,58,"15",3.74,0.0678033,0.1567438,0.0701009,0.0691047,0.0249797
"714",1,13,58,"20",0.62,0.0170501,0.0448895,0.0282377,0.0123856,0.0064897
"715",2,13,58,"TOTALES",4.36,0.0848534,0.2016333,0.0983386,0.0814903,0.0314694
"716",3,13,58,"S2 (X)",973.47,0.36,2.07,0.49,0.33,0.05
"717",1,13,99,"10",2.5,0.0153573,0.0290908,0.0123374,0.0147094,0.0043842
"718",1,13,99,"25",0.28,0.013671,0.0272444,0.0220961,0.0020444,0.0067473
"719",2,13,99,"TOTALES",2.78,0.0290283,0.0563352,0.0344335,0.0167538,0.0111315
"720",3,13,99,"S2 (X)",320.38,0.02,0.07,0.03,0.01,0
"721",4,13,0,"10",174.76,1.2741795,2.5842542,1.8241809,0.0514469,0.6618313
"722",4,13,0,"15",65.51,1.0910871,2.7372466,2.0412457,0.1229369,0.6234663
"723",4,13,0,"20",24.95,0.7563021,1.8016548,1.4092766,0.0362724,0.5310808
"724",4,13,0,"25",12.21,0.5984064,1.7761168,1.374686,0.0358808,0.3992702
"725",4,13,0,"30",7.76,0.5220108,1.7986332,1.3872768,0.0356996,0.3346647
"726",4,13,0,"35",3.32,0.3137497,1.0173881,0.7893755,0.0192759,0.2267854
"727",4,13,0,"40",1.11,0.1429794,0.6155726,0.4737787,0.0127403,0.0693531
"728",4,13,0,"45",0.6,0.0914179,0.3090907,0.2302172,0.006844,0.0481475
"729",4,13,0,"50",0.5,0.0986727,0.2789701,0.221713,0.0029688,0.0873222
"730",4,13,0,"60",0.1,0.0293283,0.1473779,0.1126776,0.0049413,0.0098399
"731",5,13,0,"TOTALES",290.82,4.9181339,13.066305,9.864428,0.3290069,2.9917614
"732",6,13,0,"S2 (X)",94954.98,23.17,268.73,153.68,0.81,7.93
"733",1,14,24,"45",0.1,0.0161305,0.0351195,0.0272322,0.0007482,0.007057
"734",2,14,24,"TOTALES",0.1,0.0161305,0.0351195,0.0272322,0.0007482,0.007057
"735",3,14,24,"S2 (X)",0.5,0.01,0.06,0.03,0,0
"736",1,14,43,"10",2.5,0.0228704,0.0867918,0.0633337,0.0042556,0.0098396
"737",1,14,43,"15",1.25,0.0192893,0.0615865,0.0459648,0.0024417,0.0089121
"738",1,14,43,"20",6.87,0.2225574,0.9665013,0.748922,0.0221406,0.1139286
"739",1,14,43,"25",5.27,0.2621128,1.2666628,0.9926523,0.0218552,0.142117
"740",1,14,43,"30",3.33,0.2245477,0.8503727,0.667569,0.0138533,0.12688
"741",1,14,43,"35",3.33,0.3263548,1.1443985,0.9042912,0.0144842,0.1939691
"742",1,14,43,"40",0.55,0.0679583,0.374376,0.3005135,0.0012689,0.0416323
"743",1,14,43,"45",0.5,0.0797754,0.2419828,0.1924683,0.0021597,0.0506738
"744",1,14,43,"50",0.3,0.0578802,0.1574833,0.1255195,0.0012108,0.0377323
"745",1,14,43,"55",0.1,0.0217828,0.0641038,0.051376,0.0002788,0.0144314
"746",2,14,43,"TOTALES",24,1.3051291,5.2142595,4.0926103,0.0839488,0.7401162
"747",3,14,43,"S2 (X)",11956.11,25.14,563.47,347.58,0.14,7.8
"748",1,14,45,"10",59.92,0.447807,0.7444627,0.5155618,0,0.246167
"749",1,14,45,"15",18.72,0.3127354,0.5888792,0.4540618,0,0.2148419
"750",1,14,45,"20",5.62,0.1579812,0.3074808,0.2436778,0,0.1252957
"751",1,14,45,"25",4.16,0.208631,0.3759168,0.30918,0,0.194238
"752",1,14,45,"30",1.66,0.1218009,0.2476465,0.2072777,0,0.1261576
"753",1,14,45,"35",0.83,0.0765258,0.1360951,0.1148696,0,0.0844916
"754",1,14,45,"40",0.55,0.0664921,0.1207079,0.1026158,0,0.0791664
"755",1,14,45,"45",0.1,0.0162017,0.0293079,0.0250427,0,0.0210049
"756",1,14,45,"50",0.1,0.021208,0.0390902,0.0335022,0,0.0296722
"757",2,14,45,"TOTALES",91.66,1.4293831,2.5895871,2.0057894,0,1.1210353
"758",3,14,45,"S2 (X)",25360.23,3.65,12.21,7.63,0,2.73
"759",1,14,58,"25",0.28,0.0138352,0.029105,0.0206072,0.0059225,0.0055379
"760",1,14,58,"30",0.28,0.0200018,0.04698,0.0362871,0.0067218,0.0082569
"761",1,14,58,"35",0.28,0.0241586,0.1159759,0.0961532,0.0096019,0.0101316
"762",1,14,58,"50",0.1,0.018947,0.0963226,0.0806462,0.0053224,0.0084805
"763",2,14,58,"TOTALES",0.94,0.0769426,0.2883835,0.2336937,0.0275686,0.0324069
"764",3,14,58,"S2 (X)",44.3,0.3,4.24,2.78,0.03,0.05
"765",1,14,99,"10",9.99,0.0599851,0.1047961,0.0393626,0.0586377,0.0171363
"766",1,14,99,"25",0.28,0.013671,0.0236882,0.0190277,0.0019844,0.0067473
"767",1,14,99,"50",0.1,0.0186398,0.0767597,0.0643237,0.0017475,0.0130591
"768",2,14,99,"TOTALES",10.37,0.0922959,0.205244,0.122714,0.0623696,0.0369427
"769",3,14,99,"S2 (X)",2488.79,0.11,0.58,0.26,0.08,0.01
"770",4,14,0,"10",72.41,0.5306625,0.9360506,0.6182581,0.0628933,0.2731429
"771",4,14,0,"15",19.97,0.3320247,0.6504657,0.5000266,0.0024417,0.223754
"772",4,14,0,"20",12.49,0.3805386,1.2739821,0.9925998,0.0221406,0.2392243
"773",4,14,0,"25",9.99,0.49825,1.6953728,1.3414672,0.0297621,0.3486402
"774",4,14,0,"30",5.27,0.3663504,1.1449992,0.9111338,0.0205751,0.2612945
"775",4,14,0,"35",4.44,0.4270392,1.3964695,1.115314,0.0240861,0.2885923
"776",4,14,0,"40",1.1,0.1344504,0.4950839,0.4031293,0.0012689,0.1207987
"777",4,14,0,"45",0.7,0.1121076,0.3064102,0.2447432,0.0029079,0.0787357
"778",4,14,0,"50",0.6,0.116675,0.3696558,0.3039916,0.0082807,0.0889441
"779",4,14,0,"55",0.1,0.0217828,0.0641038,0.051376,0.0002788,0.0144314
"780",5,14,0,"TOTALES",127.07,2.9198812,8.3325936,6.4820396,0.1746352,1.9375581
"781",6,14,0,"S2 (X)",35204.83,26.86,566.77,350.46,0.27,9.52
"782",1,15,21,"30",0.28,0.0218403,0.0964206,0.0817164,0.0038804,0.0077045
"783",2,15,21,"TOTALES",0.28,0.0218403,0.0964206,0.0817164,0.0038804,0.0077045
"784",3,15,21,"S2 (X)",4,0.02,0.46,0.33,0,0
"785",1,15,24,"15",0.64,0.0119351,0.0317886,0.0219457,0.0013194,0.003655
"786",1,15,24,"20",0.64,0.019602,0.0479773,0.0340439,0.0016473,0.0065171
"787",1,15,24,"25",0.57,0.0265347,0.0725839,0.0529979,0.0020508,0.0094613
"788",1,15,24,"40",0.28,0.0356442,0.090091,0.0693397,0.0019717,0.0149652
"789",1,15,24,"55",0.1,0.0254479,0.1231042,0.1000454,0.0025717,0.0119672
"790",2,15,24,"TOTALES",2.23,0.1191639,0.365545,0.2783726,0.0095609,0.0465658
"791",3,15,24,"S2 (X)",172.13,0.25,2.23,1.28,0,0.03
"792",1,15,26,"30",0.57,0.0353625,0.1156347,0.079086,0.0043599,0.009853
"793",1,15,26,"45",0.1,0.0172238,0.1002941,0.0744894,0.0029122,0.0054079
"794",2,15,26,"TOTALES",0.67,0.0525863,0.2159288,0.1535754,0.0072721,0.0152609
"795",3,15,26,"S2 (X)",22.29,0.13,2.33,1.17,0,0.01
"796",1,15,43,"15",0.64,0.0132845,0.0320242,0.0239257,0.0012557,0.0063934
"797",1,15,43,"20",0.64,0.019208,0.0428812,0.0324714,0.0014335,0.0097204
"798",2,15,43,"TOTALES",1.28,0.0324925,0.0749054,0.0563971,0.0026892,0.0161138
"799",3,15,43,"S2 (X)",81.05,0.05,0.28,0.15,0,0.01
"800",1,15,45,"10",117.14,0.841114,1.6858421,1.2013814,0,0.4589732
"801",1,15,45,"15",49.66,0.8062163,1.6561653,1.2868761,0,0.5490012
"802",1,15,45,"20",12.1,0.3634726,0.6865295,0.546002,0,0.293555
"803",1,15,45,"25",3.11,0.1508954,0.2649411,0.2171092,0,0.1393278
"804",1,15,45,"30",0.85,0.0574503,0.1171763,0.0975514,0,0.0583215
"805",1,15,45,"35",0.57,0.050109,0.0843304,0.0709708,0,0.0547407
"806",2,15,45,"TOTALES",183.43,2.2692576,4.4949847,3.4198909,0,1.5539194
"807",3,15,45,"S2 (X)",63147.78,10.7,43.97,26.29,0,5.6
"808",1,15,58,"15",3.18,0.0522968,0.1786511,0.0995767,0.0608168,0.0190934
"809",1,15,58,"20",2.55,0.0789867,0.2432165,0.1680355,0.0532619,0.0304262
"810",1,15,58,"25",0.85,0.0397778,0.0947665,0.0680691,0.0183802,0.0158458
"811",1,15,58,"40",0.28,0.0334539,0.1988872,0.1666966,0.0127496,0.0143931
"812",2,15,58,"TOTALES",6.86,0.2045152,0.7155213,0.5023779,0.1452085,0.0797585
"813",3,15,58,"S2 (X)",2353.89,2.09,25.59,12.61,1.05,0.31
"814",4,15,0,"10",117.14,0.841114,1.6858421,1.2013814,0,0.4589732
"815",4,15,0,"15",54.12,0.8837327,1.8986292,1.4323242,0.0633919,0.578143
"816",4,15,0,"20",15.93,0.4812693,1.0206045,0.7805528,0.0563427,0.3402187
"817",4,15,0,"25",4.53,0.2172079,0.4322915,0.3381762,0.020431,0.1646349
"818",4,15,0,"30",1.7,0.1146531,0.3292316,0.2583538,0.0082403,0.075879
"819",4,15,0,"35",0.57,0.050109,0.0843304,0.0709708,0,0.0547407
"820",4,15,0,"40",0.56,0.0690981,0.2889782,0.2360363,0.0147213,0.0293583
"821",4,15,0,"45",0.1,0.0172238,0.1002941,0.0744894,0.0029122,0.0054079
"822",4,15,0,"55",0.1,0.0254479,0.1231042,0.1000454,0.0025717,0.0119672
"823",5,15,0,"TOTALES",194.75,2.6998558,5.9633058,4.4923303,0.1686111,1.7193229
"824",6,15,0,"S2 (X)",65106.98,13.34,80.84,45.8,1.05,6.12
"825",1,16,21,"20",0.59,0.0170667,0.0478299,0.037926,0.0032051,0.0056034
"826",2,16,21,"TOTALES",0.59,0.0170667,0.0478299,0.037926,0.0032051,0.0056034
"827",3,16,21,"S2 (X)",18.76,0.01,0.12,0.07,0,0
"828",1,16,24,"15",0.59,0.0099362,0.0261616,0.0181627,0.001452,0.0029898
"829",2,16,24,"TOTALES",0.59,0.0099362,0.0261616,0.0181627,0.001452,0.0029898
"830",3,16,24,"S2 (X)",18.76,0,0.03,0.01,0,0
"831",1,16,25,"10",2.36,0.025785,0.0360565,0.009953,0.0078179,0.0058503
"832",1,16,25,"25",0.26,0.0129631,0.0473762,0.0340557,0.0017469,0.0040131
"833",2,16,25,"TOTALES",2.62,0.0387481,0.0834327,0.0440087,0.0095648,0.0098634
"834",3,16,25,"S2 (X)",302.65,0.04,0.18,0.06,0,0
"835",1,16,26,"10",2.36,0.0188906,0.0374024,0.0235634,0.0031737,0.0041116
"836",1,16,26,"15",0.59,0.007526,0.018009,0.011445,0.0014722,0.0017324
"837",1,16,26,"20",1.77,0.0585162,0.1764583,0.1147307,0.0099797,0.0151386
"838",1,16,26,"25",0.79,0.0387302,0.1399399,0.0928954,0.004985,0.0104935
"839",1,16,26,"30",0.52,0.032734,0.1312986,0.0908949,0.0044653,0.0091196
"840",1,16,26,"35",0.26,0.0237159,0.1048669,0.0743442,0.0030205,0.0069078
"841",2,16,26,"TOTALES",6.29,0.1801129,0.6079751,0.4078736,0.0270964,0.0475035
"842",3,16,26,"S2 (X)",2134.82,1.75,19.96,8.98,0.03,0.12
"843",1,16,43,"10",23.58,0.194216,0.5304681,0.3711214,0.0349601,0.0828299
"844",1,16,43,"15",8.25,0.1325463,0.4344201,0.3254035,0.016538,0.061663
"845",1,16,43,"20",5.31,0.1610864,0.5045538,0.3867316,0.0141471,0.0816929
"846",2,16,43,"TOTALES",37.14,0.4878487,1.469442,1.0832565,0.0656452,0.2261858
"847",3,16,43,"S2 (X)",26219.23,4.02,39.52,21.64,0.07,0.85
"848",1,16,45,"10",82.52,0.572693,1.0717747,0.7490629,0,0.3096352
"849",1,16,45,"15",28.29,0.4795049,0.9630831,0.7460805,0,0.3302117
"850",1,16,45,"20",7.07,0.2143796,0.4151769,0.3319321,0,0.1734391
"851",1,16,45,"25",1.05,0.0481694,0.084442,0.068997,0,0.0438515
"852",1,16,45,"30",0.52,0.0346687,0.060869,0.0507378,0,0.0348716
"853",2,16,45,"TOTALES",119.45,1.3494156,2.5953457,1.9468103,0,0.8920091
"854",3,16,45,"S2 (X)",50359.71,4.45,16.45,9.2,0,1.96
"855",1,16,99,"15",0.59,0.009401,0.0220907,0.0160551,0.0037354,0.0034483
"856",1,16,99,"20",0.59,0.0142593,0.0329143,0.0253978,0.0039207,0.0058362
"857",1,16,99,"45",0.19,0.0298659,0.1379984,0.1155543,0.0032049,0.0200666
"858",1,16,99,"50",0.09,0.0203003,0.0970676,0.0817844,0.0019622,0.0147657
"859",1,16,99,"55",0.09,0.0227758,0.107789,0.0910182,0.0020878,0.0170753
"860",1,16,99,"65",0.09,0.0315861,0.1537519,0.1309906,0.0025545,0.0258079
"861",1,16,99,"70",0.38,0.1762335,0.8630167,0.744664,0.0118043,0.1581266
"862",2,16,99,"TOTALES",2.02,0.3044219,1.4146286,1.2054644,0.0292698,0.2451266
"863",3,16,99,"S2 (X)",111.92,4.27,99.83,73.16,0.02,3
"864",4,16,0,"10",110.82,0.8115846,1.6757017,1.1537007,0.0459517,0.402427
"865",4,16,0,"15",38.31,0.6389144,1.4637645,1.1171468,0.0231976,0.4000452
"866",4,16,0,"20",15.33,0.4653082,1.1769332,0.8967182,0.0312526,0.2817102
"867",4,16,0,"25",2.1,0.0998627,0.2717581,0.1959481,0.0067319,0.0583581
"868",4,16,0,"30",1.04,0.0674027,0.1921676,0.1416327,0.0044653,0.0439912
"869",4,16,0,"35",0.26,0.0237159,0.1048669,0.0743442,0.0030205,0.0069078
"870",4,16,0,"45",0.19,0.0298659,0.1379984,0.1155543,0.0032049,0.0200666
"871",4,16,0,"50",0.09,0.0203003,0.0970676,0.0817844,0.0019622,0.0147657
"872",4,16,0,"55",0.09,0.0227758,0.107789,0.0910182,0.0020878,0.0170753
"873",4,16,0,"65",0.09,0.0315861,0.1537519,0.1309906,0.0025545,0.0258079
"874",4,16,0,"70",0.38,0.1762335,0.8630167,0.744664,0.0118043,0.1581266
"875",5,16,0,"TOTALES",168.7,2.3875501,6.2448156,4.7435022,0.1362333,1.4292816
"876",6,16,0,"S2 (X)",80780.75,14.16,169.12,108.04,0.14,5.44
"877",1,17,24,"15",0.6,0.0079105,0.0285311,0.0189361,0.0016456,0.0022849
"878",1,17,24,"30",0.27,0.0173282,0.0769961,0.0575853,0.0024101,0.0065187
"879",1,17,24,"35",0.27,0.0277005,0.1241921,0.0948298,0.0034981,0.0112625
"880",2,17,24,"TOTALES",1.14,0.0529392,0.2297193,0.1713512,0.0075538,0.0200661
"881",3,17,24,"S2 (X)",68.2,0.14,2.79,1.55,0,0.02
"882",1,17,25,"25",0.27,0.0155101,0.0800816,0.0589872,0.0024041,0.0049631
"883",1,17,25,"35",0.27,0.0264946,0.1951362,0.1476763,0.0045226,0.0094659
"884",1,17,25,"50",0.1,0.0177164,0.128159,0.0985991,0.0025628,0.0071901
"885",2,17,25,"TOTALES",0.64,0.0597211,0.4033768,0.3052626,0.0094895,0.0216191
"886",3,17,25,"S2 (X)",10.56,0.11,5.82,3.36,0,0.01
"887",1,17,26,"30",0.27,0.0184923,0.0741676,0.051633,0.0024098,0.0052159
"888",1,17,26,"45",0.1,0.0151476,0.111676,0.0838509,0.0034065,0.0047161
"889",2,17,26,"TOTALES",0.37,0.0336399,0.1858436,0.1354839,0.0058163,0.009932
"890",3,17,26,"S2 (X)",6.98,0.05,1.83,0.97,0,0
"891",1,17,45,"40",0.27,0.0308325,0.1227752,0.1039372,0,0.0363093
"892",2,17,45,"TOTALES",0.27,0.0308325,0.1227752,0.1039372,0,0.0363093
"893",3,17,45,"S2 (X)",3.77,0.05,0.79,0.57,0,0.06
"894",1,17,58,"10",74.47,0.6022512,3.1197001,1.5091932,1.3739554,0.2080236
"895",1,17,58,"15",244.44,4.4974641,32.3474398,24.0264687,5.5154665,1.6587893
"896",1,17,58,"20",195.19,6.131521,55.3311126,44.8968771,5.6712901,2.3636247
"897",1,17,58,"25",91.55,4.2859348,42.7927795,35.5901169,3.3380202,1.7075164
"898",1,17,58,"30",19.48,1.2807086,11.976239,10.0203055,0.8166092,0.5247323
"899",1,17,58,"35",1.33,0.1223953,0.867808,0.7250084,0.0571206,0.0515634
"900",1,17,58,"40",0.8,0.1056435,0.931791,0.7756152,0.0464028,0.0458705
"901",1,17,58,"45",0.19,0.0321924,0.1981396,0.1652772,0.0104623,0.0142604
"902",1,17,58,"60",0.1,0.0256522,0.2132636,0.1727066,0.0071806,0.0118142
"903",1,17,58,"70",0.1,0.0404399,0.1549448,0.1278565,0.0065437,0.0193472
"904",2,17,58,"TOTALES",627.65,17.124203,147.933218,118.0094253,16.8430514,6.605542
"905",3,17,58,"S2 (X)",164787.22,142.1,17880.11,12467.37,130.56,21.99
"906",1,17,99,"10",4.8,0.0393907,0.0700931,0.0359236,0.028552,0.0125674
"907",1,17,99,"15",1.2,0.0244652,0.0474675,0.0348331,0.0076539,0.0095733
"908",1,17,99,"25",0.27,0.0127383,0.0528945,0.0433518,0.0024099,0.006234
"909",2,17,99,"TOTALES",6.27,0.0765942,0.1704551,0.1141085,0.0386158,0.0283747
"910",3,17,99,"S2 (X)",1288.71,0.11,0.5,0.22,0.04,0.01
"911",4,17,0,"10",79.27,0.6416419,3.1897932,1.5451168,1.4025074,0.220591
"912",4,17,0,"15",246.24,4.5298398,32.4234384,24.0802379,5.524766,1.6706475
"913",4,17,0,"20",195.19,6.131521,55.3311126,44.8968771,5.6712901,2.3636247
"914",4,17,0,"25",92.09,4.3141832,42.9257556,35.6924559,3.3428342,1.7187135
"915",4,17,0,"30",20.02,1.3165291,12.1274027,10.1295238,0.8214291,0.5364669
"916",4,17,0,"35",1.87,0.1765904,1.1871363,0.9675145,0.0651413,0.0722918
"917",4,17,0,"40",1.07,0.136476,1.0545662,0.8795524,0.0464028,0.0821798
"918",4,17,0,"45",0.29,0.04734,0.3098156,0.2491281,0.0138688,0.0189765
"919",4,17,0,"50",0.1,0.0177164,0.128159,0.0985991,0.0025628,0.0071901
"920",4,17,0,"60",0.1,0.0256522,0.2132636,0.1727066,0.0071806,0.0118142
"921",4,17,0,"70",0.1,0.0404399,0.1549448,0.1278565,0.0065437,0.0193472
"922",5,17,0,"TOTALES",636.34,17.3779299,149.045388,118.8395687,16.9045268,6.7218432
"923",6,17,0,"S2 (X)",157258.2,136.57,17639.62,12316.57,129.06,20.99
"924",1,18,21,"15",0.57,0.0114706,0.0318446,0.0253434,0.0025812,0.0036792
"925",1,18,21,"20",0.38,0.0100758,0.0277169,0.0220442,0.002168,0.0032892
"926",1,18,21,"25",0.17,0.0076517,0.033098,0.0275127,0.0016301,0.0025984
"927",2,18,21,"TOTALES",1.12,0.0291981,0.0926595,0.0749003,0.0063793,0.0095668
"928",3,18,21,"S2 (X)",90.26,0.05,0.52,0.34,0,0
"929",1,18,24,"10",8.29,0.0681473,0.159335,0.1093278,0.0120855,0.0184487
"930",1,18,24,"15",6.97,0.1288259,0.3332554,0.2300773,0.0167576,0.0395007
"931",1,18,24,"20",5.84,0.1774882,0.44996,0.3171921,0.0173219,0.0590177
"932",1,18,24,"25",2.59,0.1259282,0.3798966,0.2769764,0.0125467,0.0452055
"933",1,18,24,"30",1.09,0.0729585,0.2624008,0.1953978,0.0081058,0.0276082
"934",1,18,24,"35",0.84,0.0810142,0.2884539,0.2185132,0.008074,0.0325841
"935",1,18,24,"40",0.08,0.010864,0.0398643,0.0304729,0.0011169,0.0045838
"936",1,18,24,"45",0.15,0.0242482,0.1125646,0.0883094,0.002796,0.0106047
"937",1,18,24,"50",0.06,0.0117519,0.0369272,0.0292416,0.0008311,0.0053042
"938",1,18,24,"55",0.12,0.0284489,0.105153,0.0853528,0.0021255,0.0132537
"939",1,18,24,"60",0.03,0.0081973,0.0460543,0.0383281,0.0008435,0.0039096
"940",1,18,24,"70",0.06,0.0359867,0.1897702,0.180706,0.0009123,0.0196258
"941",2,18,24,"TOTALES",26.12,0.7738593,2.4036353,1.7998954,0.0835168,0.2796467
"942",3,18,24,"S2 (X)",6763.25,3.97,41.67,24,0.05,0.51
"943",1,18,25,"15",1.13,0.0202424,0.0408115,0.0242878,0.0043707,0.0050928
"944",1,18,25,"20",1.51,0.0483013,0.144124,0.0999626,0.0087029,0.0136892
"945",1,18,25,"25",0.84,0.0428665,0.1281607,0.0914971,0.0052545,0.0133796
"946",1,18,25,"30",0.67,0.0439388,0.1832087,0.1345077,0.0056784,0.0144269
"947",1,18,25,"35",0.59,0.0543762,0.227652,0.1693042,0.0062585,0.019177
"948",1,18,25,"40",0.42,0.0518842,0.2230476,0.1675914,0.0055715,0.0194185
"949",1,18,25,"45",0.06,0.0089285,0.0467242,0.0354148,0.0010674,0.0034643
"950",1,18,25,"50",0.12,0.0240735,0.0985174,0.0748172,0.0022149,0.0099347
"951",1,18,25,"55",0.03,0.0070045,0.0418928,0.0322711,0.0008287,0.0029816
"952",1,18,25,"60",0.03,0.0080724,0.036543,0.0280353,0.0007487,0.003538
"953",1,18,25,"70",0.03,0.0113998,0.0392739,0.0301944,0.00079,0.0053642
"954",2,18,25,"TOTALES",5.43,0.3210881,1.2099558,0.8878836,0.0414862,0.1104668
"955",3,18,25,"S2 (X)",626.63,2.42,42.03,23.3,0.03,0.3
"956",1,18,26,"10",6.78,0.0465284,0.101436,0.059608,0.0109422,0.009987
"957",1,18,26,"15",1.7,0.0267448,0.0621768,0.0367524,0.00635,0.0063362
"958",1,18,26,"20",1.32,0.0410143,0.1005458,0.0624861,0.0071189,0.0105202
"959",1,18,26,"25",0.5,0.0244028,0.0730104,0.0483648,0.0032539,0.0066038
"960",1,18,26,"30",0.5,0.0366487,0.123379,0.0853828,0.004256,0.0104074
"961",1,18,26,"35",0.08,0.0081925,0.0328482,0.0232653,0.0009507,0.0024087
"962",1,18,26,"40",0.25,0.0312969,0.1352986,0.0973034,0.0037242,0.0094773
"963",1,18,26,"45",0.12,0.0187454,0.0895433,0.0654586,0.0024786,0.0058283
"964",1,18,26,"50",0.09,0.0167505,0.0886762,0.0658516,0.0025744,0.0053175
"965",1,18,26,"60",0.03,0.0090983,0.0457189,0.035035,0.0015523,0.0030627
"966",1,18,26,"65",0.03,0.0093793,0.0545868,0.0425071,0.0020249,0.0031688
