"","CPROVINCIA","CESTADILLO","CESPECIE","CCDIAMETR","NARBOLES","NVCC","NVSC","NVLE","NIAVC","NAREAB"
"43",18,10,25,30,14.14,4.8898454,3.6206077,0.3494563,0.1398515,1.0403916
"44",18,10,45,10,254.64,4.5627955,3.3653133,1.2792114,0,2.2404949
"45",18,10,45,15,95.49,3.6792657,2.8261376,1.2965784,0,1.8270771
"46",18,10,45,25,14.14,1.2704501,1.0451506,0.7275179,0,0.7656186
"47",18,11,25,20,63.66,8.0196485,5.6170414,0.5414071,0.3545814,1.9299103
"48",18,11,25,25,28.29,5.3962316,3.8915694,0.3856783,0.1941406,1.2704331
"49",18,11,25,30,42.44,15.3520159,11.3863614,1.067807,0.4323775,3.1641378
"50",18,11,25,35,28.29,12.4350743,9.2794912,0.9155966,0.3300212,2.603048
"51",18,11,25,45,5.09,3.5480537,2.6817293,0.3004131,0.0832201,0.7708902
"52",18,11,45,15,127.32,4.4982264,3.5022598,1.49571,0,2.1678725
"53",18,11,45,20,31.83,1.5739474,1.2320952,0.7094047,0,0.8977551
"54",18,11,45,25,14.14,1.5637683,1.2901738,0.5211627,0,0.5903316
"55",18,12,25,15,31.83,2.8257238,1.9085008,0.2015093,0.1533808,0.7568997
"56",18,12,25,20,31.83,3.7406613,2.6037376,0.2320957,0.1718874,0.8510049
"57",18,12,25,25,28.29,7.8889472,5.7941768,0.4186309,0.2431642,1.3581685
"58",18,12,25,30,28.29,8.6288353,6.3618974,0.6439063,0.2572207,1.941073
"59",18,12,25,35,42.44,21.0117228,15.7413371,1.2997004,0.5378774,3.7299343
"60",18,12,25,40,14.14,9.1554531,6.906554,0.5910432,0.2187536,1.6086567
"61",18,12,45,10,254.64,3.3448014,2.3428252,1.0491879,0,1.9105984
"62",18,12,45,15,31.83,0.9704189,0.7056805,0.3794923,0,0.5513033
"63",18,13,25,25,56.58,16.2814639,11.9755543,0.9073022,0.4957618,2.9035939
"64",18,13,25,30,28.29,12.1495638,9.0605508,0.6848477,0.324576,2.0423443
"65",18,13,25,35,14.14,9.1897228,6.9330924,0.5016936,0.2193647,1.4042142
"66",18,13,25,45,5.09,4.7942441,3.6524067,0.2979435,0.1045022,0.7656311
"67",18,13,45,10,127.32,2.2672584,1.6707582,0.6313615,0,1.1130154
"68",18,13,45,15,286.47,13.3812622,10.6361917,3.4104051,0,4.9260573
"69",18,13,45,20,31.83,2.2230865,1.797974,0.9925574,0,1.1663992
"70",18,13,45,25,42.44,3.657032,3.00102,1.7290944,0,1.9152335
"71",18,14,25,15,159.15,14.8782104,10.1121803,0.7939128,0.7820558,3.1008582
"72",18,14,25,20,159.15,26.2213719,18.7402115,1.3916863,1.0100676,4.9349763
"73",18,14,25,25,141.47,40.6039667,29.8597715,2.1755794,1.2379445,7.0112631
"74",18,14,25,30,84.88,33.2034843,24.6890487,1.8656172,0.9124928,5.6618882
"75",18,14,25,35,14.14,8.1132436,6.1005457,0.4865139,0.1999975,1.3688891
"76",18,14,45,10,381.97,5.5896381,3.9947905,1.6327393,0,2.95533
"77",18,14,45,15,127.32,4.4391098,3.4491212,1.4063667,0,2.0697884
"78",18,15,25,15,95.49,6.0283616,4.0031843,0.4672822,0.4284707,1.8326157
"79",18,15,25,20,31.83,3.6842058,2.5608198,0.2603489,0.1707478,0.9360542
"80",18,15,25,25,42.44,8.0509077,5.8038392,0.5909385,0.2904166,1.9365969
"81",18,15,25,30,28.29,10.9028693,8.1025287,0.7106703,0.3011259,2.1072833
"82",18,15,25,35,14.14,6.6025958,4.9358883,0.4553622,0.1722128,1.295793
"83",18,16,25,25,28.29,5.7745875,4.1799801,0.4066243,0.2016442,1.3272361
"84",18,16,25,30,42.44,13.3509426,9.8527418,1.0081364,0.3940604,3.0181903
"85",18,16,25,40,14.14,9.4378484,7.1253006,0.6428891,0.2237772,1.7248305
"86",18,17,25,15,63.66,2.923238,1.9094557,0.2175935,0.2408842,0.9079538
"87",18,17,25,20,31.83,5.8589666,4.21607,0.322639,0.2142926,1.1183057
"88",18,17,25,25,28.29,7.5230407,5.5154484,0.3877975,0.2358757,1.2760834
"89",18,17,25,30,42.44,14.0163482,10.3624766,0.8565018,0.4068408,2.6391171
"90",18,17,25,35,14.14,10.0616166,7.6090092,0.4848445,0.2347864,1.3649916
"91",18,17,25,50,5.09,5.1832545,3.9570745,0.4550809,0.110871,1.0878576
"92",18,17,45,15,95.49,3.4788354,2.6644966,1.4189464,0,1.9511607
"93",18,17,45,25,14.14,2.055518,1.7058282,0.6031163,0,0.6615052
"94",18,18,45,30,14.14,1.8954051,1.5891438,1.0468794,0,1.0167279
"95",18,19,25,20,63.66,7.4025059,5.1477538,0.5749506,0.3421546,2.0245025
"96",18,19,25,25,28.29,7.5346242,5.5231769,0.3866346,0.2362874,1.2722835
"97",18,19,45,30,14.14,1.9607105,1.6459511,1.0782433,0,1.0403916
"98",18,19,45,60,10.18,7.1937825,6.1840168,4.2260323,0,2.8061075
"99",18,20,25,30,14.14,3.4495125,2.5187955,0.2919077,0.111931,0.89617
"100",18,20,45,10,127.32,1.3058476,0.863766,0.4320357,0,0.8280898
"101",18,21,25,25,14.14,5.141406,3.813444,0.2538113,0.1446615,0.7980379
"102",18,21,25,30,14.14,5.5094939,4.095821,0.3834261,0.1516643,1.1235915
"103",18,21,25,35,28.29,14.1775391,10.6225819,0.8754361,0.3621179,2.5071596
"104",18,21,25,40,14.14,12.9153494,9.831302,0.7097493,0.2836091,1.8723214
"105",18,21,25,45,5.09,4.4107957,3.352869,0.2922271,0.0980967,0.7534298
"106",18,21,25,50,15.27,20.0154813,15.3911183,1.2182068,0.4020179,2.9689439
"107",18,21,25,55,5.09,8.1082036,6.2731667,0.4916848,0.15457,1.1599383
"108",18,21,45,15,63.66,2.1590521,1.6967259,0.5370048,0,0.8419044
"109",18,21,45,20,31.83,1.4437077,1.118519,0.5868617,0,0.7743973
"110",18,21,45,25,14.14,1.2365581,1.0156286,0.5873876,0,0.6480188
"111",18,21,45,30,14.14,1.7418734,1.455565,1.0073838,0,0.9867023
"112",18,24,25,10,127.32,2.7102059,1.8949885,0.2638025,0.2633696,1.1990228
"113",18,24,25,15,63.66,4.0968024,2.6368704,0.3457037,0.2751153,1.3316467
"114",18,24,25,20,63.66,8.4969384,5.9799053,0.5272104,0.3642039,1.8915126
"115",18,24,25,25,99.02,22.4322924,16.3257822,1.4390526,0.7493637,4.683261
"116",18,24,25,30,56.58,21.1246257,15.6871202,1.3319131,0.5885378,3.9909295
"117",18,24,25,35,14.14,7.7835803,5.8460213,0.5311123,0.1939949,1.4721665
"118",18,25,25,15,31.83,2.350923,1.5479892,0.1734216,0.1437296,0.6683045
"119",18,25,25,20,95.49,13.9819736,9.9109224,0.9156569,0.5710863,3.2037965
"120",18,25,25,25,42.44,7.9570904,5.7331891,0.5975961,0.2884134,1.9541081
"121",18,25,25,35,28.29,16.011617,12.0362011,1.0745905,0.3959179,2.9727232
"122",18,25,25,40,14.14,8.9102601,6.7167466,0.5985638,0.2143709,1.6256119
"123",18,25,25,45,5.09,3.6428298,2.7552671,0.3104107,0.0848855,0.7921061
"124",18,26,25,20,31.83,3.0197974,2.0559133,0.236673,0.1573151,0.8648991
"125",18,26,45,10,254.64,3.9680142,2.8659868,0.9038858,0,1.7072365
"126",18,26,45,15,63.66,2.062114,1.6152609,0.542327,0,0.8484011
"127",18,26,45,20,127.32,10.0543147,8.2014417,3.7270758,0,4.4321006
"128",18,26,45,25,70.73,7.8696096,6.4895627,2.9596825,0,3.2554722
"129",18,26,45,30,70.73,9.6510791,8.0008839,4.6201612,0,4.6083909
"130",18,27,25,10,127.32,2.9022741,2.0233056,0.352611,0.2850784,1.5252141
"131",18,27,25,15,63.66,2.4670934,1.7062943,0.2278017,0.2432875,0.9408034
"132",18,27,25,20,63.66,8.1738602,5.8336514,0.5742248,0.423661,2.025903
"133",18,27,25,25,70.73,16.6407595,12.1312859,0.9790445,0.5476487,3.2156555
"134",18,27,25,30,14.14,4.4687713,3.2980943,0.2956411,0.1317552,0.9056626
"135",18,27,25,35,42.44,25.0018601,18.8140981,1.4693724,0.6118464,4.1274622
"136",18,27,25,45,10.18,9.0708341,6.9006758,0.6637818,0.2003178,1.6745615
"137",18,27,45,10,127.32,3.4072157,2.6280946,0.9070689,0,1.4762199
"138",18,27,45,15,63.66,2.1737071,1.6691826,0.8438461,0,1.1837535
"139",18,27,45,25,14.14,1.3942929,1.1530031,0.7454294,0,0.7802707
"140",18,28,25,15,31.83,0.7695526,0.3486226,0.0951969,0.1113671,0.4064054
"141",18,28,25,20,31.83,1.8511604,1.168726,0.2128634,0.1335405,0.7920985
"142",18,28,25,25,42.44,4.8134997,3.3393441,0.6022604,0.2256715,1.970189
"143",18,28,25,30,14.14,2.3453052,1.6767519,0.3082815,0.0900895,0.9376617
"144",18,28,25,35,14.14,3.6331504,2.6590559,0.4316164,0.1155272,1.2395007
"145",18,28,25,40,14.14,7.6717653,5.7597374,0.6890791,0.1919507,1.8269888
"146",18,29,25,20,31.83,5.1041517,3.6411162,0.2718494,0.1992525,0.9702247
"147",18,29,25,25,28.29,6.1761529,4.4863942,0.403488,0.2095552,1.3188441
"148",18,29,25,35,28.29,16.7409047,12.6004089,0.9869385,0.4090081,2.769868
"149",18,29,25,45,5.09,4.2736926,3.2459547,0.2809894,0.0957753,0.7293216
"150",18,29,25,55,5.09,8.1006742,6.2671473,0.474253,0.1544671,1.1257302
"151",18,30,45,15,63.66,2.0178275,1.534442,0.8214594,0,1.1623535
"152",18,31,43,15,95.49,4.5571455,3.3954955,0.8473253,0.1838081,1.783459
"153",18,33,25,15,31.83,2.609152,1.7440364,0.1825125,0.1489818,0.697223
"154",18,33,25,25,70.73,22.599749,16.6890885,1.0930806,0.6632679,3.5214273
"155",18,33,25,30,56.58,24.3471539,18.1577381,1.2768587,0.6500985,3.8569786
"156",18,33,25,35,14.14,9.3338171,7.0446995,0.4269564,0.2219296,1.2283924
"157",18,33,45,25,14.14,1.912953,1.5852335,0.7204274,0,0.7597957
"158",18,34,25,10,381.97,3.6968905,2.7620522,0.378878,0.2538585,1.9525772
"159",18,34,25,20,31.83,4.2484963,2.9899303,0.2718494,0.1821083,0.9702247
"160",18,34,25,25,28.29,7.4503718,5.4587515,0.498536,0.2346506,1.5723428
"161",18,34,25,30,14.14,4.8125646,3.5613912,0.3426106,0.1383689,1.0234604
"162",18,35,25,25,14.14,2.9043451,2.1027761,0.1829857,0.1011949,0.6083945
"163",18,35,25,35,42.44,20.4674707,15.3204625,1.3670896,0.5280778,3.8890499
"164",18,35,25,40,28.29,19.2586166,14.5495811,1.4515373,0.4539772,3.8142405
"165",18,35,25,45,15.27,13.9976877,10.6581791,0.9398494,0.3067865,2.3944265
"166",18,37,25,45,5.09,4.0995028,3.1102614,0.2922271,0.0928031,0.7534298
"167",18,37,45,10,127.32,1.9479553,1.402703,0.5717484,0,1.0302166
"168",18,37,45,15,95.49,3.0161814,2.314085,1.1303538,0,1.6358683
"169",18,41,25,40,14.14,7.1768593,5.3781206,0.676849,0.1828584,1.8000557
"170",18,42,25,15,31.83,1.2972692,0.8953391,0.1308986,0.1291892,0.529254
"171",18,42,25,25,28.29,5.0161286,3.601713,0.4065253,0.1866215,1.3254692
"172",18,42,25,30,28.29,6.730489,4.9090316,0.5473375,0.2205347,1.6989471
"173",18,43,25,15,63.66,2.7446852,1.8988082,0.2782029,0.2683989,1.1090557
"174",18,43,25,25,14.14,2.5815926,1.8567456,0.2370188,0.0947948,0.7539969
"175",18,43,25,45,5.09,3.8902753,2.9474836,0.2873796,0.0891977,0.7430498
"176",18,44,25,15,31.83,1.9528764,1.3591359,0.1864914,0.1803735,0.7098058
"177",18,44,25,20,31.83,3.0834753,2.1042901,0.2245836,0.1586043,0.8280993
"178",18,44,25,25,28.29,6.1954169,4.5022954,0.4360487,0.2097363,1.4050107
"179",18,44,25,30,42.44,12.091953,8.8892391,0.8414253,0.3697233,2.6008849
"180",18,44,25,35,14.14,6.2323193,4.6510738,0.4238653,0.1652935,1.2210148
"181",18,45,24,15,31.83,1.9916593,1.3721261,0.2378857,0.0974092,0.7482226
"182",18,45,25,10,127.32,1.6516469,1.1947702,0.1944874,0.1374462,0.9312222
"183",18,45,25,20,31.83,2.32994,1.6341685,0.2428577,0.2024419,0.8835999
"184",18,45,25,25,28.29,5.2111309,3.7500782,0.4436428,0.190536,1.4267348
"185",18,46,24,15,63.66,3.0670218,2.1121555,0.3924953,0.1484247,1.2685544
"186",18,46,24,20,31.83,3.964551,2.8547536,0.3969834,0.1541638,1.1610038
"187",18,46,24,25,127.32,20.7669316,15.1781196,2.2173823,0.7297404,6.1786753
"188",18,46,24,30,14.14,4.7928493,3.6086195,0.4211873,0.1448101,1.0885352
"189",18,46,25,10,254.64,4.7998219,3.3794718,0.5091814,0.4529042,2.3265023
"190",18,46,25,15,31.83,1.1227398,0.7749543,0.1397476,0.1128186,0.558755
"191",18,47,24,15,31.83,1.8243237,1.2380126,0.1525978,0.0958908,0.5112249
"192",18,47,24,20,31.83,4.3429388,3.1423563,0.3737627,0.1642479,1.1024985
"193",18,47,24,25,14.14,3.4109732,2.5322889,0.2894971,0.111201,0.7891295
"194",18,47,25,10,254.64,6.3708091,4.4265589,0.625721,0.632762,2.7620395
"195",18,47,25,15,127.32,7.1314968,4.777346,0.5908756,0.5258895,2.3316334
"196",18,47,25,25,42.44,7.2707304,5.2099001,0.5616429,0.2748182,1.858265
"197",18,47,45,15,63.66,1.7927091,1.3889297,0.5706979,0,0.8822534
"198",18,48,24,15,159.15,9.5605363,6.564905,0.8361812,0.4861007,2.76111
"199",18,48,24,20,127.32,17.185159,12.432657,1.4225433,0.6513959,4.2188871
"200",18,48,24,25,56.58,11.3015473,8.3264474,0.9579584,0.3851478,2.6809074
"201",18,48,24,30,14.14,3.6933827,2.7509605,0.3343883,0.1182293,0.893018
"202",18,48,24,35,14.14,4.6116843,3.4666049,0.4614468,0.1405164,1.1772157
"203",18,49,24,10,127.32,3.7293581,2.6516114,0.3938513,0.2423485,1.4042181
"204",18,49,24,15,31.83,2.659098,1.8665857,0.2427209,0.1188696,0.7612542
"205",18,49,24,20,63.66,6.759577,4.8579262,0.6608688,0.2469862,1.9791783
"206",18,49,24,25,70.73,13.0006049,9.5622826,1.1542112,0.4336267,3.2447389
"207",18,49,24,30,42.44,11.7275814,8.7562516,1.076424,0.3705495,2.8450663
"208",18,49,24,40,14.14,7.0354459,5.3892557,0.7395796,0.1951592,1.7644548
"209",18,49,24,45,5.09,3.5098562,2.7361485,0.3636183,0.0896953,0.8299277
"210",18,53,25,20,95.49,7.9603474,5.3331567,0.8440817,0.4496256,2.9861775
"211",18,53,25,25,28.29,5.1522171,3.7051346,0.4470989,0.1893731,1.4340884
"212",18,53,25,30,14.14,4.6401381,3.4293091,0.3690485,0.1350571,1.0885352
"213",18,53,25,40,14.14,6.9190614,5.1795166,0.6061395,0.1780923,1.6426562
"214",18,54,25,50,5.09,4.4620944,3.3928975,0.3993446,0.098961,0.9761518
"215",18,55,24,45,5.09,2.8314141,2.1810894,0.3562181,0.0764892,0.8154152
"216",18,55,25,10,127.32,2.3743252,1.6715222,0.2523307,0.2245613,1.155618
"217",18,55,25,15,159.15,6.4462485,4.2168817,0.6729009,0.563676,2.6963148
"218",18,55,25,20,31.83,2.3718774,1.5638952,0.2305837,0.1441562,0.846399
"219",18,55,25,25,28.29,3.8395538,2.705782,0.3966748,0.1631347,1.3002352
"220",18,56,25,20,127.32,13.5775385,9.3625347,1.0591446,0.6595192,3.7871091
"221",18,56,25,25,42.44,8.5148529,6.1583588,0.6191123,0.2994735,2.0143969
"222",18,56,25,30,14.14,3.0530301,2.2161827,0.2919077,0.1041318,0.89617
"223",18,58,45,15,190.98,7.2246534,5.7186842,2.2929397,0,3.3113789
"224",18,58,45,20,95.49,6.3527259,5.164933,2.3114398,0,2.8650096
"225",18,59,25,50,10.18,12.5258703,9.6175162,0.888349,0.2550788,2.1323097
"226",18,59,25,60,10.18,19.2164268,14.9567689,1.2879876,0.3481875,2.9002923
"227",18,59,25,70,10.18,49.6194997,41.219211,3.8485616,0.4404752,7.1523942
"228",18,59,45,30,14.14,1.7752094,1.484572,1.0827689,0,1.0437939
"229",18,60,45,10,127.32,2.2256871,1.6358587,0.5645546,0,1.0200944
"230",18,60,45,15,190.98,7.5963344,5.9831807,2.1153386,0,3.1052445
"231",18,60,45,20,254.64,17.0683105,13.8072501,5.8859211,0,7.3761562
"232",18,60,45,25,42.44,3.374365,2.7547788,1.7070321,0,1.8963317
"233",18,60,45,30,28.29,3.3174446,2.766385,1.8877601,0,1.8744322
"234",18,61,45,15,159.15,5.1451405,4.02983,1.8081249,0,2.6407506
"235",18,63,45,25,28.29,2.2871299,1.8692317,1.2627555,0,1.3705132
"236",18,64,45,15,31.83,1.1470332,0.8597584,0.5089776,0,0.6930563
"237",18,65,45,15,31.83,0.9440883,0.7345544,0.2592125,0,0.4095981
"238",18,65,45,25,28.29,2.6459473,2.18178,1.4042114,0,1.4888133
"239",18,65,45,30,14.14,1.5522965,1.2905671,0.9270232,0,0.924795
"240",18,65,45,45,5.09,1.3468896,1.1491188,0.979992,0,0.7708902
"241",18,67,25,45,5.09,3.9939983,3.0281511,0.3292395,0.09099,0.8317505
"242",18,67,26,20,31.83,1.6296389,0.932696,0.1963176,0.1711871,0.7876549
"243",18,68,25,40,14.14,7.7925566,5.8529491,0.6607398,0.194159,1.7644548
"244",18,68,25,55,10.18,14.5842857,11.2474845,1.0433866,0.2858262,2.4356875
"245",18,68,25,60,5.09,10.3718237,8.0962631,0.6920556,0.1833148,1.5400936
"246",18,68,26,10,127.32,1.8067148,0.3678263,0.2474159,0.6242823,1.1235961
"247",18,69,45,15,63.66,2.269407,1.7894719,0.6584465,0,0.9870092
"248",18,69,45,20,31.83,1.5485654,1.2099599,0.7142176,0,0.9024979
"249",18,70,25,25,14.14,3.2767903,2.3869299,0.2125657,0.10854,0.6888938
"250",18,70,25,30,14.14,4.0502761,2.9778883,0.2931498,0.1236546,0.899329
"251",18,70,25,45,5.09,3.7353223,2.8270779,0.2873796,0.0865035,0.7430498
"252",18,70,45,15,350.14,13.590551,10.6808474,4.1606713,0,6.0142446
"253",18,70,45,20,95.49,5.8787496,4.7363,2.5518658,0,3.101985
"254",18,70,45,25,70.73,8.8719458,7.346721,3.2999589,0,3.5469528
"255",18,70,45,30,14.14,2.786478,2.3253056,0.9394414,0,0.9344362
"256",18,71,25,10,254.64,5.6054263,3.9320961,0.5182596,0.5311829,2.3386108
"257",18,71,25,15,31.83,1.727271,1.0747387,0.1016204,0.1310068,0.4290245
"258",18,71,25,20,63.66,9.5110232,6.7518102,0.6272967,0.3844993,2.1800287
"259",18,71,25,25,56.58,13.8057969,10.0836265,0.8594217,0.4474597,2.7746044
"260",18,71,25,30,84.88,31.5176075,23.398623,1.9616824,0.8799419,5.9012555
"261",18,71,25,35,28.29,16.2306507,12.2047442,0.9334275,0.4000007,2.6450278
"262",18,71,25,40,14.14,11.0618378,8.3861704,0.6849878,0.2521872,1.8179885
"263",18,71,45,15,31.83,1.5216905,1.2201172,0.5699022,0,0.7568997
"264",18,73,25,10,127.32,3.4371623,2.382754,0.3390001,0.3436984,1.4762199
"265",18,73,25,15,95.49,5.6337241,3.6947292,0.4683104,0.4302914,1.8372503
"266",18,73,25,20,95.49,8.9493079,6.0841423,0.7541336,0.4697141,2.7231293
"267",18,73,25,25,99.02,18.1463116,13.0551288,1.5265277,0.6649599,4.9222548
"268",18,73,25,30,28.29,5.849759,4.2368737,0.5781199,0.2032018,1.7774658
"269",18,73,25,50,5.09,2.9841577,2.2451675,0.3633025,0.0731487,0.9025071
"270",18,73,26,10,127.32,3.360284,2.1335937,0.3452644,0.2792597,1.5128892
"271",18,73,45,10,381.97,3.2743021,2.0515716,0.9776064,0,1.987604
"272",18,73,45,15,31.83,0.8755371,0.6769594,0.2777891,0,0.4323063
"273",18,74,45,15,63.66,1.3716359,1.0352332,0.5004374,0,0.7969527
"274",18,74,45,20,31.83,1.4921831,1.1952986,0.612874,0,0.8010239
"275",18,75,25,10,254.64,6.8519155,4.7531831,0.5857031,0.682533,2.6104348
"276",18,75,25,15,222.81,11.5585682,7.4348462,0.7507786,0.896953,3.1350765
"277",18,75,25,20,190.98,30.4913064,21.7475885,1.8242728,1.192421,6.3666138
"278",18,75,25,25,127.32,30.3205733,22.1186703,1.8776068,0.992644,6.0946266
"279",18,75,25,30,28.29,8.6422905,6.370469,0.5720183,0.2577654,1.7618631
"280",18,75,25,35,14.14,7.0025301,5.2438062,0.4898639,0.1796371,1.3766997
"281",18,77,25,15,31.83,1.2546538,0.7163184,0.1501086,0.1213302,0.5929001
"282",18,77,25,20,31.83,2.6833533,1.8003804,0.3375518,0.1504906,1.1610038
"283",18,77,25,25,70.73,17.4833492,12.7750989,1.0424047,0.5641045,3.3862655
"284",18,77,25,30,141.47,67.9648603,50.8801608,3.4372414,1.7534202,10.2531938
"285",18,77,25,35,70.73,42.8843981,32.3310346,2.3242898,1.0358376,6.5904153
"286",18,77,25,40,113.17,100.1772384,76.2312283,4.8646807,2.2100415,13.1722037
"287",18,77,25,45,45.83,56.5140324,43.3862193,2.85726,1.1516306,7.2595112
"288",18,77,25,50,20.37,30.3143142,23.4302731,1.685184,0.5841289,4.081386
"289",18,77,25,55,10.18,18.4820778,14.3998967,1.0336554,0.3331448,2.4171892
"290",18,77,25,70,5.09,13.2270954,10.4340382,1.1429863,0.2132602,2.3348028
"291",18,78,25,15,31.83,1.2224886,0.8435978,0.1431535,0.1223169,0.5700231
"292",18,78,25,25,14.14,2.847733,2.0596079,0.2677333,0.1000744,0.8341707
"293",18,78,25,30,70.73,17.3787958,12.6945727,1.6616457,0.5621678,4.986809
"294",18,78,25,35,14.14,5.1875379,3.8488215,0.4238653,0.1455415,1.2210148
"295",18,78,25,45,5.09,2.486922,1.8615908,0.3451302,0.0640404,0.864907
"296",18,78,25,55,5.09,6.9721621,5.3682965,0.5651289,0.1384751,1.3018915
"297",18,79,25,50,5.09,4.2540148,3.2306177,0.3763492,0.0954407,0.9293034
"298",18,79,45,10,127.32,1.1680194,0.7481048,0.3737086,0,0.7395996
"299",18,79,45,15,31.83,0.6205517,0.4628068,0.248947,0,0.3968975
"300",18,80,25,10,127.32,2.4763244,1.7392585,0.2302781,0.2364661,1.071215
"301",18,80,25,15,254.64,17.9862688,11.7610993,1.1043287,1.1330562,4.4172228
"302",18,80,25,20,159.15,24.5836256,17.4935791,1.4609187,0.9772976,5.1357949
"303",18,80,45,10,127.32,3.3102584,2.5466582,0.9458645,0,1.5252141
"304",18,80,45,15,63.66,2.1150394,1.6154105,0.712486,0,1.0424111
"305",18,81,25,30,28.29,8.1023193,5.9573413,0.6437889,0.2473093,1.9437313
"306",18,81,25,45,10.18,7.0814416,5.3532813,0.6541754,0.1659834,1.6544539
"307",18,82,25,10,127.32,1.0912685,0.8289174,0.1110774,0.0664885,0.5852193
"308",18,82,25,15,127.32,11.204391,7.707762,0.6588189,0.6176837,2.5519199
"309",18,82,25,20,190.98,28.0000723,19.8545639,1.6247306,1.1420294,5.7951136
"310",18,82,25,25,141.47,32.6143424,23.7573527,2.0211649,1.0815112,6.5948815
"311",18,82,25,30,56.58,17.4273596,12.8504246,1.231369,0.5182569,3.7456191
"312",18,85,25,25,28.29,6.1941323,4.4995693,0.4339082,0.2099994,1.4009491
"313",18,85,45,10,509.29,6.9156157,4.875376,2.3246561,0,4.128608
"314",18,85,45,15,254.64,7.8634633,6.1377775,2.5709707,0,3.8579394
"315",18,85,45,25,14.14,1.0734517,0.8735305,0.5125047,0,0.5826724
"316",18,85,45,45,5.09,2.4722145,2.0950274,1.0925432,0,0.8390625
"317",18,86,45,15,95.49,3.4889226,2.7555587,1.2835532,0,1.8151022
"318",18,87,24,15,31.83,2.5636782,1.7946063,0.1855206,0.1162595,0.6045057
"319",18,87,24,20,31.83,3.5945284,2.5740201,0.2558894,0.1442389,0.7965548
