"","CPROVINCIA","CESTADILLO","CESPECIE","CCDIAMETR","NARBOLES","NVCC","NVSC","NVLE","NIAVC","NAREAB"
"790",18,306,24,10,254.64,6.0469223,4.3814862,0.7382754,0.4285853,2.6565134
"791",18,306,24,15,63.66,2.7574463,1.9168532,0.3287633,0.1542116,1.0884037
"792",18,306,24,20,63.66,5.1758351,3.6584609,0.6538278,0.2055327,1.9655292
"793",18,306,24,25,28.29,2.8457496,2.0518115,0.4437107,0.0873591,1.2561022
"794",18,307,24,10,254.64,4.5704223,3.0430945,0.5744986,0.3753638,2.1346123
"795",18,307,24,15,31.83,1.1269701,0.7544933,0.138086,0.056449,0.4692239
"796",18,307,24,20,95.49,7.4095565,5.2280062,1.0334952,0.2767896,3.08062
"797",18,308,24,25,28.29,3.4836464,2.5068894,0.3983667,0.135954,1.1451289
"798",18,309,24,10,381.97,8.5597506,6.2416771,0.9245504,0.6217358,3.4054459
"799",18,309,24,20,31.83,4.0453858,2.9161493,0.2959837,0.156322,0.9024979
"800",18,309,24,25,42.44,9.3273675,6.899216,0.7127937,0.3106299,1.9962011
"801",18,309,24,30,14.14,4.277187,3.2051117,0.3371442,0.1324993,0.899329
"802",18,309,24,40,14.14,8.8392408,6.8519197,0.8244065,0.2318905,1.9367214
"803",18,309,24,45,5.09,3.6973835,2.8914529,0.3309981,0.0931127,0.7656311
"804",18,310,24,25,42.44,6.7356088,4.9102539,0.6992267,0.2439155,1.9656082
"805",18,310,24,30,14.14,2.9230715,2.1886413,0.4290714,0.0718002,1.105994
"806",18,311,24,10,254.64,5.3344681,3.5606538,0.597175,0.4013889,2.1993183
"807",18,311,24,15,159.15,7.3441215,5.0639142,0.915485,0.3505993,2.9790059
"808",18,311,24,20,127.32,10.8546765,7.7295121,1.4278208,0.392578,4.235245
"809",18,311,24,25,14.14,3.040742,2.2466256,0.2907647,0.1018612,0.7920933
"810",18,311,24,30,28.29,6.4317001,4.7632326,0.7178909,0.2125869,1.8979869
"811",18,312,24,45,5.09,3.0748625,2.3790375,0.3380957,0.08138,0.779695
"812",18,314,24,15,95.49,3.6132959,2.4814333,0.4681257,0.202652,1.5548552
"813",18,314,24,20,31.83,2.0495885,1.4117812,0.2525598,0.0991631,0.7876549
"814",18,314,24,35,14.14,4.4240257,3.3197887,0.4614468,0.1360318,1.1772157
"815",18,315,24,15,95.49,4.1952334,2.9114828,0.5409614,0.2148942,1.7627212
"816",18,315,24,25,14.14,1.6234474,1.1785158,0.2368165,0.0475933,0.6642186
"817",18,316,24,15,31.83,1.5121507,1.0036155,0.121101,0.0872169,0.4192556
"818",18,316,24,30,14.14,4.0807955,3.0520186,0.3454909,0.1277375,0.9183949
"819",18,316,24,35,14.14,6.5821817,5.0259778,0.5969142,0.1854006,1.4681247
"820",18,317,24,25,28.29,3.3975265,2.4730314,0.4597407,0.0980514,1.2938775
"821",18,317,24,50,5.09,2.8061548,2.2678319,0.4445353,0.0521655,0.9860567
"822",18,317,45,10,509.29,7.4817237,5.3506128,2.2800417,0,4.1001256
"823",18,318,24,10,127.32,1.8256224,1.4163394,0.2047242,0.164388,0.8010207
"824",18,318,24,15,127.32,7.8824346,5.4769246,0.8384158,0.3867307,2.6830636
"825",18,318,24,20,63.66,5.6207784,3.9940583,0.5321602,0.2165844,1.6473115
"826",18,318,24,25,56.58,11.9853299,8.854487,0.9818994,0.402342,2.7377076
"827",18,318,24,30,56.58,16.6540393,12.4669631,1.3184211,0.5188539,3.5281656
"828",18,318,24,35,14.14,6.5149552,4.9722446,0.5446877,0.1839364,1.3572136
"829",18,320,24,30,56.58,21.8121869,16.5169153,1.559926,0.6403087,4.0736611
"830",18,320,24,50,5.09,5.234783,4.1954005,0.4300615,0.1173299,0.9584486
"831",18,324,24,15,31.83,0.954427,0.6271279,0.1115167,0.0528712,0.3906236
"832",18,324,24,30,14.14,2.6014847,1.9352982,0.3830116,0.0659957,1.0033278
"833",18,324,24,35,28.29,8.5094176,6.4241116,1.1329398,0.2332882,2.8065907
"834",18,324,24,40,14.14,6.7370645,5.1499196,0.7746557,0.1887591,1.8360103
"835",18,325,24,35,28.29,8.9144151,6.7563044,1.0558995,0.2382849,2.6413679
"836",18,325,24,55,5.09,6.2754092,5.1090877,0.5727134,0.1298765,1.2254588
"837",18,327,24,15,31.83,0.9403482,0.6681517,0.1157216,0.060899,0.4032223
"838",18,327,24,20,159.15,15.9833796,11.4318044,1.716754,0.6033215,5.1153881
"839",18,327,24,25,56.58,8.9923764,6.5556745,0.9138509,0.3255436,2.5748629
"840",18,328,24,25,28.29,4.8799298,3.5710239,0.6033766,0.1728112,1.635089
"841",18,330,24,15,63.66,2.5858676,1.8061164,0.3600818,0.1282343,1.1707218
"842",18,330,24,20,159.15,11.0840698,7.7993016,1.5828824,0.417419,4.776146
"843",18,330,24,25,28.29,3.3123785,2.3921218,0.434965,0.1137206,1.234238
"844",18,331,24,15,190.98,10.1942501,7.0738508,1.073093,0.4931544,3.5074356
"845",18,331,24,20,222.81,20.8611652,14.8305435,2.3441366,0.8223188,7.0125189
"846",18,331,24,25,42.44,6.84825,5.0150322,0.7162428,0.2279421,2.0044643
"847",18,333,24,15,31.83,1.792028,1.2480998,0.2362846,0.0701045,0.7439063
"848",18,333,24,20,190.98,14.6886791,10.4070276,2.0713418,0.5312593,6.1708881
"849",18,335,24,15,31.83,1.3849763,0.9454825,0.1800074,0.0617744,0.5890549
"850",18,335,24,20,63.66,6.0503664,4.2716629,0.72137,0.2549185,2.1357264
"851",18,335,24,30,28.29,6.1505002,4.54641,0.6592134,0.2054752,1.7640884
"852",18,336,24,15,63.66,2.970714,2.0423565,0.4010896,0.1461329,1.2924022
"853",18,336,24,25,28.29,2.6128051,1.8752725,0.4086445,0.082774,1.1704449
"854",18,336,24,30,14.14,2.100224,1.5448566,0.3654198,0.056704,0.9636611
"855",18,338,24,20,31.83,2.3113953,1.6365208,0.3277765,0.0806088,0.9850548
"856",18,340,24,15,63.66,3.2688495,2.2614652,0.4227284,0.1713208,1.3503092
"857",18,340,24,25,42.44,7.0573441,5.1738408,0.8311588,0.2336461,2.2797069
"858",18,340,24,30,14.14,2.2328676,1.6476473,0.3568,0.059191,0.9441283
"859",18,342,24,10,254.64,4.3650359,3.2924967,0.5103782,0.3590154,1.9342043
"860",18,342,24,15,127.32,5.0228012,3.5065125,0.6127913,0.2906361,2.0492415
"861",18,343,24,10,127.32,1.9542833,1.4990618,0.2210726,0.1698884,0.8556172
"862",18,343,24,15,159.15,6.5679989,4.5275905,0.8444796,0.3609444,2.7787635
"863",18,343,24,20,31.83,2.1138807,1.4558958,0.2694589,0.1010761,0.8326543
"864",18,343,24,25,14.14,1.6106614,1.1539354,0.1951026,0.0644579,0.5624946
"865",18,352,24,20,31.83,2.3751082,1.68435,0.3394426,0.0818884,1.0150555
"866",18,358,24,10,254.64,3.1069729,2.4839384,0.3419031,0.3051701,1.3696879
"867",18,359,24,15,31.83,2.0215199,1.3862655,0.1982784,0.1013499,0.6399972
"868",18,360,24,15,31.83,1.027094,0.7251133,0.1232941,0.0642508,0.4257555
"869",18,360,24,25,14.14,2.7377246,2.0136726,0.3036172,0.0941129,0.8220368
"870",18,360,24,30,14.14,4.0060611,2.9938447,0.4565038,0.1259153,1.1663904
"871",18,360,24,45,5.09,2.4641696,1.8850822,0.3179203,0.0687901,0.7396059
"872",18,361,24,10,127.32,1.9761703,1.5131311,0.2238737,0.1708178,0.8648991
"873",18,361,24,15,95.49,4.2707525,2.9668179,0.4933964,0.2355653,1.6317079
"874",18,362,24,15,31.83,1.3788839,0.9581863,0.1719128,0.0772124,0.5662543
"875",18,363,24,10,381.97,5.936456,4.5492355,0.6721306,0.5113968,2.5770759
"876",18,363,24,15,95.49,3.9208948,2.7080159,0.4636694,0.1903461,1.5481325
"877",18,363,24,20,31.83,3.8093303,2.736928,0.3779262,0.1500067,1.113025
"878",18,365,24,15,63.66,2.934328,2.0348858,0.3512996,0.1604759,1.1530525
"879",18,371,24,10,254.64,3.8818668,2.9819026,0.439968,0.3383507,1.6989223
"880",18,381,58,25,14.14,2.3580389,1.8174297,0.2800101,0.3411407,0.7000048
"881",18,384,24,10,127.32,2.8480468,2.0767308,0.3381725,0.2071688,1.2320888
"882",18,391,24,50,5.09,4.3954347,3.4767186,0.4797397,0.1049483,1.0526843
"883",18,391,24,60,15.27,16.8363268,13.5719241,1.9448124,0.3666491,4.0885829
"884",18,391,24,70,5.09,7.899654,6.5853447,0.9096154,0.1432553,1.8225147
"885",18,396,24,45,10.18,4.8877678,3.8957029,0.7357892,0.0950139,1.6765142
"886",18,396,24,50,5.09,4.8782704,3.8881469,0.4656886,0.1123174,1.0261773
"887",18,399,24,25,14.14,1.6805702,1.222148,0.2600147,0.0486996,0.7196635
"888",18,399,45,15,31.83,1.0889544,0.809093,0.4744251,0,0.6560973
"889",18,400,24,15,31.83,1.0632699,0.7074407,0.1369146,0.0551312,0.4658053
"890",18,400,24,25,14.14,1.611431,1.1693457,0.2345643,0.0473599,0.6587974
"891",18,400,24,30,14.14,2.2206376,1.6381532,0.3248434,0.0589632,0.8711043
"892",18,400,24,35,14.14,3.4581874,2.6151493,0.574197,0.081191,1.4200574
"893",18,402,24,15,31.83,0.986866,0.6986713,0.1178574,0.0627038,0.4095981
"894",18,402,24,45,5.09,1.9073351,1.4863686,0.3318802,0.0399306,0.7673821
"895",18,404,24,45,5.09,2.9896164,2.3095675,0.3608329,0.0796866,0.8244706
"896",18,405,24,25,14.14,2.4349491,1.7816703,0.2334438,0.0862754,0.656094
"897",18,410,24,10,127.32,1.9325236,1.4850562,0.2182969,0.1689589,0.846399
"898",18,410,24,15,159.15,6.8349719,4.7536415,0.7946863,0.3832579,2.6439942
"899",18,410,24,20,63.66,4.412098,3.0657295,0.5534169,0.183789,1.7032608
"900",18,410,24,30,14.14,2.547371,1.8677251,0.3181221,0.0891954,0.8556176
"901",18,411,24,15,190.98,10.7795808,7.5005613,1.2484213,0.5237504,3.9932626
"902",18,411,24,20,31.83,2.9285729,2.024547,0.3675684,0.1224347,1.0868058
"903",18,411,24,25,84.88,12.2199904,8.8618067,1.4689155,0.4142071,4.0984085
"904",18,416,24,20,31.83,2.2748374,1.56683,0.2763917,0.1057203,0.8510049
"905",18,416,24,30,14.14,4.1481861,3.1045152,0.4499623,0.1293757,1.1520354
"906",18,418,24,15,95.49,3.4041058,2.3884709,0.3816918,0.2048738,1.3116536
"907",18,418,24,20,31.83,3.2379702,2.3039882,0.3821152,0.1346164,1.1235992
"908",18,423,24,40,14.14,8.5974275,6.6542635,0.6660662,0.2271612,1.6128867
"909",18,429,24,15,350.14,18.6075558,12.9292333,1.8385967,0.9655902,6.0660973
"910",18,429,24,20,95.49,9.3921726,6.6550408,0.9118149,0.3922693,2.7685585
"911",18,429,24,25,14.14,2.6313094,1.9320444,0.2202263,0.0913683,0.6240949
"912",18,431,24,10,127.32,1.6920213,0.9465393,0.1968174,0.1669854,0.7743973
"913",18,431,24,15,159.15,6.0627009,4.0906209,0.8811616,0.2910117,2.8792126
"914",18,431,24,20,63.66,3.4882096,2.4034665,0.5338472,0.1609566,1.651806
"915",18,431,24,25,14.14,1.3575814,0.9763622,0.2084956,0.0423971,0.5954642
"916",18,432,24,10,254.64,3.9132012,3.0017269,0.4707932,0.3397895,1.8033152
"917",18,432,24,15,31.83,1.1797014,0.7934799,0.1464512,0.0575408,0.4935046
"918",18,432,24,20,31.83,3.0350062,2.100152,0.4187877,0.1248284,1.2155049
"919",18,432,24,25,14.14,1.5947205,1.1565993,0.2564554,0.0470359,0.711205
"920",18,435,24,10,254.64,4.4598923,3.3535104,0.5596908,0.3630643,2.0938177
"921",18,435,24,15,127.32,5.4827465,3.7804946,0.6634885,0.2757296,2.1950307
"922",18,435,24,20,63.66,5.2075738,3.6448818,0.7857896,0.2017353,2.2999043
"923",18,435,24,25,56.58,8.6832093,6.3388802,1.0069565,0.2992727,2.7985213
"924",18,435,24,30,14.14,2.8783203,2.1216637,0.3697728,0.0977189,0.9735031
"925",18,437,24,20,31.83,1.7896279,1.2463109,0.3144616,0.0700568,0.9506232
"926",18,437,24,25,28.29,4.4136461,3.2325399,0.5697223,0.1408673,1.5560822
"927",18,437,24,35,28.29,6.5381973,4.9281003,1.0900546,0.1557895,2.715518
"928",18,437,45,10,127.32,1.2598964,0.8252123,0.3626696,0,0.7225
"929",18,438,24,15,31.83,1.33758,0.9103506,0.1982784,0.0608003,0.6399972
"930",18,438,24,20,31.83,2.1657557,1.5273405,0.3014586,0.0776771,0.916806
"931",18,438,24,25,28.29,2.9227433,2.1105173,0.5019666,0.0888544,1.3958604
"932",18,438,24,30,14.14,2.3050442,1.7037401,0.437039,0.0605364,1.1235915
"933",18,439,24,25,42.44,4.4815842,3.2395752,0.7435691,0.1352042,2.0714362
"934",18,439,24,30,14.14,2.471055,1.8331824,0.3726928,0.0636063,0.9800914
"935",18,439,24,35,14.14,2.2144185,1.6333277,0.4781403,0.0588472,1.2136598
"936",18,440,24,25,14.14,1.3842754,0.9965896,0.2137823,0.0429219,0.6083945
"937",18,441,24,25,14.14,1.7086831,1.2436486,0.2529243,0.0492414,0.7027974
"938",18,441,24,30,14.14,3.7980677,2.8321883,0.4274869,0.1208139,1.1024912
"939",18,445,24,15,31.83,1.4751854,1.022574,0.1855206,0.0805897,0.6045057
"940",18,447,24,10,127.32,2.8198064,2.0583961,0.2872811,0.2060102,1.071215
"941",18,447,24,15,190.98,10.6071969,7.290604,1.1709956,0.5363077,3.7813795
"942",18,447,24,20,63.66,7.1288643,5.102557,0.6966882,0.286845,2.0757058
"943",18,447,24,25,42.44,5.5558961,3.9741186,0.6439884,0.2066155,1.8300049
"944",18,448,24,30,14.14,2.2766569,1.6816652,0.3497081,0.0600073,0.9280035
"945",18,449,45,20,31.83,1.1886936,0.8960999,0.5825932,0,0.7700046
"946",18,451,24,25,56.58,8.9929791,6.5568416,0.9231893,0.3254729,2.5971444
"947",18,451,24,30,14.14,2.608735,1.9409853,0.3468929,0.0661273,0.9215921
"948",18,451,24,35,14.14,4.4368953,3.3298472,0.4631006,0.1363417,1.1808345
"949",18,451,45,10,254.64,2.8862186,1.9579502,0.8329408,0,1.6003862
"950",18,451,45,15,31.83,0.9984143,0.7802,0.4062781,0,0.5814059
"951",18,452,45,10,254.64,2.2792778,1.4485906,1.0171659,0,1.8776088
"952",18,454,43,10,127.32,1.3407344,0.8086474,0.4358045,0.1606701,1.0302166
"953",18,454,45,10,509.29,5.7238249,3.8751314,1.7048428,0,3.2671593
"954",18,454,45,15,63.66,1.6441029,1.2640694,0.5652103,0,0.8756294
"955",18,457,24,15,63.66,2.7643027,1.9236746,0.3388982,0.1350207,1.1146229
"956",18,457,24,20,127.32,10.7286226,7.5797154,1.3132579,0.4466334,3.9369694
"957",18,457,24,25,56.58,7.5486949,5.4867173,1.0112714,0.2518208,2.8097229
"958",18,458,24,10,254.64,3.4334444,2.6928389,0.3970726,0.3194177,1.559719
"959",18,458,24,15,63.66,2.7594198,1.883106,0.3982981,0.1423195,1.2836105
"960",18,458,24,20,63.66,4.6593899,3.2095961,0.6214366,0.2145091,1.8818105
"961",18,459,24,45,5.09,1.7910965,1.3888427,0.3599075,0.0381562,0.8226554
"962",18,460,45,10,636.62,8.72545,6.1625707,2.6909036,0,4.8554498
"963",18,460,45,15,95.49,2.1632825,1.6417665,0.8657013,0,1.332557
"964",18,465,25,10,127.32,1.6712675,1.2076426,0.196932,0.1398781,0.9408988
"965",18,469,45,15,63.66,1.3758726,1.0387855,0.5693356,0,0.8812062
"966",18,470,45,10,381.97,3.6471705,2.3645212,1.3590691,0,2.5602055
"967",18,471,45,10,509.29,5.0279356,3.2911471,1.8043211,0,3.3907399
"968",18,471,45,15,31.83,0.5477924,0.4017167,0.2464196,0,0.3937558
"969",18,474,45,10,381.97,5.0753892,3.5630857,1.7154617,0,3.0727355
"970",18,475,45,10,127.32,2.3859371,1.770402,0.9458645,0,1.5252141
"971",18,477,45,10,509.29,5.8734306,4.0006474,1.7770483,0,3.375461
"972",18,477,45,25,14.14,1.5112546,1.2458385,0.7204274,0,0.7597957
"973",18,480,45,10,127.32,2.1908258,1.6065869,0.7445143,0,1.2656132
"974",18,480,45,15,95.49,2.6135892,2.0199952,0.9826707,0,1.4705349
"975",18,481,24,25,14.14,2.0568422,1.4930206,0.2278827,0.0763541,0.6426642
"976",18,481,24,30,14.14,2.278479,1.6830813,0.3357648,0.0600412,0.89617
"977",18,482,45,15,31.83,0.7520678,0.5732508,0.2514871,0,0.4000551
"978",18,482,45,20,31.83,1.443227,1.1541252,0.5868617,0,0.7743973
"979",18,483,45,10,127.32,1.063219,0.6601749,0.330724,0,0.672398
"980",18,484,45,15,63.66,1.9767942,1.5435679,0.6243141,0,0.9463228
"981",18,484,45,20,95.49,6.3488966,5.162272,2.3418862,0,2.8834588
"982",18,484,45,25,14.14,1.4212882,1.1699059,0.5627464,0,0.6267304
"983",18,487,45,15,63.66,2.593628,2.0620631,1.0191394,0,1.3869116
"984",18,488,45,15,127.32,3.3347206,2.5672338,1.2187548,0,1.8564253
"985",18,491,45,10,381.97,6.6087776,4.8505351,2.0908637,0,3.5620798
"986",18,491,45,15,127.32,4.3439765,3.4153835,1.6178774,0,2.3079289
"987",18,492,45,20,63.66,3.4755059,2.8037827,1.299214,0,1.6756984
"988",18,493,24,15,159.15,7.4751633,5.1665819,0.8072309,0.409996,2.6791006
"989",18,493,45,15,31.83,0.717563,0.5442719,0.2644392,0,0.4160248
"990",18,494,45,10,127.32,1.7489606,1.2356539,0.4505487,0,0.8556172
"991",18,500,24,20,31.83,3.1608342,2.2773711,0.4056256,0.0974856,1.1826553
"992",18,500,24,25,42.44,5.0866797,3.7010405,0.7647259,0.1469562,2.1218307
"993",18,500,24,30,28.29,4.4525362,3.2850564,0.7449032,0.1181359,1.9569078
"994",18,502,24,10,254.64,5.3403123,3.9234253,0.6556167,0.3995172,2.3962122
"995",18,502,24,15,159.15,8.1296946,5.6118848,0.9088355,0.3690708,2.9639244
"996",18,502,24,20,95.49,7.6638416,5.4597231,0.9753909,0.2563445,2.9287225
"997",18,502,24,25,14.14,1.4636924,1.0568615,0.1981485,0.0444809,0.5700194
"998",18,504,24,10,254.64,6.1015188,4.4215678,0.6806613,0.4294256,2.466113
"999",18,504,24,15,159.15,11.0829812,7.7024494,0.9739553,0.5073861,3.144021
"1000",18,504,24,20,159.15,17.8934528,12.8131456,1.7297888,0.718693,5.1493454
"1001",18,504,24,25,14.14,1.8824351,1.3602793,0.2043208,0.0717295,0.5852203
"1002",18,504,24,30,14.14,2.1776943,1.6048455,0.3167881,0.0581597,0.8525378
"1003",18,505,24,15,31.83,1.7219711,1.1611184,0.1627359,0.0930515,0.5402229
"1004",18,505,24,20,63.66,6.9467687,4.9656582,0.6886732,0.281803,2.0464977
"1005",18,505,24,25,70.73,13.1933563,9.6968065,1.3236951,0.4567627,3.6517042
"1006",18,505,24,30,42.44,11.5393259,8.6094242,1.0253476,0.3659956,2.7289775
"1007",18,505,26,20,31.83,2.76443,1.7458794,0.259378,0.1867715,1.010023
"1008",18,505,26,30,14.14,3.357325,2.3169999,0.2620618,0.1171597,0.9344362
"1009",18,506,24,15,63.66,2.1669176,1.4449586,0.3148117,0.111087,1.0485226
"1010",18,506,24,20,95.49,5.3879983,3.753903,0.9504386,0.2105238,2.8656335
"1011",18,506,24,25,14.14,1.0940921,0.7775205,0.2106007,0.0371655,0.6006193
"1012",18,508,24,15,63.66,2.3549687,1.5837864,0.3234793,0.1149863,1.0743599
"1013",18,508,24,35,28.29,6.1331814,4.605188,0.9842464,0.1486863,2.4876806
"1014",18,509,24,30,14.14,2.2914192,1.6931426,0.408745,0.0602831,1.060892
"1015",18,509,24,35,14.14,2.4719152,1.8338529,0.4781403,0.0636218,1.2136598
"1016",18,509,24,40,14.14,3.6878937,2.8001284,0.8546386,0.0851196,1.9974955
"1017",18,509,45,25,14.14,1.2975571,1.0655265,0.6518371,0,0.7027974
"1018",18,510,24,15,63.66,2.8039132,1.9163821,0.3916549,0.1242395,1.2648302
"1019",18,510,24,20,31.83,3.2067154,2.2803378,0.4099864,0.1337697,1.1935542
"1020",18,510,24,25,113.17,15.091482,11.0075571,2.1422306,0.4600109,5.8990613
"1021",18,510,24,30,42.44,7.8676743,5.8010721,1.0741859,0.2495332,2.8388233
"1022",18,511,24,30,14.14,3.1311795,2.3162996,0.3582289,0.1041558,0.9473694
"1023",18,511,45,10,381.97,4.9884269,3.4901545,1.6697396,0,2.9960737
"1024",18,511,45,15,63.66,2.3912211,1.8922924,0.8420445,0,1.1838203
"1025",18,511,45,30,14.14,1.9102481,1.5829474,1.2045562,0,1.1342159
"1026",18,513,24,10,127.32,2.9097099,2.1167869,0.3138281,0.2096771,1.155618
"1027",18,513,24,15,63.66,3.5088425,2.4221926,0.4190391,0.1796477,1.3406612
"1028",18,513,24,20,31.83,3.4523456,2.4662849,0.3573761,0.1404097,1.0608985
"1029",18,513,24,25,56.58,6.7672499,4.9247178,0.9655228,0.1955723,2.6986463
"1030",18,514,24,10,127.32,1.6458282,0.9127093,0.174141,0.166005,0.6972134
"1031",18,514,24,15,63.66,3.2334661,2.2408164,0.3724736,0.150898,1.2129775
"1032",18,514,24,20,63.66,6.2846744,4.4951833,0.7150738,0.2319238,2.1224115
"1033",18,514,24,25,42.44,6.6991689,4.8996974,0.7864925,0.2258045,2.1726198
"1034",18,514,24,30,28.29,5.1462018,3.8310005,0.7821423,0.1306871,2.0396649
"1035",18,515,24,15,31.83,0.9764254,0.643349,0.1322832,0.0533264,0.4522548
"1036",18,515,24,20,31.83,2.1444162,1.5113581,0.3374818,0.0772474,1.010023
"1037",18,515,24,25,56.58,7.1260447,5.1986023,1.0011237,0.202527,2.7839442
"1038",18,515,24,30,14.14,2.2224767,1.6395821,0.3128029,0.0589972,0.8433295
"1039",18,516,24,10,509.29,10.0077809,7.4142929,1.1012507,0.7702847,4.1156464
"1040",18,516,24,15,254.64,10.202819,6.939594,1.0999456,0.5234448,3.7348012
"1041",18,516,24,20,95.49,8.6340282,6.1270186,1.0091031,0.3413142,3.0174514
"1042",18,516,24,25,42.44,5.1843789,3.7763322,0.7673021,0.1488108,2.1250633
"1043",18,516,24,30,14.14,2.5003733,1.8561033,0.3639754,0.0641453,0.9603917
"1044",18,516,45,15,95.49,3.1962207,2.5096578,1.1140945,0,1.6147675
"1045",18,517,45,15,31.83,1.0205878,0.7494513,0.4062781,0,0.5814059
"1046",18,517,45,25,28.29,2.4771609,2.0347587,1.1776995,0,1.2976434
"1047",18,517,45,30,28.29,3.6085941,3.0197181,2.0926525,0,2.0304948
"1048",18,517,45,35,14.14,2.335166,1.9715301,1.4668882,0,1.3224898
"1049",18,517,45,40,14.14,3.234911,2.752835,2.1578404,0,1.7866642
"1050",18,517,45,45,5.09,1.4947028,1.2771761,1.0712478,0,0.8262873
"1051",18,518,45,15,95.49,3.24984,2.4124301,1.2980172,0,1.8309
"1052",18,518,45,20,63.66,3.7062615,2.9599997,1.3878252,0,1.7623233
"1053",18,518,45,30,14.14,1.6830077,1.4043373,1.0073838,0,0.9867023
"1054",18,522,45,10,381.97,5.3279746,3.7751056,1.4259906,0,2.6704044
"1055",18,522,45,15,63.66,2.537198,2.0145776,0.7924836,0,1.1402468
"1056",18,524,45,15,63.66,2.1853127,1.6690934,0.7623747,0,1.1064041
"1057",18,524,45,20,31.83,1.6986899,1.3408617,0.8094718,0,0.9950052
"1058",18,525,45,25,14.14,1.0044879,0.8134355,0.501098,0,0.5725389
"1059",18,526,45,15,127.32,3.7128792,2.8849708,1.2269768,0,1.856142
"1060",18,526,45,20,31.83,1.4126725,1.0914563,0.612874,0,0.8010239
"1061",18,532,43,15,31.83,1.6012075,1.1962853,0.3196723,0.0627834,0.6642238
"1062",18,532,43,20,31.83,2.1440597,1.6235719,0.4860179,0.071677,0.9603985
"1063",18,532,45,10,254.64,2.466877,1.606014,0.5722704,0,1.2012255
"1064",18,532,45,15,95.49,3.7825031,2.9614448,1.2494463,0,1.7699595
"1065",18,534,45,15,63.66,2.0000849,1.5631408,0.5589778,0,0.868426
"1066",18,534,45,20,31.83,2.0077403,1.629136,0.7484645,0,0.9360542
"1067",18,534,45,25,14.14,1.1783559,0.9649286,0.5936491,0,0.6533975
"1068",18,535,45,10,509.29,8.2142569,5.9657914,2.173879,0,3.9213627
"1069",18,535,45,15,445.63,16.6163008,13.0986602,4.9466965,0,7.2599221
"1070",18,535,45,20,159.15,8.0593927,6.3257778,3.593723,0,4.5267438
"1071",18,536,45,10,127.32,0.9878177,0.5969076,0.300561,0,0.6240913
"1072",18,536,45,15,63.66,1.6500267,1.2690446,0.5678013,0,0.878822
"1073",18,538,45,15,31.83,0.9699064,0.7562472,0.3173327,0,0.4795562
"1074",18,538,45,20,31.83,1.3011939,0.9942285,0.5825932,0,0.7700046
"1075",18,541,45,10,254.64,2.3078493,1.4725911,0.64128,0,1.3096164
"1076",18,542,45,10,127.32,1.4207066,0.960163,0.3793109,0,0.7482194
"1077",18,542,45,15,63.66,1.7286683,1.3351035,0.5004374,0,0.7969527
"1078",18,547,45,10,254.64,3.6799946,2.6244277,1.2711518,0,2.1856055
"1079",18,547,45,15,31.83,1.2422238,0.9851153,0.4377526,0,0.6162226
"1080",18,547,45,20,31.83,1.7795247,1.4113387,0.8898706,0,1.0712245
"1081",18,550,45,15,31.83,0.6955678,0.5258003,0.2887612,0,0.4455544
"1082",18,551,45,10,127.32,2.2294177,1.6389909,0.7616139,0,1.2882133
"1083",18,551,45,25,14.14,0.9460042,0.7624667,0.5039345,0,0.5750642
"1084",18,554,24,15,127.32,8.6707134,6.0677971,0.7815656,0.4109318,2.5240837
"1085",18,554,24,20,190.98,18.1689215,12.8973227,1.9518641,0.6967073,5.8605486
"1086",18,554,24,25,14.14,2.2179454,1.6158618,0.1971299,0.0805997,0.5675054
"1087",18,554,24,30,14.14,4.3204004,3.238841,0.3553754,0.1335406,0.9408929
"1088",18,554,24,35,14.14,7.1571314,5.4870752,0.5685962,0.1977425,1.4081669
"1089",18,556,45,10,509.29,5.3591308,3.5690572,1.4457512,0,2.8695646
"1090",18,559,45,10,509.29,6.4353623,4.4723446,1.6387362,0,3.1522875
"1091",18,559,45,15,31.83,0.8689767,0.6714526,0.2750866,0,0.4290245
"1092",18,562,45,10,254.64,2.9080801,1.9762721,0.782164,0,1.5320387
"1093",18,562,45,15,63.66,1.8711471,1.4548231,0.6073036,0,0.9248051
"1094",18,564,24,15,63.66,3.0833193,2.1406061,0.3498959,0.1638659,1.1408039
"1095",18,564,24,20,159.15,19.258,13.8283572,1.8377341,0.7524052,5.428742
"1096",18,564,24,25,14.14,2.8072486,2.0670535,0.2945872,0.0958982,0.8010187
"1097",18,565,24,10,127.32,1.6615782,1.3110424,0.1622235,0.1573215,0.6560878
"1098",18,565,24,15,31.83,2.8193671,1.9875626,0.1897191,0.1232464,0.6162226
"1099",18,565,24,20,127.32,14.4833532,10.4125439,1.1806786,0.547264,3.5964605
"1100",18,565,24,25,99.02,20.7272987,15.302633,1.7238119,0.6981304,4.8026348
"1101",18,569,24,15,286.47,16.8164987,11.634657,1.3282535,0.8035481,4.4554614
"1102",18,569,24,20,190.98,26.4486166,19.1988071,2.0068872,0.9645652,6.0030178
"1103",18,569,24,25,99.02,23.9124378,17.7562236,1.7610001,0.7789734,4.8942819
"1104",18,569,24,30,14.14,5.5153621,4.1777194,0.4274869,0.1615983,1.1024912
"1105",18,570,45,10,127.32,2.0437921,1.483159,0.6085832,0,1.0815919
"1106",18,570,45,15,127.32,4.3285162,3.356267,1.6451152,0,2.3439743
