"","PROVINCIA","ESTADILLO","NUMORDEN","ESPECIE","NUMERO","ALTUMED","REGENA"
"1919",18,94,2,"45",NA,NA,"2"
"1920",18,94,3,"15","1","35","1"
"1921",18,115,1,"45",NA,NA,"2"
"1922",18,115,2,"24",NA,NA,"1"
"1923",18,115,3,"37","9","20","2"
"1924",18,162,1,"37","1","25","0"
"1925",18,162,2,"45",NA,NA,"2"
"1926",18,162,3,"15",NA,NA,"2"
"1927",18,181,1,"24","3","30","0"
"1928",18,181,2,"37",NA,NA,"1"
"1929",18,184,1,"24",NA,NA,"1"
"1930",18,195,1,"25","2","25","0"
"1931",18,195,2,"45","13","25","3"
"1932",18,195,3,"37",NA,NA,"3"
"1933",18,203,1,"25",NA,NA,"1"
"1934",18,203,2,"37",NA,NA,"3"
"1935",18,203,3,"45",NA,NA,"1"
"1936",18,232,1,"39",NA,NA,"3"
"1937",18,232,2,"24",NA,NA,"1"
"1938",18,232,3,"45",NA,NA,"1"
"1939",18,248,1,"24","26","30","3"
"1940",18,248,2,"45","18","20","3"
"1941",18,248,3,"37",NA,NA,"1"
"1942",18,248,4,"15",NA,NA,"1"
"1943",18,316,1,"24","2","40","1"
"1944",18,316,2,"39",NA,NA,"1"
"1945",18,346,1,"45","7","20","3"
"1946",18,346,2,"37",NA,NA,"1"
"1947",18,119,1,"37",NA,NA,"2"
"1948",18,457,1,"24",NA,NA,"1"
"1949",18,457,2,"45","10","20","3"
"1950",18,457,3,"37",NA,NA,"3"
"1951",18,460,1,"45","8","30","3"
"1952",18,460,2,"37",NA,NA,"1"
"1953",18,502,1,"24","1","20","1"
"1954",18,502,2,"45","13","20","3"
"1955",18,502,3,"37",NA,NA,"3"
"1956",18,509,1,"24","2","25","2"
"1957",18,509,2,"45","5","35","3"
"1958",18,509,3,"37",NA,NA,"3"
"1959",18,515,1,"24",NA,NA,"1"
"1960",18,515,2,"45",NA,NA,"3"
"1961",18,515,3,"37",NA,NA,"3"
"1962",18,516,1,"24","3","30","2"
"1963",18,516,2,"45","19","25","3"
"1964",18,532,1,"45","22","35","3"
"1965",18,532,2,"15",NA,NA,"3"
"1966",18,551,1,"45","12","24","3"
"1967",18,562,1,"45","7","20","3"
"1968",18,562,2,"93","2","25","1"
"1969",18,583,1,"45",NA,NA,"3"
"1970",18,601,1,"37",NA,NA,"3"
"1971",18,602,1,"45","27","35","3"
"1972",18,602,2,"95",NA,NA,"2"
"1973",18,602,3,"15",NA,NA,"1"
"1974",18,668,1,"25","4","20","1"
"1975",18,668,2,"95",NA,NA,"2"
"1976",18,668,3,"2",NA,NA,"1"
"1977",18,669,1,"25","4","25","0"
"1978",18,669,2,"45","8","25","3"
"1979",18,684,1,"24",NA,NA,"2"
"1980",18,684,2,"45","1","20","3"
"1981",18,684,3,"37",NA,NA,"3"
"1982",18,712,1,"24","3","30","2"
"1983",18,712,2,"45","4","20",NA
"1984",18,712,3,"37",NA,NA,"3"
"1985",18,717,1,"25","1","50","0"
"1986",18,717,2,"15","1","20","3"
"1987",18,717,3,"37",NA,NA,"1"
"1988",18,721,1,"21","2","25","0"
"1989",18,721,2,"37",NA,NA,"3"
"1990",18,721,3,"39",NA,NA,"1"
"1991",18,733,1,"25","1","50","0"
"1992",18,736,1,"26","2","20","0"
"1993",18,736,2,"25","4","25","1"
"1994",18,752,1,"58","6","70","2"
"1995",18,752,2,"25",NA,NA,"1"
"1996",18,752,3,"45",NA,NA,"1"
"1997",18,753,1,"26","1","20","1"
"1998",18,753,2,"25","1","20","0"
"1999",18,756,1,"25","1","20","1"
"2000",18,769,1,"45","2","35","3"
"2001",18,784,1,"45",NA,NA,"2"
"2002",18,841,1,"45","5","25","3"
"2003",18,841,2,"4","6","30","3"
"2004",18,856,1,"45",NA,NA,"3"
"2005",18,861,1,"21","2","32","0"
"2006",18,861,2,"15",NA,NA,"3"
"2007",18,870,1,"24","5","55","0"
"2008",18,1721,1,"43","2","30","3"
"2009",18,1721,2,"45",NA,NA,"1"
"2010",18,1738,1,"24","2","35","0"
"2011",18,1738,2,"93",NA,NA,"1"
"2012",18,1792,1,"24","6","40","0"
"2013",18,1806,1,"24","17","30","2"
"2014",18,1815,1,"45","1","20","3"
"2015",18,1815,2,"44","2","30","2"
"2016",18,1855,1,"15",NA,NA,"1"
"2017",18,1440,1,"24",NA,NA,"1"
"2018",18,1725,1,"45","2","25","3"
"2019",18,1251,1,"37",NA,NA,"3"
"2020",18,1067,1,"45",NA,NA,"3"
"2021",18,1355,1,"15",NA,NA,"1"
"2022",18,1355,2,"95",NA,NA,"2"
"2023",18,1034,1,"25",NA,NA,"1"
"2024",18,1092,1,"45",NA,NA,"3"
"2025",18,1109,1,"15",NA,NA,"3"
"2026",18,1109,2,"45",NA,NA,"3"
"2027",18,84,1,"45","14","20","3"
"2028",18,84,2,"37",NA,NA,"1"
"2029",18,690,1,"24",NA,NA,"1"
"2030",18,690,2,"45",NA,NA,"3"
"2031",18,452,1,"45","15","20","3"
"2032",18,452,2,"37",NA,NA,"1"
"2033",18,6,1,"45","16","30","3"
"2034",18,6,2,"15",NA,NA,"1"
"2035",18,99,1,"25",NA,NA,"1"
"2036",18,99,2,"45","3","25","3"
"2037",18,99,3,"15",NA,NA,"1"
"2038",18,124,1,"39","3","25","2"
"2039",18,124,2,"37",NA,NA,"1"
"2040",18,124,3,"4",NA,NA,"1"
"2041",18,448,1,"24",NA,NA,"1"
"2042",18,448,2,"37","3","4","3"
"2043",18,448,3,"45",NA,NA,"2"
"2044",18,608,1,"45","27","25","3"
"2045",18,608,2,"95",NA,NA,"2"
"2046",18,817,1,"24","3","45","0"
"2047",18,1365,1,"25","6","40","2"
"2048",18,1656,1,"45",NA,NA,"3"
"2049",18,1861,1,"58","4","40","0"
"2050",18,454,1,"45","4","30","3"
"2051",18,454,2,"25","1","50","0"
"2052",18,454,3,"37",NA,NA,"1"
"2053",18,12,1,"45",NA,NA,"3"
"2054",18,12,2,"15",NA,NA,"3"
"2055",18,79,1,"45","2","15","3"
"2056",18,1276,1,"2",NA,NA,"3"
